idx,triple,E_au,E_rel_kcal_mol,rotation,if_rotation_positive,if_triple_positive
170,1.28792534629833,-614.871383395,-96.5959505769775,355.47,1.0,1.0
171,1.20013132786938,-614.889792791,-108.148030660961,583.54,1.0,1.0
172,1.19631490787101,-614.834038897,-73.1619046370446,145.34,1.0,1.0
173,1.09320024680732,-614.728281829,-6.79828689636294,463.36,1.0,1.0
174,1.07937254096366,-614.645294781,45.276915594157,478.07,1.0,1.0
175,1.29520416009321,-614.654858089,39.2758441910788,148.8,1.0,1.0
176,1.30460827366587,-614.89396562,-110.766522586768,425.06,1.0,1.0
177,1.07949580066128,-614.569216239,93.01696148458,870.8,1.0,1.0
178,1.23132369889268,-614.725311096,-4.93412223154314,514.73,1.0,1.0
179,1.0999909810666,-614.822988444,-66.2276348749816,235.61,1.0,1.0
180,1.31596919469184,-614.914308138,-123.531656056952,309.79,1.0,1.0
181,1.32308637969221,-614.872336342,-97.1939343490021,293.56,1.0,1.0
182,1.11604892967227,-614.603936971,71.2293549471996,516.27,1.0,1.0
183,1.10176793665363,-614.454722901,164.862676012953,481.33,1.0,1.0
184,1.18012802030929,-614.740952381,-14.7491849819027,481.23,1.0,1.0
185,1.0239443942342,-614.646804492,44.3295568445221,713.29,1.0,1.0
186,1.13023989130838,-614.84550101,-80.3544951656703,629.57,1.0,1.0
187,1.11918121957583,-614.515227517,126.895424426791,1264.21,1.0,1.0
188,1.09325957330566,-614.602732641,71.9850840655399,660.78,1.0,1.0
189,1.30230991463114,-614.714511284,1.84286779662264,476.68,1.0,1.0
190,1.05258228968002,-614.662394382,34.5467449706214,1209.98,1.0,1.0
191,1.08551322180138,-614.745318846,-17.4891854340373,853.91,1.0,1.0
192,1.1097444331851,-614.776075072,-36.7890248112936,472.23,1.0,1.0
193,1.36452873278704,-614.883613147,-104.270242254531,312.02,1.0,1.0
194,1.10804362217284,-614.683507816,21.2978540012991,517.14,1.0,1.0
195,1.08780474707832,-614.786451237,-43.3001721104593,245.72,1.0,1.0
196,1.23678704236792,-614.768788755,-32.2167880305733,220.13,1.0,1.0
197,1.01627186430688,-614.404654469,196.281117777266,1446.07,1.0,1.0
198,1.07948552816529,-614.721932617,-2.81409287422291,718.14,1.0,1.0
199,1.13266844993672,-614.474519086,152.440371963591,791.97,1.0,1.0
200,1.21573642048125,-614.737334951,-12.4792114825546,340.08,1.0,1.0
201,1.04060286845822,-614.718619599,-0.735140949060711,618.44,1.0,1.0
202,1.33244153694709,-614.773507955,-35.1781332226158,167.37,1.0,1.0
203,1.14884349168386,-614.534262497,114.950784126982,444.87,1.0,1.0
204,1.04634713096454,-614.615508396,63.9681700454855,995.59,1.0,1.0
205,1.05261800750491,-614.235846653,302.209710395442,879.21,1.0,1.0
206,1.38833360148177,-614.915955247,-124.565233425563,107.35,1.0,1.0
207,1.21853702736962,-614.805627638,-55.3335555019577,341.44,1.0,1.0
208,1.37099363067529,-614.955888679,-149.623861339881,172.97,1.0,1.0
209,1.24759991093859,-614.797892912,-50.4799375896471,647.97,1.0,1.0
210,1.17038909816578,-614.780846359,-39.7830551166171,95.39,1.0,1.0
211,1.27237471784754,-614.492948248,140.875888516996,278.79,1.0,1.0
212,1.04803568711097,-614.644877375,45.538842033215,1565.92,1.0,1.0
213,0.966285711562841,-614.662072572,34.7486839636874,726.21,1.0,1.0
214,1.10266631281779,-614.587737554,81.3946511089026,802.18,1.0,1.0
215,1.22682745736278,-614.738086477,-12.9508015628425,354.92,1.0,1.0
216,1.18234387622807,-614.757498774,-25.1322120533319,851.53,1.0,1.0
217,0.962956121205123,-614.507784987,131.56568642705,1296.82,1.0,1.0
218,1.37377557776094,-614.858052705,-88.230809295093,310.71,1.0,1.0
219,1.18339253511625,-614.974237703,-161.138057390069,329.2,1.0,1.0
220,1.03096235630722,-614.736283021,-11.819114888244,847.75,1.0,1.0
221,1.16695512378487,-614.701168155,10.2158146753897,602.7,1.0,1.0
222,1.17802312493942,-614.640315812,48.4012684312978,600.96,1.0,1.0
223,1.1799882826041,-614.664434463,33.2665737422999,537.61,1.0,1.0
224,1.15971924510215,-614.44798018,169.093800867677,626.85,1.0,1.0
225,1.0470038338993,-614.226235035,308.241096806627,1496.63,1.0,1.0
226,1.46915809278456,-614.875278376,-99.0400901043065,444.23,1.0,1.0
227,1.31083776386437,-614.741414095,-15.0389151339959,233.88,1.0,1.0
228,1.19640887854838,-614.860517399,-89.7774294270132,367.68,1.0,1.0
229,1.07382413102801,-614.793508248,-47.7285170830162,424.52,1.0,1.0
230,1.296769832867,-614.894662749,-111.203978005524,468.36,1.0,1.0
231,1.05094407259811,-614.590788339,79.4802530135353,778.12,1.0,1.0
232,1.28345698900851,-614.902886712,-116.364597027711,312,1.0,1.0
233,1.21426086539891,-614.740740176,-14.6160242223368,917.02,1.0,1.0
234,1.24957573000832,-614.961342902,-153.046440814549,181.82,1.0,1.0
235,1.22611085515359,-614.730450908,-8.15940565961599,395.28,1.0,1.0
236,1.14453103995073,-614.49479763,139.715382818147,793.81,1.0,1.0
237,1.14098515305817,-614.573901237,90.0770783895899,663.73,1.0,1.0
238,0.932786826973752,-614.643366668,46.4868257827635,1188.96,1.0,1.0
239,1.22961507621329,-614.867184814,-93.9612990136871,544.23,1.0,1.0
240,1.31550338045586,-614.713492213,2.48234503981591,-72.51,-1.0,1.0
241,1.05910454616317,-614.838924928,-76.2279379498266,548.4,1.0,1.0
242,1.30370114709943,-614.809794827,-57.948508271339,394.78,1.0,1.0
243,1.05492152303452,-614.680214418,23.3644941802682,869.11,1.0,1.0
244,1.17126110725433,-614.882721415,-103.710671507202,95.24,1.0,1.0
245,1.10978790962843,-614.837389179,-75.2642400948197,527.36,1.0,1.0
246,1.03873209893932,-614.722590061,-3.22664555867058,578.38,1.0,1.0
247,1.06476836499278,-614.720230819,-1.74619761124345,525.5,1.0,1.0
248,1.03173776900263,-614.84727329,-81.4666185884419,610.35,1.0,1.0
249,1.09518948837082,-614.738170689,-13.0036454349207,808.19,1.0,1.0
250,1.13001607085762,-614.799252817,-51.3332915762424,377.87,1.0,1.0
251,0.981661415801254,-614.649591483,42.5806921221161,1228.6,1.0,1.0
252,1.08530467192344,-614.720371551,-1.83450834854908,509.24,1.0,1.0
253,1.33674868636387,-614.840925752,-77.4834750180619,254.43,1.0,1.0
254,1.14484449927491,-614.885910355,-105.711763246585,432.14,1.0,1.0
255,1.24284613596509,-614.900037032,-114.576394330877,278.99,1.0,1.0
x0,-1.07145993618694,-614.610891054,66.8655983238807,-935.6,-1.0,-1.0
x1,-1.20902607730495,-614.488300654,143.792300227903,-469.49,-1.0,-1.0
x2,-1.22257839471541,-614.707747695,6.08708753001387,-337.56,-1.0,-1.0
x3,-1.20262190930014,-614.556704321,100.868315148743,-309.2,-1.0,-1.0
x4,-1.18444598975688,-614.61800194,62.4034462500433,-499.98,-1.0,-1.0
x5,-1.40938266295136,-614.774933391,-36.0726085669613,-189.75,-1.0,-1.0
x6,-1.12089305954094,-614.837439687,-75.295934369945,-388.13,-1.0,-1.0
x7,-1.21019559871441,-614.595368166,76.6063657728095,-699.19,-1.0,-1.0
x8,-1.09593772101631,-614.457797732,162.933188812112,-1419.02,-1.0,-1.0
x9,-1.03843625869675,-614.476424284,151.244841166592,-1296.7,-1.0,-1.0
x10,-1.35468444859679,-614.801543931,-52.7709885223479,-408.14,-1.0,-1.0
x11,-1.1827009729368,-614.588947983,80.6350948070968,-421.24,-1.0,-1.0
x12,-1.04113201757976,-614.514351286,127.445268141605,-947.23,-1.0,-1.0
x13,-1.10008818905152,-614.716512395,0.587150632995783,-670.46,-1.0,-1.0
x14,-1.12146194335682,-614.834429905,-73.4072660670941,-473.45,-1.0,-1.0
x15,-1.28919767640652,-614.607059686,69.2698200576098,-629.71,-1.0,-1.0
x16,-1.16827853862012,-614.545191942,108.092448095039,-409.37,-1.0,-1.0
x17,-1.11462017998449,-614.542199331,109.970341423629,-534.25,-1.0,-1.0
x18,-1.0274094953288,-614.816747071,-62.3111109037728,-212.59,-1.0,-1.0
x19,-1.2240330686218,-614.798741721,-51.0125737253022,-400.39,-1.0,-1.0
x20,-1.13485594349694,-614.56454331,95.9492711613576,-1074.51,-1.0,-1.0
x21,-1.10568573709932,-614.854098961,-85.7497953976528,-539.02,-1.0,-1.0
x22,-1.18734758453961,-614.568487595,93.4741928810147,43.94,1.0,-1.0
x23,-1.23268955203269,-614.953466766,-148.10408671323,-199.97,-1.0,-1.0
x24,-1.28903752373653,-614.665592517,32.5398832767414,-404.02,-1.0,-1.0
x25,-1.23823457883811,-614.693588954,14.9718390948989,-473.99,-1.0,-1.0
x26,-1.05473675443379,-614.426914844,182.312509861033,-613.73,-1.0,-1.0
x27,-1.20213629184975,-614.832775833,-72.3693193464047,-349.26,-1.0,-1.0
x28,-1.18335374481512,-614.850348136,-83.3961152019044,-209.51,-1.0,-1.0
x29,-1.2509175785414,-614.569092103,93.0948580659111,-467.52,-1.0,-1.0
x30,-1.11008853101742,-614.729774695,-7.7350752399736,-743.15,-1.0,-1.0
x31,-1.22307028162283,-614.83424497,-73.2912175052485,-459.25,-1.0,-1.0
x32,-1.27597601639427,-614.900477501,-114.852793033039,-71,-1.0,-1.0
x33,-1.06175444763351,-614.709742196,4.8355182074958,-1134.89,-1.0,-1.0
x34,-1.2718214915999,-614.771319114,-33.8046136066932,-489.8,-1.0,-1.0
x35,-1.4641063155632,-614.905229882,-117.834959634351,-201.73,-1.0,-1.0
x36,-1.07235740482181,-614.71564142,1.13369615524453,-510.39,-1.0,-1.0
x37,-1.17704739399933,-614.845220311,-80.1783537361975,-594.8,-1.0,-1.0
x38,-1.1292103115411,-614.890593166,-108.650273977236,-402.4,-1.0,-1.0
x39,-1.27120025471232,-614.832911871,-72.4546845517451,-179.59,-1.0,-1.0
x40,-1.15452117494938,-614.74130646,-14.9713730951776,-804.77,-1.0,-1.0
x41,-1.24507702158023,-614.847301993,-81.4846300079707,-386.17,-1.0,-1.0
x42,-1.07632738524865,-614.790289144,-45.7084971319877,-895.51,-1.0,-1.0
x43,-1.10821350470713,-614.56661841,94.6471251603136,-756.7,-1.0,-1.0
x44,-1.15546598764012,-614.606690705,69.5013593248894,-811.77,-1.0,-1.0
x45,-1.06395448583489,-614.758010075,-25.453058543817,-598.88,-1.0,-1.0
x46,-1.23069626397995,-614.732348079,-9.34989943382347,-423.65,-1.0,-1.0
x47,-1.14820442012258,-614.480146252,148.909269026889,-1013.26,-1.0,-1.0
x48,-0.878038407780911,-614.463412029,159.410161301664,-1404.74,-1.0,-1.0
x49,-1.19407075946408,-614.690930105,16.6402934308885,-890.33,-1.0,-1.0
x50,-1.16901660133391,-614.771162902,-33.7065890145864,-548.03,-1.0,-1.0
x51,-1.22119356601968,-614.843370413,-79.0175242421887,-464.63,-1.0,-1.0
x52,-1.31106946295486,-614.775250206,-36.2714131476233,-116.71,-1.0,-1.0
x53,-1.06769203441029,-614.578195144,87.3826088079992,-626.16,-1.0,-1.0
x54,-1.14935030230755,-614.664869414,32.9936376402972,-678.11,-1.0,-1.0
x55,-1.09262522852729,-614.58086053,85.7100524391457,-654.37,-1.0,-1.0
x56,-1.09471790698942,-614.428168583,181.525776101112,-961.11,-1.0,-1.0
x57,-1.32986101957201,-614.71343871,2.51591870734825,-571.84,-1.0,-1.0
x58,-1.23627711809534,-614.864662074,-92.378254436276,-456.76,-1.0,-1.0
x59,-1.17101373286979,-614.767661838,-31.5096363439252,-907.04,-1.0,-1.0
x60,-0.974870879820091,-614.695120773,14.0106073542221,-743.49,-1.0,-1.0
x61,-1.23193506940648,-614.783872226,-41.6818169177992,-256.79,-1.0,-1.0
x62,-1.16005141612184,-614.765604627,-30.2187158693373,-417.33,-1.0,-1.0
x63,-1.31961673541313,-614.810672427,-58.4992110473184,-348.45,-1.0,-1.0
x64,-1.04581446109078,-614.751509514,-21.373891510674,-696.98,-1.0,-1.0
x65,-1.28158191579115,-614.819347713,-63.9430397651599,-134.93,-1.0,-1.0
x66,-1.29192193279699,-614.920103118,-127.168063956764,-245.16,-1.0,-1.0
x67,-1.10249491419882,-614.764826805,-29.7306247860973,-630.99,-1.0,-1.0
x68,-1.25030968847808,-614.76208321,-28.0089914876662,-229.94,-1.0,-1.0
x69,-0.951422361142124,-614.84168139,-77.9576454194337,-523.27,-1.0,-1.0
x70,-1.09046261941786,-614.630778358,54.3861161908356,-567.24,-1.0,-1.0
x71,-1.13322273829802,-614.550261248,104.911407886982,-554.37,-1.0,-1.0
x72,-1.14627592547534,-614.652848929,40.5366121826432,-1029.99,-1.0,-1.0
x73,-1.39677328690066,-614.784650223,-42.1700178152693,126.35,1.0,-1.0
x74,-1.08541212448602,-614.782390787,-40.7521991309611,-585.9,-1.0,-1.0
x75,-1.01778223985704,-614.825924624,-68.0701171867854,-558.87,-1.0,-1.0
x76,-1.36503626741093,-614.939682614,-139.454393491728,-323.2,-1.0,-1.0
x77,-1.17647713681334,-614.811958959,-59.306522742635,-562.14,-1.0,-1.0
x78,-1.34287430117616,-614.906912853,-118.891040766584,-217.76,-1.0,-1.0
x79,-1.06470970380074,-614.288375339,269.247434643536,-1005.98,-1.0,-1.0
x80,-1.1019981740112,-614.681117871,22.7975683882519,-589.17,-1.0,-1.0
x81,-1.005320560748,-614.658092947,37.2459384474727,-651.65,-1.0,-1.0
x82,-1.40531272161056,-614.978884154,-164.05375185707,-328.67,-1.0,-1.0
x83,-1.02528425509242,-614.68411432,20.9172666762122,-103.37,-1.0,-1.0
x84,-1.13244252777507,-614.700905231,10.3808021146461,-576.81,-1.0,-1.0
x85,-1.14691024116148,-614.908357076,-119.797305141327,-440.3,-1.0,-1.0
x86,-0.926442173739211,-614.741060777,-14.8172045558459,-599.92,-1.0,-1.0
x87,-1.38665420204178,-614.839172674,-76.3834010422952,-430.49,-1.0,-1.0
x88,-1.16891291409435,-614.639224364,49.0861629657847,-580.43,-1.0,-1.0
x89,-1.24230755871394,-614.968476973,-157.523141707757,-185.16,-1.0,-1.0
x90,-1.15422155987058,-614.760697104,-27.1391961115806,-622.5,-1.0,-1.0
x91,-1.36503512215253,-614.879789685,-101.870981614902,-423.77,-1.0,-1.0
x92,-1.05319498299321,-614.424726496,183.685720114515,-944.57,-1.0,-1.0
x93,-1.14227693845014,-614.636323332,50.9065895561473,-757.49,-1.0,-1.0
x94,-1.25718562576062,-614.755059503,-23.6015451080772,-239.16,-1.0,-1.0
x95,-1.11025194701418,-614.559099026,99.3656138141749,-482.87,-1.0,-1.0
x96,-1.11428594360549,-614.597811448,75.0731818849528,-380.86,-1.0,-1.0
x97,-1.28842414728332,-614.578247442,87.3497912900103,-230.61,-1.0,-1.0
x98,-1.33390513372538,-614.864191059,-92.0826878136157,-493.95,-1.0,-1.0
x99,-1.21703103488057,-614.7987527,-51.0194631575715,-361.07,-1.0,-1.0
x100,-1.11235555456088,-614.656151006,38.4645258444084,-980.86,-1.0,-1.0
x101,-1.19751402562881,-614.714955716,1.56398227230592,-527.49,-1.0,-1.0
x102,-1.2917762306408,-614.694709923,14.2684198377097,-4.33,-1.0,-1.0
