refcode,gap
HMSIAF13,1.8541
HOGHEQ,2.0394
HOHBUB,2.2581
HOHCAI,3.2045
HONGAV,2.4397
HONZIT,2.6983
HOTVIW,3.5955
HUMBEX,2.3544
HUMZEW,2.7916
HZHCXC,2.8962
ICASOV,2.1953
IFODIR,2.3831
IGIMIU,3.5226
IGUQUY,2.6662
IHABID,4.2075
IHUDUL,3.6919
IJOPED,2.873
IJUDAV,1.8125
IKERUO,3.7232
ILONUV,2.7069
INUVUJ,2.2083
INUVUL,2.6011
IPOFUR,3.0029
IREWEK,2.7807
ISALNI,2.6718
ITARIF,1.9277
ITERAB,1.684
IVOSAO,2.2392
IVOSES,2.2356
IVUQOH,2.6211
JADKII,2.6601
JAPLUI,1.1577
JASRIF,4.3759
JAYNAB,3.6165
JECBEZ,2.5706
JELSIC,4.1862
JEXKED,2.0431
JITWUF,3.4085
JIZNEM,2.5657
JOWGEH,2.7183
JUHQIM,3.0862
JUQDAA,2.0925
JUVYOO,1.4946
KAGRES,1.9706
KAJTOE,2.8955
KAKVUO,3.5426
KEBXOG,2.4661
KEFLUD,1.9946
KEHJAK,3.5608
KEHJOY,2.9183
KEZRIR,2.045
KIFMUK,2.4429
KIRDOH,2.6346
KISKIH,3.4247
KISKON,3.4561
KIWZAT,3.2991
KOBREZ,2.5102
KOHMAW,3.7712
KOLZAN,3.548
KOZYED01,2.8295
KUBHIZ,2.0099
LAJYUR,1.662
LAQJIX,2.4284
LAYNEF,3.0752
LILLEZ,2.4862
LINRUW,2.2504
LONGAW,2.7271
LONRUC,3.4098
LOVBUT,4.278
LOXSAS,3.1289
LOXWUQ,1.9111
LOYYUT,1.6479
LUBPOQ,2.2075
LUGPAE,2.5729
LUHPIO,2.6753
LUJREN,3.8203
LUNGOS,2.3265
LUYMAU,2.6556
MAJCAC,2.2935
MAJWUT,2.9531
MAKBUW,1.4363
MAKPOD,3.2201
MANHEQ,1.9382
MARJIZ,1.2955
MASPED,2.2851
MAXZOC,1.8076
MCENCR,3.1843
MCYSCO,2.8064
MEHBAC,3.3194
MEHKOA,2.3634
MENWUY,2.1956
MERECO,2.6966
MESROU,3.7982
MHPCOB01,4.0951
MIJPAZ,3.1082
MINNAZ,3.2416
MIPYOA,3.3963
MOFMAV,2.5944
MOHWOW,2.9205
MUGYIY,2.1964
MUKJOS,1.739
MUMPAL,2.7913
MUXVEJ,1.7544
NABDID,2.2396
NAKHEN,3.8649
NALPUL,2.5657
NANJEU,2.6126
NAVVIQ,2.3197
NAYMUY,4.3309
NAZROW,1.9509
NEHDIO,3.3877
NETCAT,1.697
NEXYAS,2.951
NEYWOD,1.6251
NEZBIG,2.0481
NEZGIJ,3.1452
NIDMOE,2.4064
NIDTHC11,2.7788
NIFWAB,3.7205
NIHXEK,2.039
NIHYIP,1.9186
NIWTOC,2.7154
NOJJAX,3.1335
NOQTAP,1.8352
NOSHEI,2.6925
NOYJUG,2.2817
OBIVAX,3.8353
OFANER,2.4675
OGEVUS,2.4621
OHUSEQ,2.9132
ONUQAR,2.271
OQEPOR,2.7151
ORODOP,2.1116
OTIQIT,3.7377
OZUSOT,1.26
PABZIC,1.9184
PACHEI,3.206
PATQEG,2.6921
PAZXAP,4.2488
PEHZOU,2.9135
PERJIG,3.4803
POBWUA,2.8073
POWRID,0.9456
PUCHUR,2.3704
PUGLOS,2.4416
PUHWUL,1.8784
PUWMAX,2.1156
PUXVOU,2.7555
PYESAF10,1.948
QADJEK,2.9733
QAFCEG,2.8117
QALDUD,2.9368
QAQBOB,4.5156
QARPEF,2.0797
QAWZIX,3.3923
QEDKOZ,2.9444
QETKOS,2.989
QIDNAU,2.3701
QIGRON,3.1845
QIRWIZ,3.0344
QITBEA,2.4076
QITWUO,1.6456
QIWKOX,3.4523
QOFDIZ,2.3015
QOJDEZ,2.9764
QOKSOY,2.7919
QOKYIY,3.0598
QORDUY,1.9784
QORFAG,2.3258
QOWJOE,3.4415
QOYFEQ,2.3855
QUHKIO,2.4135
QUKTAS,1.9852
QUSJAQ,2.1073
RABVOG,3.0757
RACNIV,2.9263
RADLEO,2.5258
RARMIG,3.9778
RATDOF,4.5552
RAWTEO,2.3731
RERCUP,3.4384
RETFOM,2.7997
REXCUS,0.2151
RIMDIA,4.098
RIPHEG,2.5999
RIQSAM,3.4979
RIRFIJ,2.3646
RIZGUF,2.6605
ROBXEM,3.1231
ROCCOB,3.8625
ROFXAO,2.3641
ROKBUO,4.0837
ROLXIZ,3.3186
ROPBON,2.5716
RUMNUK,2.5228
RUMZOP,2.7122
RUWSOU,3.2099
RUXYER,3.9398
SADRAU,3.4367
SAGFUB,2.8319
SAJKUN,3.5679
SASPAD,1.7281
SEPPUZ,2.0113
SICCAL,3.6117
SIFQAA,4.3566
SIPLEI,3.6766
SIQMEL,4.4023
SIQNEO,2.6235
SIXZAA,2.2267
SOGFAY,2.6373
SOHJIJ,2.0975
SOMTIY,2.9014
SUBGOO,1.6566
SUBQAK,2.3541
SUFDEC,3.1771
SUKQUK,3.92
SUKWUQ,3.7097
SUSGEV,2.2602
TAGFIR,1.2181
TAGFUD,1.2369
TAJXUX,3.6896
TAJXUZ,3.3392
TARWIU,2.6497
TAVHOO,2.1309
TAVWAP,3.1307
TEVLAK,1.7812
THETCO,2.7797
TIGGEW,4.245
TIRKOU,3.4149
TIZJES,1.6216
TOBBAP,3.0278
TOBWEO,2.8998
TOLBEB,2.2426
TOLZOK,2.1523
TOPKAM,1.6732
TUSBOZ,2.5291
TUTMUS,3.218
UCOJIF,2.3607
UFAWOO,4.2216
UFOYOF,3.0882
UHEHAQ,1.9457
UJUPOF,2.2851
ULAYUC,4.2644
ULITUH,1.0601
ULOXUQ,2.5606
UNEREL,3.8452
UNILIN,3.0947
UTODAK,4.176
UWIFOW,3.803
UYAHOS,1.7977
UZEVUR,2.6241
VAHGOC,2.96
VAWNIQ,2.4454
VEDXOS,2.8574
VEGCEQ,2.7349
VEKNAA,2.8217
VENGUS,1.8345
VENJOO,2.5572
VEXLIU,2.4429
VEXXIH,2.6103
VEYXOP,2.326
VIBPOM,3.5932
VIBRIK,2.8676
VIJQUB,2.2918
VIKYOE,2.9182
VILRIT,2.7326
VIVGIQ,2.3981
VOGGOO,3.7945
VOGYOG,2.579
VOPPEV,1.8811
VOVDIT,1.9833
VOWRAA,3.211
VUCPIU,2.6184
VUCYAV,3.2548
VUJLOC,2.701
VUJMAP,2.5436
VUJPIZ,2.7474
VULMOE,3.7193
VUTSUY,2.248
WABGOW,0.7295
WELPIM,3.2507
WEPVOC,4.3363
WIFSEJ,2.3896
WIGMAA,2.8073
WIMNIR,2.8338
WIVDUB,1.9862
WIVQIC,2.5797
WIWJOD,3.4839
WOKYOL,1.7698
WOVMAY,2.7762
WOZHUQ,3.5457
WUNCEO,3.1495
WUPWOU,2.4419
XABHIV,5.6274
XAWVEX,3.0266
XEFXEM,2.7944
XEGPEF,2.5758
XEHYER,3.7619
XEKKUT,1.5815
XEVKIU,2.5739
XEZMEU,1.5049
XEZNUM,2.5556
XEZWOQ,2.7482
XIBBAL,2.3653
XIBNUS,3.0801
XILJEH,2.1298
XIMYUO,1.5943
XITQEX,3.3275
XIVKOD,3.45
XIXTAA,1.8618
XIYMEY,3.4346
XOBBIZ,1.1065
XOCJUV,3.3829
XOMCOS,2.0141
XUPSIL,3.1802
XUSCIY,2.4711
XUYWAQ,2.8769
YABPEW,2.9791
YADKET,2.4618
YAPZIA,2.7064
YASHUV,3.2191
YEDTAC,2.9124
YETCEG,3.4137
YETYOM,1.7059
YEXVEE,4.1146
YIJGII,2.8454
YIKVUJ,3.3573
YILLAH,2.0539
YINCOO,3.1806
YOJVOJ,1.0412
YOSKAV,3.405
YOWZOB,2.3589
YOYXES,3.7033
YUBDAB,2.4434
YUJZAF,2.5227
YUXHUV,3.2763
ZASROA,3.6626
ZILSEU,3.0192
ZIZHOI,3.2934
ZOJXOL,3.0647
ZOTRAB,2.028
ZOZPAF,2.4804
ZUJRAZ,1.8979
ZULGAQ,2.1763
ZUQLAA,2.6287
ZURDEV,3.6125
ZUWXUN,3.4694
