refcode,gap
POJHUT,2.0651
POJREL,2.7743
PORPOB,3.8005
PUCHUR,2.3704
PUHWUL,1.8784
PUJSOC,2.6265
PUKPUG,3.2327
PUXRAC,0.9715
PUXVIO,2.5376
PYESAF10,1.948
QEHKUL,2.7474
QEKCAN,3.2152
QEQVEO,2.0923
QETVAM,1.2214
QEZYUP,3.748
QILWUD,2.8091
QIMXUI,2.3194
QIRWUL,2.1278
QIWCUU,2.1694
QIWKOX,3.4523
QIXDIM,1.8873
QIZCAF,1.2144
QOGLAZ,3.3699
QOGNAD,3.4427
QOPWOK,2.6777
QOWJOE,3.4415
QOXZEK,2.0993
QUHKIO,2.4135
QUKTAS,1.9852
RAFLIV,1.7201
RATDIZ,4.431
RATDOF,4.5552
REMMOM,2.1296
RENGAV,2.9234
RIQQEN,3.594
RIRCIH,2.6788
RIRFIJ,2.3646
RISQOC,2.6543
RITYOK,2.7463
ROKBUO,4.0837
ROLQUE,3.0532
RONREU,2.8952
RORXUR,2.7303
RUHMAI,2.2131
RULVEA,2.1674
RUMHAI,2.3608
RUMRAU,3.8163
RUTRUT,2.5298
RUWKEA,2.7314
RUWSAG,3.2677
SAFTID,2.4507
SAFTOJ,2.3212
SATGOK,3.1672
SAVHIG,1.7387
SAZFOR,1.3213
SEDREZ,2.1179
SEMCUK,2.6655
SEPHOL,3.5659
SIBZAE,3.3593
SICCAL,3.6117
SIFQAA,4.3566
SILCIZ,2.9899
SIQNEO,2.6235
SOCMEC,3.0448
SOFGOK,3.0917
SOGFAY,2.6373
SOHKEG,1.8649
SOMTIY,2.9014
SOTLET,1.3688
SUBGOO,1.6566
SUFBUS,3.2948
SUFDEC,3.1771
SUKQUK,3.92
SUPKIY,2.1112
TADSUQ,3.9468
TAJYAG,2.8626
TALYIO,3.734
TANLEA,1.7815
TAPGUM,2.9126
TAPZUI,2.7374
TCDYNI,2.3933
TEANIN,4.1922
TEBKIW,1.8662
TEBLAP,2.0082
TECRAW,1.1226
TEQQAH,3.262
THETCO,2.7797
THOCCR,3.8431
TICMAW,2.6275
TIRDUU,3.5512
TIVNUJ,2.3368
TIVZIJ,2.6057
TODDUL,3.8458
TOLBEB,2.2426
TOLZOK,2.1523
TOPJEO,2.2714
TOPKAM,1.6732
TOTGOY,3.1217
TUDJEH,1.6258
TUMYUV,3.2151
TUPMAV,2.8546
TUTJOH,3.2377
TUTMAW,3.4343
UBEVOP,2.2323
UBEXOQ,2.3758
UCIVOT,2.2862
UCOJIF,2.3607
UDUGUY,2.8688
UDUMEL,2.2484
UGEKAT,2.1591
UGOLOT,2.5493
UHIBAP,2.3157
ULONEP,4.4295
UNOJIR,2.8827
UPIDIH,3.9884
URUKIC,4.1839
UTODAK,4.176
UWIPOG,2.5942
UXOHAS02,2.4002
VADBOR,4.1918
VAMNAY,3.2357
VAPCAR,2.21
VAPFEY,2.2703
VAVDOM,3.3447
VEHDOC,2.4871
VEKNAA,2.8217
VEKNOO,2.5555
VEWDIN,2.0734
VEWVEZ,1.6684
VEXLIU,2.4429
VEXXIH,2.6103
VEYTEB,3.006
VEYWOO,1.8107
VOBYEQ,1.8011
VOGHIJ,3.8564
VOPCIM,2.9834
VOYJEY,4.3363
VUCYAV,3.2548
VUJLOC,2.701
WABGOW,0.7295
WABZAC,2.2707
WAQVIT,2.6744
WASDOM,3.8039
WAVTOF,4.0819
WAVWEY,2.6999
WAXJIQ,2.1209
WAZWEC,2.6443
WEHWAI,2.3682
WEHZER,2.3866
WIWJOD,3.4839
WIYSII,2.1641
WOGMEL,4.0242
WUFVIC,3.4625
WUNCAK,2.6244
WUNCEO,3.1495
WUPWOU,2.4419
XEFYAJ,2.1555
XELNAD,2.4656
XETGUY,2.5414
XEVMAN,4.1402
XEYZEH,3.1932
XEZNUM,2.5556
XILJEH,2.1298
XIMROB,2.1558
XIMSAO,2.1576
XIMYUO,1.5943
XIWBEK,2.8399
XOGXAS,2.666
XOPSEB,4.3525
XOQVAC,1.7751
XOTGOC,2.3134
XOZXIV,2.2856
XUBMUF,3.7619
XUJXOP,3.1625
XUPJOI,3.4129
XUPRAB,2.7375
XUVTIR,3.8685
XUWPAH,2.9966
YABPEW,2.9791
YANKOQ,4.0219
YAQLOR,2.293
YECRII,2.5627
YEKLUW,2.4297
YELWAN,2.2763
YEQTOE,3.0901
YEQZID,2.5081
YETCAC,4.581
YETCIK,3.6141
YEZYUZ,3.5099
YIBHUM,3.3142
YIKVUJ,3.3573
YITRUO,2.0969
YIYDAM,2.8107
YOBCUO,2.6568
YOJKEN,2.2123
YOJQIY,2.3982
YORSEE,2.4693
YOZRAG,2.3961
YOZYIW,2.9315
YUBZUR,2.3473
YULMUP,2.7017
ZALRUZ,1.7121
ZAZNOD,2.3764
ZAZNUJ,1.7556
ZIDKAY,4.0686
ZIMPUG,1.989
ZOBQIQ,2.7534
ZULGAQ,2.1763
ZUNDIN,2.2975
ZZZTMK03,3.2522
