refcode,gap
ELAKOR,3.06
ENUSAJ,3.3192
EPUTOB,1.235
EQEFAI,2.5141
EQEQAV,2.286
EQIVOP,2.862
EQOQIK,4.6003
ERIMEZ02,-0.1157
ERIQIG,2.0711
ERUXIZ,3.4301
ETAKIT,2.3439
EVILOM,2.3274
EVOJEE,4.1617
EYITAJ,2.4479
FAJMAF,3.3984
FANFAD,2.8358
FARZIH,3.5715
FASSEX,4.5939
FAWQEZ,4.0228
FAZTEG,3.8531
FEBRAF,3.12
FEHNOV,2.6315
FERWEH,1.3984
FEVFET,1.7319
FEVNAW,3.0955
FEWFUI,2.7454
FEWRIK,2.3191
FEWYAK,2.5947
FEWYIS,2.4193
FEXTUY,2.9651
FEYMIG,2.7684
FIDZEY,3.0839
FOGQOI,2.4129
FOKYEJ,4.3966
FOPJEB,4.3319
FOQBOC,1.8001
FOXCOM,1.8019
FOXGAB,2.0532
GADTIS,1.9921
GAYZEL,2.2571
GAZHAQ,3.523
GEFTIV,2.6221
GEMZON,4.3407
GENBUW,3.1663
GEZGEA,2.3721
GEZGIE,2.3628
GICZIB,2.5038
GIDKAH,2.8326
GIFJEM,3.8829
GILZIK,2.2245
GOJFIU,3.1576
GOVDOK,3.947
GUGYIS,1.0477
GUSJAI,4.4293
GUWWAW,2.4093
HABRAG,3.0383
HAHYAR,1.6231
HATNOG,4.8172
HECVER,2.2828
HEHJOW,1.9323
HEQZEI,2.6367
HERHAN,3.0853
HETLEX,2.3292
HEYKOL,3.861
HEYMIH,3.6502
HEYNOO,2.9774
HEYPEG,2.4734
HIMLIZ,2.1796
HINVUY,2.765
HIVDAS,3.3095
HIZDID,3.2708
HOMKUP,2.5968
HOSRUD,2.2368
HOTRIS,2.5108
HOYHOS,1.3193
HUMZEW,2.7916
HZHCXC,2.8962
IBEGIH,2.3212
ICASOV,2.1953
IDUBEO,3.9409
IHALUZ,2.707
IHETOG,2.7077
IKERUO,3.7232
ILATEV,3.0858
ILOLOM,2.8765
IMUCAX,2.8916
IMUDOK,2.2147
INAZED,2.7467
INIHAP,2.3886
INUVUJ,2.2083
IPOROX,4.0216
IRONOS,2.1091
ISIBIW,1.1842
IVEQEF,2.6143
IWORIX,2.1769
JAGGED,3.3998
JAPTAV,2.4691
JASBOV,2.6219
JASLEU,3.5616
JEDJAE,3.1959
JEPPOM,2.6347
JILVAB,4.1582
JIVQEL,2.3326
JIWWUI,2.7197
JIYYIA,2.2558
JIZQUG,3.909
JOBJUI,4.7519
JODNEV,3.5755
JODWUU,2.6111
JOJWAG,3.1229
JORKAC,3.5437
JUGHAU,2.1953
JULFAX,3.7995
JUQDAA,2.0925
JUWHAK,2.1798
KAFLUA,1.5497
KAGRES,1.9706
KAGXID,1.5709
KAJHUC,3.0827
KAJTOE,2.8955
KANYON,3.2532
KAPPEW,1.9519
KAWCIU,1.4825
KAXMIF,2.1012
KEVHIC,1.8429
KIDRIY,2.6412
KIFMUK,2.4429
KIKNUQ,0.9739
KIRFAV,2.6677
KIRPAE,2.8315
KISKED,3.5094
KISKIH,3.4247
KISMIJ,2.2197
KOCXEG,1.64
KOHMEA,2.1743
KOLZAN,3.548
KOQBAT,3.9019
KUBGOD,4.1821
KUGXOA,2.433
KULBUO,1.8293
LAQJIX,2.4284
LAXNON,3.7633
LAYNEF,3.0752
LEMVOQ,3.213
LERZOX,1.1907
LEYSEN,3.5773
LIFVOM,2.0297
LIGBUA,2.892
LIJBUB,1.8872
LILBOY,1.7258
LILYOW,1.9034
LIWSIT,2.172
LIXMOX,2.0953
LODBEL,2.4152
LONGEA,2.7229
LOVBUT,4.278
LOZWIJ,2.7331
LUHPIO,2.6753
LUJPAI,1.6252
LUJROX,3.3104
LUMVEU,3.2557
LUVYAD,3.9509
LUWCUB,1.2487
LUYMAU,2.6556
LUZXEL,2.7114
MABLUA,3.342
MACPUC,3.8407
MAJYUS,1.7374
MAKPOD,3.2201
MATFUL,1.5323
MCYSCO,2.8064
MEHNOC,3.3668
MIJSOP,1.5845
MINWIR,1.2669
MOHWUC,3.5255
MONZEU,2.5701
MOZRIC,1.8825
MUGYEU,2.0088
MUJZUM,2.1694
NABDEZ,2.2961
NAFDAB,2.9055
NALPUL,2.5657
NEHWIH,3.1831
NELGOA,2.3331
NEMXIN,2.1769
NEPMEC,1.6212
NEYVUI,2.2876
NEZBIG,2.0481
NIFWAB,3.7205
NISBEW,3.7401
NOSHEI,2.6925
NOYCIN,2.3976
NOZPAT,3.2383
NUPTAT,2.4868
NUZCUG,3.1378
OBIVAX,3.8353
OCUJOL,1.4573
ODIHOY,2.1236
ODOWUC,2.2467
OFANER,2.4675
OFEXAA,4.9024
OFUROX,3.1463
OGEVUS,2.4621
OLOZAR,2.4643
OMIXAL,1.1489
OTOTIB,2.0349
OVOJIU,2.7027
OWOGUE,3.4825
PAACCO,3.7946
PARRUW,3.1661
PAZDUQ,4.0069
PAZPAI,2.9347
PEMENI,2.2805
PEQMEE,2.5252
PEVHAC,2.825
PIBPOH,2.4206
PIKZIT,2.8668
POPFEC10,3.7143
PUDPAG,2.4696
PUGLOS,2.4416
PUJSOC,2.6265
PUTVAB,3.1815
PUWMAX,2.1156
QABMIP,2.4474
QAHQAT,2.8146
QAQZEO,2.369
QEHKUL,2.7474
QEHZIN,2.3987
QIDNAU,2.3701
QIGRED,4.8265
QIRWUL,2.1278
QITSUJ,3.2408
QIVYEZ,2.3289
QIXDIM,1.8873
QOBRIK,2.4988
QOJDEZ,2.9764
QOKSOY,2.7919
QOKYIY,3.0598
QOLKIM,1.7734
QORFAG,2.3258
QUCBOG,1.2699
QUGQUF,2.7974
QUKTAS,1.9852
QUTFIW,4.0893
RACNIV,2.9263
RAFLIV,1.7201
RAGLOD,3.0358
RAHXAB,1.7197
RATDOF,4.5552
RAWRUF,1.0017
REXQAN,3.7789
RIQQAJ,3.4985
RISSIW,3.1795
RIVWEA,3.1841
ROBXEM,3.1231
ROFKOO,2.2852
ROFKUV,1.873
ROLXIZ,3.3186
RONREU,2.8952
RUHHOS,2.5554
RUJSUK,2.6455
RUMNUK,2.5228
RUTMAV,1.8769
RUWSAG,3.2677
SAFTID,2.4507
SAFTOJ,2.3212
SAFTUP,2.2132
SAHHAN,2.4536
SAYMIO,2.0527
SCYSCR,3.4177
SEZTUM,1.9375
SIFQAA,4.3566
SIQZOH,2.4031
SIXRAV,2.1829
SIXZAA,2.2267
SOBXAI,2.2484
SOCMEC,3.0448
SOHKAC,0.9787
SOPCAB,1.7112
SUKWUQ,3.7097
SUSGEV,2.2602
SUVREI,3.3296
SUXTEL,2.2859
TACSAU,2.5809
TAFTAV,3.4713
TAJYAG,2.8626
TALMEZ,1.7941
TAPGUM,2.9126
TAPZUI,2.7374
TAVWAP,3.1307
TCDYNI,2.3933
TEBKIW,1.8662
TEBRUP,2.5819
TEBVIH,4.179
TEHGAQ,2.3637
TEQPUA,2.713
TEZKIS,2.4384
THOCCR,3.8431
TIBKOH,3.1708
TICJEX,2.6313
TILSUD,2.5079
TIRDUU,3.5512
TOPKAM,1.6732
TUDGII,3.432
TUDJIL,4.1158
TUTJOH,3.2377
TUTMUS,3.218
UBEXOQ,2.3758
UBOMEG,2.4839
UCECEL,1.4635
UCISAA,3.5178
UCIVOT,2.2862
UDUSAQ,3.5234
UFAWOO,4.2216
UHEPED,2.8316
UHIZAM,3.2907
UJUPOF,2.2851
ULANIF,3.7718
ULEVIQ,2.1411
ULONEP,4.4295
ULOVEY,2.1511
ULOXUQ,2.5606
UPIFUV,1.4934
USORUS,2.6323
UTEMIR,3.1882
UWIPEW,2.4452
UYIFUF02,2.4174
VABFIQ,2.5045
VADLUH,3.3591
VAHGOC,2.96
VAVDOM,3.3447
VEKNAA,2.8217
VEWDIN,2.0734
VEXLIU,2.4429
VEXWON,3.0111
VEYXOP,2.326
VIBRIK,2.8676
VIJVIT,2.7224
VOCBAQ,2.3514
VOGYOG,2.579
VUJLOC,2.701
VUJMAP,2.5436
VULMOE,3.7193
WABMOB,1.5236
WALJOL,4.1789
WAQVIT,2.6744
WAXJIQ,2.1209
WEFCOZ,2.577
WEHFOE,2.6645
WEHZER,2.3866
WELPIM,3.2507
WIBLUO,4.2101
WIGMAA,2.8073
WITBEJ,1.9317
WIVQOI,2.4217
WUFFAF,2.2115
WUFVOI,3.2838
WUGCAD,2.5975
WUGCIL,1.6177
WUMPOL,2.7236
WUNCEO,3.1495
WUTDAQ,2.9973
XADMAR,3.8721
XAGLAU,3.3475
XAKHOI,2.7039
XARGON,2.6654
XEFYAJ,2.1555
XEGPEF,2.5758
XEKKUT,1.5815
XENPAI,2.1885
XESMUG,3.4646
XIBNUS,3.0801
XIDNON,2.6347
XIMROB,2.1558
XOGXAS,2.666
XOQVAC,1.7751
XUKHOC,2.7056
XUPSIL,3.1802
XUVTIR,3.8685
XUWPAH,2.9966
YABPEW,2.9791
YASPUE,2.8213
YECSUW,2.7361
YETBOP,3.5808
YEWSOI,2.1347
YEXVAA,3.9361
YEZLEU,2.3603
YIJDED,2.7252
YIKVUJ,3.3573
YIKVUM,2.6115
YINCOO,3.1806
YITRUO,2.0969
YOJKEN,2.2123
YOJQEU,2.3735
YOSKAV,3.405
YOZRAG,2.3961
YOZYIW,2.9315
YOZZET,2.5305
YUMGOF,2.1845
YUXHUV,3.2763
ZASROA,3.6626
ZASRUG,3.6803
ZAZNOD,2.3764
ZEDSOT,3.1602
ZENBOJ,3.8713
ZILSEU,3.0192
ZIVLIC,3.0375
ZIXMOI,3.1696
ZOTRAB,2.028
ZOVTUZ,1.897
ZUMCUI,2.4227
ZUSSUB,2.0138
ZUZWEW,2.7763
ZZZAOG01,2.4616
