refcode,gap
QIWCUU,2.1694
QIWKOX,3.4523
QIXDEI,1.493
QOGLAZ,3.3699
QOJDEZ,2.9764
QOPWOK,2.6777
QORDUY,1.9784
QOSZON,4.9759
QOYWIN,1.6428
QOZZUB,1.92
QUTFIW,4.0893
RABVOG,3.0757
RADLEO,2.5258
RAHXAB,1.7197
RAKTAA,1.918
RARMIG,3.9778
RATCAR,2.1516
RATDOF,4.5552
RAVYIX,2.711
RAWTEO,2.3731
REJDAN,1.1594
REXCUS,0.2151
REXMIQ,2.4346
RIQSAM,3.4979
RIRFEF,2.546
RISNOZ,2.0109
RISQOC,2.6543
RISSIW,3.1795
RIXROH,2.8556
RONREU,2.8952
RULVEA,2.1674
RUMNUK,2.5228
RUMZOP,2.7122
RUTMAV,1.8769
SAHZIK,2.7101
SAVHOM,2.2999
SEDREZ,2.1179
SEMROU,1.5264
SEPHOL,3.5659
SEPPUZ,2.0113
SEWMAK,3.3471
SEZTUM,1.9375
SICFAM,4.3871
SILYOC,3.4116
SINMIO,3.2609
SIPLEI,3.6766
SIQZOH,2.4031
SIRMIP,3.1993
SITFEG,1.6846
SIXMOC,2.9268
SIZMUL,0.2397
SOFWIU,4.7354
SOQLUF,2.7575
SOXJUK,3.207
SUBJIL,2.2099
SUBQAK,2.3541
TADSUQ,3.9468
TAHYOQ,3.1875
TAJXUX,3.6896
TALYIO,3.734
TANLEA,1.7815
TAVHOO,2.1309
TAVWAP,3.1307
TDTCCO,3.3409
TEBKIW,1.8662
TEBKOC,1.9091
TEPCUM,2.342
TEQPUA,2.713
TEVLAK,1.7812
TEVXIC,3.5335
TEVYAX,2.6296
TICJEX,2.6313
TICMAW,2.6275
TIGGEW,4.245
TIKYOC,0.3961
TITRAQ,2.0904
TIVNUJ,2.3368
TIVZIJ,2.6057
TOLZUQ,2.3552
TOTGOY,3.1217
TUSBOZ,2.5291
TUTJOH,3.2377
TUTPAB,3.5676
UCECEL,1.4635
UCISAA,3.5178
UCOJIF,2.3607
UFUVUP,3.0997
UGODAW,2.3169
UGUNUF,3.6989
UHEHAQ,1.9457
UJUPAR,3.3927
ULAYUC,4.2644
UMUJUK,2.0826
UNEREL,3.8452
UNILIN,3.0947
UNONOB,1.9879
UPIDIH,3.9884
URIRUL,2.6336
URUKUO,3.7464
UWIPOG,2.5942
UXOBEQ,3.0442
UYAHOS,1.7977
UYIFUF02,2.4174
UZEVUR,2.6241
VAGCAH,1.5414
VAPCAR,2.21
VAQFAU,1.4503
VEBKAQ,2.9207
VECTUU,2.6593
VENJOO,2.5572
VENTAL,1.8308
VEXLIU,2.4429
VIGLOP,2.3343
VILRIT,2.7326
VILVIX,2.4293
VISVEA,1.9353
VOCBAQ,2.3514
VOYFIA,1.9974
VOYJEY,4.3363
VUJLOC,2.701
VUJMAP,2.5436
VUMFOA01,2.0266
WAGHET,2.7451
WAJGUL,1.2751
WALJUR,2.5224
WAQVIT,2.6744
WAZWEC,2.6443
WEHFOE,2.6645
WEHZER,2.3866
WEMWAO,2.8324
WERKIN,4.0285
WIBLUO,4.2101
WIMNIR,2.8338
WISHUE,1.8867
WITBOT,2.2011
WIVQOI,2.4217
WOFREP,2.9609
WOPGIS,2.1954
WOVMAY,2.7762
WOZHUQ,3.5457
WUFFAF,2.2115
XAHLEY,2.7032
XAKHOI,2.7039
XAKPUU,5.0053
XARGON,2.6654
XAXYEC,3.126
XEFXEM,2.7944
XEHYER,3.7619
XEKKUT,1.5815
XESMUG,3.4646
XEYZEH,3.1932
XEZNUM,2.5556
XILTIV,3.7836
XIMSAO,2.1576
XIMYUO,1.5943
XITQIB,3.1714
XIXTAA,1.8618
XOFDUR,2.0586
XOGXAS,2.666
XOQZOT,1.4041
XOXSUA,2.152
XUJXOP,3.1625
XULXAG,2.8451
XUPJOI,3.4129
XUVTIR,3.8685
YAGBIR,1.5927
YAJLEA,2.3235
YAKFOG,2.5266
YAKGAT,2.4781
YANKOQ,4.0219
YAWWEZ,2.908
YEKLUW,2.4297
YETBUV,3.5251
YETCAC,4.581
YEWSUO,2.1451
YIJGII,2.8454
YILLAH,2.0539
YIXFER,2.8672
YIYDAM,2.8107
YUBZUR,2.3473
YUDFOS,3.9594
ZASROA,3.6626
ZATWOI,2.8067
ZEBSAA,3.3173
ZEGSOT01,4.0489
ZEQLUE,2.7315
ZIBNIH,2.6663
ZIDKAY,4.0686
ZILVUO,4.1297
ZILZUP,1.6504
ZIMQAN,2.0653
ZOBQIQ,2.7534
ZOZGEA,2.8549
ZUMSEH,1.9681
ZUQLAA,2.6287
ZUTHEB,2.3172
ZZZTMK03,3.2522
