refcode,gap
MEDCEE,1.9065
MEHBAC,3.3194
MEHNOC,3.3668
METGUN,3.0822
MHPCOB01,4.0951
MIJPAZ,3.1082
MINWIR,1.2669
MIRVEP,3.5704
MIVGUV,2.7866
MIZSEV,3.7378
MOHWUC,3.5255
MOMXUJ,1.9875
MOTCMN,0.9323
MTACNI,2.8242
MUJZUM,2.1694
MUKGUU,0.9339
MUKJOS,1.739
MUMPAL,2.7913
MUTVUU,3.1027
NABDEZ,2.2961
NABDID,2.2396
NABFOL,2.3956
NADLIO,3.4829
NADLOU,3.2694
NAFNEO,2.3618
NAMYOQ,2.2683
NANJEU,2.6126
NAYMUY,4.3309
NAZROW,1.9509
NCACON,2.3462
NEBKIR,3.2432
NEMXIN,2.1769
NENNEA,3.0413
NEPMEC,1.6212
NITVES,2.9026
NONTIW,3.222
NOSHEI,2.6925
NUNTAR,4.3438
NUNWUP,1.678
NUSMIY,1.8088
OBOFOC,4.0912
OFANER,2.4675
OJUHAF,4.0682
OKEMUO,1.9912
OLENAU,3.1723
OQEDOE,2.3256
OVOJIU,2.7027
OYIKOY,2.5215
OYUKOK,2.5693
OZUSOT,1.26
PATACO10,2.7175
PAZPAI,2.9347
PAZXAP,4.2488
PIYYON,2.3092
POJHUT,2.0651
POWROJ,2.1465
PUCFID,3.1832
PUCHUR,2.3704
PUGLOS,2.4416
PUQJAM,2.318
PUVLAV,1.5718
PUXRAC,0.9715
PYRMNC,2.9536
QANMOK,2.7995
QAQBIV,4.257
QEDCOR,2.594
QEKFET,2.8974
QEQVEO,2.0923
QEWGOR,2.9884
QEZYUP,3.748
QIRWOF,2.2023
QIWKOX,3.4523
QIXCOR,1.8771
QIXDEI,1.493
QOFVOW,3.0381
QOMLOU,3.2017
QOWJOE,3.4415
QOYWIN,1.6428
QUHKIO,2.4135
QUKTAS,1.9852
QUSHET,3.4346
RABLAL,2.9282
RADLEO,2.5258
RAGLOD,3.0358
RATDOF,4.5552
RERCUP,3.4384
REXMIQ,2.4346
RIMDIA,4.098
RIPHEG,2.5999
RIPXIX,2.2516
RIQQEN,3.594
RIXROH,2.8556
ROCCOB,3.8625
ROKBUO,4.0837
ROLQUE,3.0532
ROPBIH,1.4463
RUHMAI,2.2131
RUMHAI,2.3608
RUMNUK,2.5228
RUWSOU,3.2099
RUXYER,3.9398
SAHZIK,2.7101
SAKWOS,2.8207
SATGOK,3.1672
SAVHIG,1.7387
SAVHOM,2.2999
SAXSOZ,3.9551
SAYZAV,0.8896
SEBQAS,3.2479
SEDHOZ,2.4508
SEPHOL,3.5659
SEWBUR,3.953
SEZVAU,2.2472
SIBZAE,3.3593
SICFEQ,4.0901
SILCIZ,2.9899
SILWOA,1.8576
SIQNAK,2.6063
SIQZOH,2.4031
SIXMOC,2.9268
SIXZAA,2.2267
SIZMUL,0.2397
SOFGOK,3.0917
SOGFEC,3.2798
SOGPIO,3.7385
SUKWUQ,3.7097
TABNEP,3.8879
TACNAN,4.3565
TAHYOQ,3.1875
TALYIO,3.734
TANLEA,1.7815
TAWNEK,4.1389
TDTCCO,3.3409
TEANIN,4.1922
TEBKOC,1.9091
TEBRUP,2.5819
TEVYAX,2.6296
TIKYOC,0.3961
TIRDUU,3.5512
TIRKOU,3.4149
TITRAQ,2.0904
TIVNUJ,2.3368
TOBBAP,3.0278
TODDUL,3.8458
TOLTET,3.0204
TOLZOK,2.1523
TOLZUQ,2.3552
UCECEL,1.4635
UCISAA,3.5178
UCIWOS,2.0694
UDUMEL,2.2484
UGODAW,2.3169
UGOLOT,2.5493
UHIBAP,2.3157
UJUPOF,2.2851
UJUSOI,2.3282
ULANIF,3.7718
ULAYUC,4.2644
ULEVIQ,2.1411
ULOVEY,2.1511
UTASAM,1.4989
UTODAK,4.176
UWIPEW,2.4452
UWUYER,2.3431
UYIFUF02,2.4174
VABTOH,2.7848
VADBOR,4.1918
VADLUH,3.3591
VAQFAU,1.4503
VAVDOM,3.3447
VAYWEY,4.6977
VECTUU,2.6593
VEHDOC,2.4871
VEMYOB,2.8675
VENGUS,1.8345
VEWKIU,3.242
VEWQUK,1.796
VEXXIH,2.6103
VEYTAX,2.9969
VEYWOO,1.8107
VIHXAN,3.6566
VIVGIQ,2.3981
WAGHET,2.7451
WAJGUL,1.2751
WAVTOF,4.0819
WAVVEX,3.229
WAWSEU,4.2343
WEJKOL,2.9043
WELREL,2.0978
WERKIN,4.0285
WEXYIH,1.2875
WOBXER,1.9626
WOVMAY,2.7762
WOZHUQ,3.5457
WUFVOI,3.2838
WUNCAK,2.6244
WUTDAQ,2.9973
WUXVOA,1.9332
XADCOV,2.7222
XAGLAU,3.3475
XEGPEF,2.5758
XEZZUX,2.2544
XIBBAL,2.3653
XILTIV,3.7836
XIYPAY,2.9042
XOPSEB,4.3525
XOTGOC,2.3134
XUBJEK,2.9717
XUJXOP,3.1625
XUKHOC,2.7056
XUPJOI,3.4129
XUSCIY,2.4711
YABPEW,2.9791
YAGBIR,1.5927
YECSIK,2.364
YECSOQ,2.8243
YEKLUW,2.4297
YEQTOE,3.0901
YIKVUJ,3.3573
YIKVUM,2.6115
YIYDAM,2.8107
YIZNOL,3.6094
YOJKEN,2.2123
YORSEE,2.4693
YOSKAV,3.405
YOWZOB,2.3589
YOYVOY,1.3378
YOZRAG,2.3961
YURDIY,2.686
ZARXAU,4.0165
ZATWOI,2.8067
ZAZNOD,2.3764
ZEBCEQ,2.6141
ZEHMEG,2.5612
ZEQLUE,2.7315
ZILZUP,1.6504
ZIMPUG,1.989
ZIMQAN,2.0653
ZIXMOI,3.1696
ZOZGEA,2.8549
ZUJRAZ,1.8979
ZUMSEH,1.9681
ZUWYOI,3.3122
ZZZAOG01,2.4616
ZZZRXM01,3.2854
ZZZTMK03,3.2522
