refcode,gap
MEDCOO,2.4518
MEJZAF,2.4484
MENWUY,2.1956
MERECO,2.6966
MESROU,3.7982
MIMGIY,4.2975
MINWIR,1.2669
MIPYOA,3.3963
MOBKET,2.7912
MOCMAT,2.6179
MODREE,2.8647
MOHWUC,3.5255
MOPSUF,3.7452
MOTCMN,0.9323
MTACNI,2.8242
MUFXIU,2.5746
MUJZUM,2.1694
MUKJOS,1.739
MUQPOF,1.8145
NADLOU,3.2694
NAJKIS,3.8174
NAKWUS,3.9878
NASJEX,2.4389
NCACON,2.3462
NEBKIR,3.2432
NEJBIN,1.5118
NELGOA,2.3331
NEYWOD,1.6251
NEYWUJ,2.3667
NEZBIG,2.0481
NIFWAB,3.7205
NIHXEK,2.039
NIHYIP,1.9186
NOFJOI,2.3155
NOGWIQ,3.3393
NOJJAX,3.1335
NOPTES,2.4574
NOYJUG,2.2817
NURPUN,3.2728
NUZCUG,3.1378
OCUJOL,1.4573
OFANER,2.4675
OFINAT,3.2351
OFUROX,3.1463
OJUHAF,4.0682
OLUYEB,2.5086
OMIXAL,1.1489
ONAXIM,1.7232
ORESUC,3.0939
OSELOO,1.1506
OYIKOY,2.5215
OZIREV,2.5413
PARRUW,3.1661
PARSOR,2.8969
PASGIZ,2.251
PAYVAO,3.5375
PEKPAW,3.6407
PEMTAC,2.9509
PEQMEE,2.5252
PEVHAC,2.825
PUJSOC,2.6265
PUVLAV,1.5718
PUWMAX,2.1156
PUXVIO,2.5376
PYRMNC,2.9536
QAHWUT,2.2612
QARMIF,4.0254
QAWZIX,3.3923
QAYCEY,2.2423
QEKFET,2.8974
QETKOS,2.989
QETLAF,2.1047
QIDNAU,2.3701
QIGGOC,3.1664
QOBRIK,2.4988
QOGLAZ,3.3699
QOPWOK,2.6777
QOSTAT,2.7186
QOWJOE,3.4415
QOXZEK,2.0993
QOYFEQ,2.3855
QUKTAS,1.9852
RABJOX,3.9076
RAFLIV,1.7201
RAGLOD,3.0358
RARMIG,3.9778
RATDIZ,4.431
RAXXUM,2.7999
REXCUS,0.2151
RIHLAY,0.9769
RIQSAM,3.4979
RIRFAB,2.3614
RIXTIC,2.4661
RIZGUF,2.6605
RONREU,2.8952
RORXUR,2.7303
RUHGUW,3.3721
RUHRIV,3.2819
RUJSOE,2.8803
RUJSUK,2.6455
RULVEA,2.1674
RUWSOU,3.2099
SABDAB,0.8454
SAFTUP,2.2132
SAFVAX,2.2329
SAHHAN,2.4536
SAHZIK,2.7101
SAPJUO,2.1018
SASPAD,1.7281
SCYSCR,3.4177
SEBQAS,3.2479
SEMROU,1.5264
SEPPUZ,2.0113
SESGUT,3.603
SEWBUR,3.953
SEZVEY,4.0727
SICFAM,4.3871
SICFEQ,4.0901
SILCIZ,2.9899
SINDIC,4.2132
SIPHAA,3.0341
SIPLEI,3.6766
SOFGOK,3.0917
SOGFAY,2.6373
SOHKAC,0.9787
SOQLOZ,3.0409
SOTLET,1.3688
SOXJUK,3.207
SUBGOO,1.6566
SUBJIL,2.2099
TAGLES10,3.8715
TAGZUA,1.6018
TAHYOQ,3.1875
TAJXUX,3.6896
TAJXUZ,3.3392
TALMEZ,1.7941
TAMZAJ,4.5491
TAPGUM,2.9126
TAQZEQ,3.8319
TAVWAP,3.1307
TAWNEK,4.1389
TEBRUP,2.5819
TEQQAH,3.262
TETFON,2.785
TICJEX,2.6313
TIGBIV,2.3932
TITRAQ,2.0904
TIVNUJ,2.3368
TOWCEN,1.8665
TUDJEH,1.6258
TUTJOH,3.2377
TUTMUS,3.218
UBEXOQ,2.3758
UCISAA,3.5178
UCIVUZ,2.3042
UFAWOO,4.2216
UGEKAT,2.1591
UGOLOT,2.5493
ULANIF,3.7718
ULONEP,4.4295
UNEREL,3.8452
UNOFEJ,3.2203
UPIDIH,3.9884
UPIFUV,1.4934
UTODAK,4.176
UWIPEW,2.4452
UWIPOG,2.5942
UXOBEQ,3.0442
UZEXON,2.6633
VAGCAH,1.5414
VAMNAY,3.2357
VAPCAR,2.21
VAWNIQ,2.4454
VAYWEY,4.6977
VEKNAA,2.8217
VENGUS,1.8345
VENTAL,1.8308
VEWQUK,1.796
VEYTAW,3.4874
VEYTEB,3.006
VIBPOM,3.5932
VIBWUZ,2.5622
VIFWUD,1.7551
VIJVIT,2.7224
VOGGOO,3.7945
VOGYOG,2.579
VUCFAA,3.6543
VUJMAP,2.5436
WAFBUA,2.5628
WALJOL,4.1789
WAMYAL,1.8858
WEHWAI,2.3682
WEJKOL,2.9043
WELPIM,3.2507
WEPVOC,4.3363
WERKIN,4.0285
WISHUE,1.8867
WIVQOI,2.4217
WOKYOL,1.7698
WOPGIS,2.1954
WUFVIC,3.4625
WULSIF,2.6076
WUTDAQ,2.9973
XENBIE,5.0285
XEYZEH,3.1932
XEZWOQ,2.7482
XIBNUS,3.0801
XILJEH,2.1298
XOCJUV,3.3829
XOCNUY,3.1769
XOGXAS,2.666
XONCEJ,2.5466
XUBJEK,2.9717
YABLIW,3.8767
YAJLAW,2.2628
YAKFOG,2.5266
YANKUW,2.4543
YAPZIA,2.7064
YARTIW,4.1126
YASHUV,3.2191
YECRII,2.5627
YECSOQ,2.8243
YEJWAM,4.0377
YEQTOE,3.0901
YEQZID,2.5081
YIKVUJ,3.3573
YOJQEU,2.3735
YOWZOB,2.3589
YOYVOY,1.3378
YOYXES,3.7033
YOZZET,2.5305
YUBZUR,2.3473
YUJZAF,2.5227
YUMGOF,2.1845
ZAVTUN,1.8435
ZEGSOT01,4.0489
ZELDAX,1.9799
ZIMBEC,1.9197
ZIMPUG,1.989
ZIMQAN,2.0653
ZOBQIQ,2.7534
ZOTRAB,2.028
ZUJRAZ,1.8979
ZURVIR,3.3608
ZUYNEM,2.6235
ZZZAOG01,2.4616
