idx,rot_sign,SMILES,R=0,close,nmol
000025,1,CCO[C@H]1CN(c2nc(C(=O)O)c(C)o2)CC[C@H]1NC(=O)c1nc(Cl)c(CC)[nH]1,False,False,1
000026,1,CO[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)C1,False,False,1
000027,1,CO[C@@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)C1,False,False,1
000028,1,O=C(O)C[C@@H]1C[C@H](c2ccc(C(F)(F)F)cc2)N(Cc2cc(C(F)(F)F)ccc2C(F)(F)F)C1,False,False,1
000029,1,NC1=N[C@@]2(c3cc(NC(=O)c4cnc(C(F)F)cn4)ccc3F)C[C@@H](F)C[C@H]2CS1,False,False,1
000030,1,Cn1cc(Cl)c(C(=O)Nc2ccc(F)c([C@]34CCC[C@H]3CSC(N)=N4)c2)n1,False,False,1
000031,1,CC(C)(C)OC(=O)CN1CCc2nc(C(=O)N[C@@H]3CCC[C@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,False,False,1
000032,1,O=C(O)CN1CCc2nc(C(=O)N[C@@H]3CCC[C@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,False,False,1
000033,1,Cc1cc(C)n(-c2cccc([C@H](CC(=O)OC(C)(C)C)C(=O)O)c2)n1,False,False,1
000034,1,Cc1cc(C)n(-c2cccc(CC(=O)N3C(=O)OC[C@@H]3Cc3ccccc3)c2)n1,False,False,1
000035,1,Cc1cc(C)n(-c2cccc([C@H](CC(=O)OC(C)(C)C)C(=O)N3CC[C@@H](CCc4ccc5cccnc5n4)C3)c2)n1,False,False,1
000036,1,Cc1cc(C)n(-c2cccc([C@H](CC(=O)O)C(=O)N3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)n1,False,False,1
000037,1,O=C(OCc1cc(Cl)cc(Cl)c1)N1C[C@H]2CCN(C(=O)c3ccc4[nH]nnc4c3)C[C@@H]2C1,False,False,1
000038,1,O=C(/C=C/c1ccc(OC(F)(F)F)cc1)N1C[C@H]2CCN(C(=O)c3ccc4[nH]nnc4c3)C[C@@H]2C1,False,False,1
000039,1,COc1cc(C)c2[nH]ccc2c1CN1CC[C@@H](OC)C[C@@H]1c1ccc(C(=O)O)cc1,False,False,1
000040,1,COc1cc(C)c2[nH]ccc2c1CN1CCCC[C@H]1c1ccc(C(=O)O)cc1F,False,False,1
000041,1,COc1ccc(NC(=O)c2ccc(Cl)cn2)cc1[C@]12CCC[C@H]1CSC(N)=N2,False,False,1
000042,1,CCc1cc(O[C@H]2CCc3cccc(Br)c32)ccc1C1CCN(C(=O)C2CC2)CC1,False,False,1
000043,1,CCc1ccc(COC(=O)N2CC[C@H](CNc3nccn4cnnc34)C(F)(F)C2)cc1.CS(=O)(=O)O,False,False,2
000044,1,CO[C@@H]1C[C@H](C(=O)Nc2cc(C(CCC3CC3)(N[S@](=O)C(C)(C)C)c3ccncc3)ccc2F)N(S(=O)(=O)c2cccc3c(Cl)cccc23)C1,False,False,1
000045,1,CCS(=O)(=O)N1CCC(Nc2ncc3cc(C)c(=O)n([C@H]4CCC[C@]4(C)O)c3n2)CC1,False,False,1
000046,1,C[C@]1(O)CCC[C@@H]1n1c(=O)c(CC#N)cc2cnc(NC3CCN(S(C)(=O)=O)CC3)nc21,False,False,1
000047,1,CNS(=O)(=O)N1CCC(Nc2ncc3cc(F)c(=O)n([C@H]4CCC[C@]4(C)O)c3n2)CC1,False,False,1
000048,1,CNS(=O)(=O)N1CCC(Nc2ncc3cc(Cl)c(=O)n([C@H]4CCC[C@]4(C)O)c3n2)CC1,False,False,1
000049,1,CNS(=O)(=O)N1CCC(Nc2ncc3cc(C(F)F)c(=O)n([C@H]4CCC[C@]4(C)O)c3n2)CC1,False,False,1
000050,1,CS(=O)(=O)N1CC[C@@H](Nc2ncc3cc(Cl)c(=O)n(C4CCCC4)c3n2)[C@H](F)C1,False,False,1
000051,1,CS(=O)(=O)N1CC[C@@H](Nc2ncc3cc(CCO)c(=O)n(C4CCCC4)c3n2)[C@H](F)C1,False,False,1
000052,1,CS(=O)(=O)N1CC[C@@H](Nc2ncc3cc(CC(N)=O)c(=O)n(C4CCCC4)c3n2)[C@H](F)C1,False,False,1
000053,1,Cc1cc2cnc(NC3CCN(S(C)(=O)=O)CC3)nc2n([C@H]2CC[C@H](O)C2)c1=O,False,False,1
000054,1,CS(=O)(=O)N1CCC(Nc2ncc3cc(CC(F)F)c(=O)n([C@H]4CC[C@H](O)C4)c3n2)CC1,False,False,1
000055,1,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@H]3c2ccc(O)c(OC)c2)ccc1O,False,False,1
000056,1,Cn1cc(-n2nc(-c3ccc(C(F)(F)F)cc3)cc(C(=O)N[C@@H]3COC[C@@H]3O)c2=O)cn1,False,False,1
000057,1,O=C1CO[C@H]2CCN(C(=O)N3CCC(C#Cc4ncccc4Cl)CC3)C[C@H]2N1,False,False,1
000058,1,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NC(C)(C)C)c1nnc(C)n1-2,False,False,1
000059,1,COc1cc(F)c([C@H]2CNC(=O)[C@@H]2NC(=O)Nc2ccc(F)cc2)c(F)c1,False,False,1
000060,1,C[C@@H]1[C@H](n2c(=O)ccc3cnc(NC4CCN(S(C)(=O)=O)CC4)nc32)CC[C@@H]1O,False,False,1
000061,1,C[C@@]1(O)CCC[C@H]1n1c(=O)ccc2cnc(NC3CCN(S(=O)(=O)c4nncs4)CC3)nc21,False,False,1
000062,1,Cc1cc2cnc(NC3CCN(S(=O)(=O)C4CCS(=O)(=O)C4)CC3)nc2n([C@@H]2CCC[C@@]2(C)O)c1=O,False,False,1
000063,1,CS(=O)(=O)N1CCC(Nc2ncc3cc(C(F)F)c(=O)n([C@@H]4CC[C@@H](O)C4)c3n2)CC1,False,False,1
000064,1,C[C@@]1(O)CCC[C@H]1n1c(=O)ccc2cnc(NC3CCN(S(N)(=O)=O)CC3)nc21,False,False,1
000065,1,C[C@@]1(O)CCC[C@H]1n1c(=O)c(F)cc2cnc(NC3CCN(S(C)(=O)=O)CC3)nc21,False,False,1
000066,1,CCOC(=O)c1cccc([C@@H]2CCN(C(=O)OC(C)(C)C)C(=O)[C@H]2C)c1,False,False,1
000067,1,C[C@@H]1CN(C(=O)OC(C)(C)C)C[C@@H]1F,False,False,1
000068,1,CCOC(=O)[C@]1(c2ccc(OC)cc2)CCCC[C@@H]1O,False,False,1
000069,1,CC(C)c1nc(C(=O)N2CCOC3(CCN(Cc4ccc(F)c(CCNC[C@@H](O)c5ccc(O)c6[nH]c(=O)sc56)c4)CC3)C2)cs1.CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2,False,False,2
000070,1,O=C(Nc1ccc2c(cnn2-c2ccc(NC(=O)[C@@H]3C[C@H]3c3ccccc3)cc2)c1)c1ccc(N2CCC(O)CC2)cc1,False,False,1
000071,1,Brc1ccc([C@@]23CNC[C@@H]2C3)cc1.CC(=O)c1ccccc1[C@H](O)C(=O)O,False,False,2
000072,1,C[C@]12CC[C@@H](O)CC1CCC2=O,False,False,1
000073,1,CC(C)(C)OC(=O)N[C@H]1CCCC[C@H]1NCc1ccccc1,False,False,1
000074,1,CCO[C@H]1CN(c2nc(C(=O)NC(C)C)c(C(=O)O)s2)CC[C@H]1NC(=O)c1nc(Cl)c(CC)[nH]1,False,False,1
000075,1,CN(Cc1ccccc1)[C@@H]1CCCC[C@@H]1NC(=O)OC(C)(C)C,False,False,1
000076,1,CN1CCc2nc(C(=O)N[C@@H]3CCCC[C@@H]3NC(=O)c3cc4cc(C#C[Si](C)(C)C)ccc4[nH]3)sc2C1,False,False,1
000077,1,CO/N=C1\CC[C@@H](NC(=O)OC(C)(C)C)[C@@H](NC(=O)OC(C)(C)C)C1,False,False,1
000078,1,CC(C)N1CCC(C(=O)N[C@H]2CCCC[C@H]2NC(=O)c2cc3cc(Cl)ccc3[nH]2)CC1.Cl,False,False,2
000079,1,COC(=O)[C@H](C)N(C=O)c1ccc(Cl)cc1,False,False,1
000080,1,CN1CCC(CCC(=O)N[C@H]2CCCC[C@H]2NC(=O)c2cc3cc(Cl)ccc3[nH]2)CC1.Cl,False,False,2
000081,1,CN(C)Cc1cnc(C(=O)N[C@H]2CCCC[C@H]2NC(=O)c2cc3cc(Cl)ccc3[nH]2)s1.Cl,False,False,2
000082,1,O=C(C#Cc1ccccc1)N[C@H]1CCCC[C@H]1NC(=O)c1cc2cc(Cl)ccc2[nH]1,False,False,1
000083,1,CN1CCc2nc(C(=O)N[C@H]3CCCC[C@H]3NC(=O)c3ccc4cc(Cl)ccc4c3)sc2C1.Cl,False,False,2
000084,1,Cl.O=C(/C=C/c1ccncc1)N[C@H]1CCCC[C@H]1NC(=O)c1cc2cc(Cl)ccc2[nH]1,False,False,2
000085,1,CN1CCc2nc(C(=O)N[C@H]3CCCC[C@H]3NS(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1.Cl,False,False,2
000086,1,COC(=O)CN1CCc2nc(C(=O)N[C@H]3CCCC[C@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,False,False,1
000087,1,CCCCN1CCc2nc(C(=O)N[C@H]3CCCC[C@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1.Cl,False,False,2
000088,1,Cl.O=C(N[C@@H]1CCCC[C@@H]1NC(=O)c1nc(CN2CCOCC2)cs1)c1cc2cc(Cl)ccc2[nH]1,False,False,2
000089,1,O=C(N[C@H]1CCCC[C@H]1[NH+]([O-])C(=O)c1ccc(-c2ccncc2)cc1)c1cc2cc(Cl)ccc2[nH]1,False,False,1
000090,1,Cl.O=C(N[C@H]1CCCC[C@H]1NC(=O)c1cc2cc(Cl)ccc2[nH]1)c1ccncc1,False,False,2
000091,1,CN1CCc2nc(C(=O)N[C@H]3CCCC[C@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1.Cl,False,False,2
000092,1,Cl.O=C(N[C@@H]1CCCC[C@@H]1NC(=O)c1nc2c(s1)CN(C1CCOCC1)CC2)c1cc2cc(Cl)ccc2[nH]1,False,False,2
000093,1,CC(=O)OC[C@@H]1[C@@H](c2c(OC(C)=O)cc(O)c3c(=O)cc(-c4ccc([N+](=O)[O-])cc4)oc23)CCN1C,False,False,1
000094,1,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(N)cc4Cl)oc23)[C@H]1CO,False,False,1
000095,1,Cc1ccc(-n2ccnc2)cc1[C@@H](O)c1c(C)cc(C(=O)[O-])cc1C.[Na+],False,False,2
000096,1,CC(C)[C@H](NC(=O)OCc1ccccc1)P(=O)(O)O,False,False,1
000097,1,COC(=O)c1ccc([C@@H](N)c2ccc(Cl)cc2)cc1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,False,False,2
000098,1,CC12C[C@H](N)[C@@H]1CN(c1nc3c(cc1F)c(=O)c(C(=O)O)cn3C1CC1)C2,False,False,1
000099,1,O=C(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)CS1)c1ccccc1,False,False,1
000100,1,O=C(NC(=S)N[C@@]1(c2ccccc2F)CCOC[C@@H]1CO)c1ccccc1,False,False,1
000101,1,NC1=N[C@@]2(c3ccccc3F)CCCCC[C@H]2CS1,False,False,1
000102,1,NC1=N[C@@]2(c3ccccc3F)CC[C@H](OCc3ccccc3)C[C@H]2CS1,False,False,1
000103,1,CC(C)=CCN1Cc2cccc3ncn(c23)C[C@@H]1C,False,False,1
000104,1,C[C@]1(c2c(F)ccc(F)c2F)COC(N)=N1,False,False,1
000105,1,[N-]=[N+]=N[C@H]1CCCC[C@H]1N1CCC(Cc2ccc(Cl)cc2)CC1,False,False,1
000106,1,I[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2I,False,False,1
000107,1,COc1ccc2cc1Oc1ccc(cc1)CC1=NCCc3cc(OC)c(OC)c(c31)Oc1cc3c(cc1OC)CCN(C)[C@@H]3C2,False,False,1
000108,1,CC1(C)[C@@]2(C)CC[C@]1(Br)C(=O)OC2=O,False,False,1
000109,1,Cn1cncc1C[C@H]1COC(=O)C1,False,False,1
000110,1,O=C1C[C@@H](C(=O)O)[C@@H](C(=O)O)O1,False,False,1
000111,1,Oc1ccc2c(c1)OC[C@@]1(O)Cc3cc(O)c(O)cc3[C@@H]21,False,False,1
000112,1,COc1cc([C@@H]2c3cc4c(cc3C[C@@H]3COC(=O)[C@H]32)OCO4)cc(OC)c1OC,False,False,1
000113,1,O=C1C[C@@H]2CCCN3CCc4c(n1c1ccccc41)[C@@H]23,False,False,1
000114,1,COc1c(O)ccc2c1-c1c3c(cc4c1[C@H](C2)NCC4)OCO3,False,False,1
000115,1,CCC[C@]1(c2cccc(O)c2)CCN(C)C[C@@H]1C,False,False,1
000116,1,C[C@H]1CCC[C@H](C)N1,False,False,1
000117,1,CCCC[C@H](C)OC,False,False,1
000118,1,CCC[C@H](N)CC(=O)O,False,False,1
000119,1,CO[C@H](CC(=O)O)C(=O)O,False,False,1
000120,1,COC(=O)CC[C@@H](C)CC(=O)OC,False,False,1
000121,1,C[C@@H](SS[C@H](C)C(=O)O)C(=O)O,False,False,1
000122,1,CC1=C2CCC(=O)[C@@]2(C)CCC1=O,False,False,1
000123,1,C=C1CC[C@@H]2[C@H]([C@@H]3[C@@H](C)CC[C@@H]13)C2(C)C,False,False,1
000124,1,C[C@@H]1CC(=O)C=C2CC[C@@H](C(C)(C)Cl)C[C@]21C,False,False,1
000125,1,CC1=C2CC[C@H](C)[C@H]2[C@H]2[C@@H](CC1)C2(C)C,False,False,1
000126,1,CC(C)(C)O[C@H]1CCCC2=CC(=O)CC[C@@]21C,False,False,1
000127,1,Cc1ccc2c(c1)C(C)(C)CCC[C@@H]2C,False,False,1
000128,1,C[C@H]1C[C@@H](O)[C@@H]2C[C@H]1C2(C)C,False,False,1
000129,1,CC(C)[C@H]1CC=C(C=O)CC1,False,False,1
000130,1,CC(=O)O[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@H]1CCC(=O)C=C1C[C@H]3C,False,False,1
000131,1,COC(=O)[C@H]1C=C[C@@H](NC(C)=O)C1,False,False,1
000132,1,COC(=O)C1C[C@@H](C)CC1=O,False,False,1
000133,1,[2H][C@@H](C)c1ccccc1,False,False,1
000134,1,C[C@]12CC[C@H](CC1=O)[C@]2(C)CBr,False,False,1
000135,1,C[C@]12CC[C@H]([C@H](Br)C1=O)[C@@]2(C)CBr,False,False,1
000136,1,OCCCCCCCCCCC[C@H]1C=CCC1,False,False,1
000137,1,CC[C@H](C)c1cccnc1,False,False,1
000138,1,CC1(C)[C@@H]2CCC1(CS(=O)(=O)Cl)C(=O)C2,False,False,1
000139,1,Cc1ccc([S@](=O)/C=C\c2ccccc2)cc1,False,False,1
000140,1,O=C1C=C[C@@H]2O[C@@H](c3ccccc3)[C@H](O)[C@@H]2O1,False,False,1
000141,1,C[C@@]1(O)CCc2ccccc2C1=O,False,False,1
000142,1,C#C/C=C/C[C@@H](OC(C)=O)[C@H]1C/C=C\C[C@H](Br)[C@@H](CC)O1,False,False,1
000143,1,C[C@H]1[N-]C(=O)O[C@H]1c1ccccc1.[Li+],False,False,2
000144,1,C[C@H](O)CCCCC/C=C/C(=O)O,False,False,1
000145,1,CCCCCC[C@H](C)S,False,False,1
000146,1,C[C@H]1C[C@@H](O)CCN1,False,False,1
000147,1,C[C@H](O)COCCOCCOC[C@H](C)O,False,False,1
000148,1,Cc1ccc([S@](=O)C2=CCCC2=O)cc1,False,False,1
000149,1,COC(=O)C[C@@H](NC(=O)OC(C)(C)C)C(=O)OC,False,False,1
000150,1,CCCCCCCCCCCC[C@@H](O)[C@@H]1CCC(=O)O1,False,False,1
000151,1,CC(=O)O[C@@H](C#N)c1cccc2ccccc12,False,False,1
000152,1,C[C@@H](CCBr)OC1CCCCO1,False,False,1
000153,1,C/C=C/C(=O)[C@H]1C(C)=CCCC1(C)C,False,False,1
000154,1,CCCCC#C[C@H](O)c1ccccc1,False,False,1
000155,1,COC(=O)[C@@H](C)Oc1ccccc1,False,False,1
000156,1,CN[C@@H](c1cccc(C(F)(F)F)c1)[C@@H](NC)c1cccc(C(F)(F)F)c1,False,False,1
000157,1,CC1=C[C@@H]2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@@]23CC[C@@H]1C3,False,False,1
000158,1,CCOC(=O)C[C@@H](SP(=S)(OC)OC)C(=O)OCC,False,False,1
000159,1,N[C@H](COCCOCCOC[C@@H](N)c1ccccc1)c1ccccc1,False,False,1
000160,1,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)O,False,False,1
000161,1,C[C@@H](Nc1ccc2ccccc2c1)C(=O)O,False,False,1
000162,1,COC(=O)[C@@H](OS(C)(=O)=O)c1ccccc1,False,False,1
000163,1,CCCC[C@@H](NC(=O)OCc1ccccc1)C(=O)O,False,False,1
000164,1,C[C@@H]1COc2c(F)c(F)cc3c(=O)c(C(=O)O)cn1c23,False,False,1
000165,1,COc1cc([C@H]2OC[C@@H]3[C@@H](c4ccc(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c(OC)c4)OC[C@]23O)ccc1O,False,False,1
000166,1,CC1(C)[C@H]2Cc3nc(-c4ccccn4)ccc3[C@@H]1C2,False,False,1
000167,1,CCOC(C)O[C@@H](C(=O)O)[C@@H](NC(=O)OC(C)(C)C)c1ccccc1,False,False,1
000168,1,O=C(OCc1ccccc1)[C@@H](Cc1ccccc1)OS(=O)(=O)C(F)(F)F,False,False,1
000169,1,O=C1C[C@@H]2O[C@@H](c3ccccc3)[C@@H](O)[C@H](O1)[C@H]2O,False,False,1
000170,1,C[C@H]1CCCNC1.O=C(O)[C@@H](O)c1ccccc1,False,False,2
000171,1,OC[C@@H](O)[C@@H]1OC(O)[C@@H](O)[C@H]1O,False,False,1
000172,1,N[C@H](C(=O)O)c1cccc(Cl)c1,False,False,1
000173,1,Cl.O.O=C1CCC[C@@H]2[C@H]3C[C@@H](CN12)[C@@H]1CCCCN1C3,False,False,3
000174,1,S=C1N[C@H](c2ccccc2)[C@@H](c2ccccc2)N1,False,False,1
000175,1,C[C@@H](N)CC(N)=O,False,False,1
000176,1,CCCC(=O)CC[C@@H]1[C@@H](C)CCCC1(C)C,False,False,1
000177,1,Cl.N[C@@H](CCc1ccccc1)C(=O)O,False,False,2
000178,1,O=C1C[C@@H](C(=O)O)Oc2ccc(F)cc21,False,False,1
000179,1,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(OCc1ccccc1)N(C(C)C)C(C)C)OC(=O)CCCCCCCCCCCCCCC,True,False,1
000180,1,N[C@@H](Cc1c(O)noc1-c1ccccc1)C(=O)O,False,False,1
000181,1,O=C1C=CC[C@H]([C@@H]2O[C@H]2c2ccccc2)O1,False,False,1
000182,1,C=C/C(C)=C/[C@]1(C)SC(=O)C(C)=C1O,False,False,1
000183,1,C=C(C)[C@H]1CC[C@@](C)(O)[C@H](N(C)C)C1,False,False,1
000184,1,C#CCN(C)[C@@H](C)Cc1ccccc1.Cl,False,False,2
000185,1,C[C@H]1CCOc2ccc(Cl)cc21,False,False,1
000186,1,O[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,False,False,1
000187,1,C[S@](=O)C1CCCCC1,False,False,1
000188,1,CCCCCCCCC[C@H]1C[C@@H](O)C[C@@H](C)N1,False,False,1
000189,1,CC1=C[C@H]2OC(=O)[C@H](C)[C@H]2CC1,False,False,1
000190,1,O=C1CC=C[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,False,False,1
000191,1,O=C1CCC[C@@H](C[N+](=O)[O-])C1,False,False,1
000192,1,C=C(CO)[C@@H](C)CCC=C(C)C,False,False,1
000193,1,CC1=C2CC[C@H](O[Si](C)(C)C(C)(C)C)[C@@]2(C)CCC1=O,False,False,1
000194,1,CCc1cc(Cl)c(OC)c(C(=O)NC[C@H]2CCCN2CC)c1O,False,False,1
000195,1,C#C[C@](C)(N)C(=O)O.Cl,False,False,2
000196,1,Oc1ccc([C@H]2c3c(O)cc(O)cc3[C@@H]3c4c(cc(O)cc4[C@H]2O)O[C@H]3c2ccc(O)cc2)cc1,False,False,1
000197,1,N#C[C@H](O)c1cccc(Cl)c1,False,False,1
000198,1,CN1C(=N[C@@H](CO)Cc2ccccc2)N(C)[C@@H](c2ccccc2)[C@@H]1c1ccccc1,False,False,1
000199,1,C=C[C@H](CCCC)c1ccccc1,False,False,1
000200,1,COC(=O)[C@H](Oc1ccccc1)C(C)C,False,False,1
000201,1,CCOC(=O)[C@@H](C)Oc1ccc(Cl)cc1C,False,False,1
000202,1,C=C[C@@H]1CSC(C[C@@H](C)[C@@H](C)C[C@H](C)CCN(C)C(=O)[C@H](C)CC)=N1,False,False,1
000203,1,CCCN[C@@H](CCC)Cc1cc2ccccc2o1.Cl,False,False,2
000204,1,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2.N[C@@H]1Cc2ccc(Br)cc2C1,False,False,2
000205,1,CC1(C)[C@H]2CC[C@](C)(O)[C@]1(O)C2,False,False,1
000206,1,O[C@H](c1ccc(Br)cc1)[C@H](O)c1ccc(Br)cc1,False,False,1
000207,1,COC(=O)CNC(=O)CCC/C=C\NC(=O)/C=C(C)/C=C/[C@H](C)[C@H](OC)[C@H](C)[C@H](/C=C/c1ccccc1)OC,False,False,1
000208,1,C[C@H](N=C=O)C1CCCCC1,False,False,1
000209,1,CCOC(=O)[C@@H](N)CCC1CCCCC1,False,False,1
000210,1,COc1cc(C[C@H]2CO[C@H](c3cc(OC)c(O)c(OC)c3)[C@H]2CO)ccc1O,False,False,1
000211,1,C=CCOC[C@@H](O)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,False,False,1
000212,1,CCOC(=O)[C@@]1(F)[C@@H]2CC=C(C(=O)OCc3ccccc3)[C@@H]21,False,False,1
000213,1,CCOC(=O)[C@@]1(F)[C@@H]2C[C@H]3OS(=O)(=O)O[C@@]3(C(=O)OCc3ccccc3)[C@@H]21,False,False,1
000214,1,O=S1(=O)CC[C@@H](COCc2ccccc2)N1,False,False,1
000215,1,O=C1NC[C@@H](C(F)(F)F)N1,False,False,1
000216,1,CN1CCCC[C@@H]1Cn1cc(C(=O)c2cc([N+](=O)[O-])ccc2I)c2ccccc21,False,False,1
000217,1,CN(CC(=O)c1ccccc1)C(=O)[C@H]1O[C@@H]1c1ccccc1,False,False,1
000218,1,CC[Si](CC)(CC)O[C@H]1C(=O)N(C(=O)c2ccc(C(C)(C)C)cc2)[C@H]1c1ccccc1,False,False,1
000219,1,C[C@H](CN(C)C)[C@@](C)(O)c1cccc(O)c1.Cl,False,False,2
000220,1,C[C@H]1SC(N)=N[C@@H]1Cc1ccccc1,False,False,1
000221,1,Cl.NC1=N[C@H](Cc2cccc([N+](=O)[O-])c2)CS1,False,False,2
000222,1,NC1=N[C@H](Cc2cccnc2)CS1,False,False,1
000223,1,NC1=N[C@H](Cc2cccc([N+](=O)[O-])c2)CS1,False,False,1
000224,1,C[C@@H]1SC(N)=N[C@@H]1Cc1ccccc1,False,False,1
000225,1,CC(C)(C)c1cc(C(C)(C)C)c2c(c1)[C@@](O)(C(F)(F)F)C(=O)O2,False,False,1
000226,1,CN[C@@H]1CCc2[nH]c3ccc(C#N)cc3c2C1,False,False,1
000227,1,CCCN(CCC)[C@H]1Cc2c[nH]c3ccc(C(C)=O)c(c23)C1,False,False,1
000228,1,COc1ccc2c(c1)OC[C@H](c1ccc(C(F)(F)F)cc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,False,False,1
000229,1,C=CCN1C[C@H](C)N([C@H](c2ccc(C(N)=O)cc2)c2cccc(O)c2)C[C@H]1C,False,False,1
000230,1,COc1ccc(CCN2CCC[C@@H]2CN2c3ccccc3COc3ccccc32)cc1,False,False,1
000231,1,NC1=N[C@H](Cc2ccncc2)CS1,False,False,1
000232,1,NC1=N[C@H](Cc2ccccc2)CS1,False,False,1
000233,1,NCCCC[C@@H]1CSC(N)=N1,False,False,1
000234,1,NC1=N[C@H](Cc2cccc(C(=O)O)c2)CS1,False,False,1
000235,1,C=C[C@](O)(CN(CCO)Cc1ccccc1)c1ccc(F)c(F)c1,False,False,1
000236,1,O=C(O)[C@H](CS)NC(c1ccccc1)(c1ccccc1)c1ccccc1,False,False,1
000237,1,O=c1cc(C(F)(F)F)c2cc(N3CCC[C@@H]3[C@@H](O)C(F)(F)F)ccc2[nH]1,False,False,1
000238,1,CNCC[C@H](Oc1cccc2ccccc12)c1ccsc1,False,False,1
000239,1,Cc1ccc([C@@H](C(=O)OC(C)(C)C)C2CCCC2)cc1,False,False,1
000240,1,C=C[C@H]1C[N@+]2(Cc3ccccc3)CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12.[Br-],False,False,2
