SMILES	Structure: Image	Substance Identification: Reaxys Registry Number	Links to Reaxys	Data Count	CAS Registry Number	Chemical Name	Linear Structure Formula	Molecular Formula	Molecular Weight	Type of Substance	Type and Modification	InChI Key	Composition: Comp. Name	Composition: Comp. Conc.	Composition: Comp. Attrib.	Field Availability	Number of Reactions	Number of References	LogP	H Bond Donors	H Bond Acceptors	Rotatable Bonds	TPSA	Lipinski Number	Veber Number	Optical Rotatory Power: Type (Optical Rotatory Power)	Concentration (Optical Rotatory Power)	Enantiomeric excess [%ee]	Length of Path [cm]	Solvent (Optical Rotatory Power)	Optical Rotatory Power [deg]	Wavelength (Optical Rotatory Power) [nm]	Temperature (Optical Rotatory Power) [C]	Location	Comment (Optical Rotatory Power)	References	Links to Reaxys	
O[C@H](C1=CC=CC=C1)C1=CC=CC(Cl)=C1		9257879	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D9257879&database=RX&origin=ReaxysOutput&ln=	(309 of 3437)		(R)-(3-chlorophenyl)(phenyl)methanol	C13H11ClO	C13H11ClO	218.683	isocyclic		DDCJHFYXAPQYLA-CYBMUJFWSA-N				Identification(20); Physical Data(8); Spectra(23)	19	31	3.408	1	1	2	20.23	4	2	[alpha]	1.09 g/100ml	90		dichloromethane	-29.36	589	25			Article; Chang, Shih-Ju; Zhou, Shuangliu; Gau, Han-Mou; RSC Advances; vol. 5; 13; (2015); p. 9368 - 9373;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D64672421&database=RX&origin=ReaxysOutput&ln=	
O[C@H](C#CC1=CC=CC=C1)C1=CC=C(F)C=C1		9328192	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D9328192&database=RX&origin=ReaxysOutput&ln=	(310 of 3437)		(1S)-1-(4-fluorophenyl)-3-phenylprop-2-yn-1-ol; (S)-1-(4-fluorophenyl)-3-phenylprop-2-yn-1-ol; 1-(4-fluorophenyl)-3-phenylprop-2-yn-1-ol	C15H11OF	C15H11FO	226.25	isocyclic		YCJGYRMVZUESEW-OAHLLOKOSA-N				Identification(21); Physical Data(5); Spectra(20)	7	31	3.607	1	1	1	20.23	4	2	[alpha]	0.5 g/100ml	56		dichloromethane	-3.4	589	25			Article; Gou, Shaohua; Ye, Zhongbin; Huang, Zhiyu; Maa, Xiping; Applied Organometallic Chemistry; vol. 24; 5; (2010); p. 374 - 379;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8882171&database=RX&origin=ReaxysOutput&ln=	
CC1=CC(=CC=C1)[C@H](O)C1=CC=CC=C1		9902479	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D9902479&database=RX&origin=ReaxysOutput&ln=	(311 of 3437)		(R)-phenyl(m-tolyl)methanol	C14H14O	C14H14O	198.265	isocyclic		OIBXYJGRPCDUBE-CQSZACIVSA-N				Identification(22); Physical Data(7); Spectra(19)	20	31	3.223	1	1	2	20.23	4	2	[alpha]	1.14 g/100ml	90		dichloromethane	2.63	589	25			Article; Chang, Shih-Ju; Zhou, Shuangliu; Gau, Han-Mou; RSC Advances; vol. 5; 13; (2015); p. 9368 - 9373;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D64672421&database=RX&origin=ReaxysOutput&ln=	
C[C@](O)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1		10430490	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D10430490&database=RX&origin=ReaxysOutput&ln=	(312 of 3437)		(S)-1-(4-chlorophenyl)-1-phenylethanol	C14H13OCl	C14H13ClO	232.71	isocyclic		MHJLXHJZQCHSIT-AWEZNQCLSA-N				Identification(30); Physical Data(14); Spectra(24)	22	31	3.922	1	1	2	20.23	4	2	[alpha]	1.15 g/100ml			dichloromethane	-10.15	589	25			Article; Shu, Chao-Chi; Zhou, Shuangliu; Gau, Han-Mou; RSC Advances; vol. 5; 119; (2015); p. 98391 - 98398;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D67631268&database=RX&origin=ReaxysOutput&ln=	
[CH]12=[CH]3[Fe++]11456789[C@@H-]2[CH]1=[C]34[C@@](C)(O)[H].[CH]51=[CH]6[C@H-]7[CH]8=[CH]91		14567118	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D14567118&database=RX&origin=ReaxysOutput&ln=	(313 of 3437)		(R)-1-ferrocenylethanol; (R)-1- hydroxyethylferrocene; 1-ferrocenylethanol	C5H5FeC5H4CH(OH)CH3	C12H14FeO	230.09	Coordination compound		YDZCBKCOBVVHFT-QYCVXMPOSA-N				Identification(22); Physical Data(25); Spectra(17)	32	31		0	1	1	0	3	2	[alpha]	0.43 g/100ml	99.8		dichloromethane	-20.3	589	25			Article; Lu, Bin; Wang, Qun; Zhao, Mengmeng; Xie, Xiaomin; Zhang, Zhaoguo; Journal of Organic Chemistry; vol. 80; 19; (2015); p. 9563 - 9569;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D67229173&database=RX&origin=ReaxysOutput&ln=	
COC1=CC=C(C=N[S@@](=O)C(C)(C)C)C=C1		18911902	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D18911902&database=RX&origin=ReaxysOutput&ln=	(314 of 3437)		(S)-N-(4-methoxybenzylidene)-2-methylpropane-2-sulfinamide	C12H17NO2S	C12H17NO2S	239.338			XSQGGBNJYQMUOA-INIZCTEOSA-N				Identification(22); Physical Data(9); Spectra(12)	64	31	1.843	0	2	4	57.87	4	2	[alpha]	1 g/100ml	99		dichloromethane	45.4	589	25	supporting information		Article; Sanaboina, Chakrapani; Jana, Samaresh; Eppakayala, Laxminarayana; Synlett; vol. 25; 7; (2014); p. 1006 - 1008;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D63357860&database=RX&origin=ReaxysOutput&ln=	
[H][C@@](N)(C#N)C(C)C		2408992	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2408992&database=RX&origin=ReaxysOutput&ln=	(315 of 3437)	105452-73-1	2-amino-3-methylbutanenitrile; (S)-2-amino-3-methylbutanenitrile; L-valine nitrile; L-valinonitrile; L-Valinnitril, L-α-Amino-β-methyl-butyronitril; valinonitrile	C5H10N2	C5H10N2	98.1478	acyclic		ZMMPZEFSSVTIIW-RXMQYKEDSA-N				Identification(42); Physical Data(4); Spectra(13)	14	30	0.108	1	2	1	49.81	4	2	[alpha]	0.83 g/100ml			dichloromethane	-8.3	589	25	supporting information		Article; Steer, Andrew M.; Bia, Nicolas; Smith, David K.; Clarke, Paul A.; Chemical Communications; vol. 53; 75; (2017); p. 10362 - 10365;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D72105603&database=RX&origin=ReaxysOutput&ln=	
[H][C@@](C)(CCCCCC)OC(=O)C1=CC=CC=C1		2693607	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2693607&database=RX&origin=ReaxysOutput&ln=	(316 of 3437)		(R)-octan-2-yl benzoate; (R)-(-)-1-methylheptyl benzoate; 2-Octyl-benzoat	C15H22O2	C15H22O2	234.338	isocyclic		WARXKCSTKHDFFE-CYBMUJFWSA-N				Identification(24); Physical Data(20); Spectra(14)	23	30	5.475	0	2	8	26.3	3	2	[alpha]	0.2 g/100ml			dichloromethane	-33.1	589	25			Article; Azzena, Ugo; Carraro, Massimo; Meloni, Claudia; Murgia, Irene; Pisano, Luisa; Pittalis, Mario; Luisi, Renzo; Musio, Biagia; Degennaro, Leonardo; Tetrahedron Asymmetry; vol. 25; 23; (2014); p. 1550 - 1554;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D64353734&database=RX&origin=ReaxysOutput&ln=	
NC[C@@H]1CCCN1CC1=CC=CC=C1		4800623	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D4800623&database=RX&origin=ReaxysOutput&ln=	(317 of 3437)	96948-23-1	(S)-(1-benzylpyrrolidin-2-yl)methanamine	C4H7N(CH2C6H5)CH2NH2	C12H18N2	190.288	heterocyclic		OEYAFMGVIFWPQI-LBPRGKRZSA-N				Identification(26); Physical Data(5); Spectra(9)	107	30	1.54	1	2	3	29.26	4	2	[alpha]	1 g/100ml			dichloromethane	-54	589	25			Article; Mloston, Grzegorz; Wroblewska, Aneta; Obijalska, Emilia; Heimgartner, Heinz; Tetrahedron Asymmetry; vol. 24; 15-16; (2013); p. 958 - 965;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D57613984&database=RX&origin=ReaxysOutput&ln=	
CCCCCCC[C@H](O)CC=C		6174521	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D6174521&database=RX&origin=ReaxysOutput&ln=	(318 of 3437)	263249-76-9	(S)-undec-1-en-4-ol	C11H22O	C11H22O	170.295	acyclic		NCDKMTFVFSSJEX-LLVKDONJSA-N				Identification(18); Physical Data(13); Spectra(14)	52	30	4.148	1	1	8	20.23	4	2	[alpha]	1 g/100ml	96		dichloromethane	-7.6	589	25			Article; Goetz, Katharina; Liermann, Johannes C.; Thines, Eckhard; Anke, Heidrun; Opatz, Till; Organic and Biomolecular Chemistry; vol. 8; 9; (2010); p. 2123 - 2130;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8880545&database=RX&origin=ReaxysOutput&ln=	
CC(C)(C)[Si](C)(C)OC[C@H](N)C=C		7578901	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D7578901&database=RX&origin=ReaxysOutput&ln=	(319 of 3437)	184846-91-1	(R)-1-((tert-butyldimethylsilyl)oxy)but-3-en-2-amine	C10H23NOSi	C10H23NOSi	201.384	acyclic		SOKFJPGUYADDIL-SECBINFHSA-N				Identification(34); Physical Data(5); Spectra(15)	17	30	2.628	1	2	5	35.25	4	2	[alpha]	1.09 g/100ml			dichloromethane	22.8	589	25			Article; Heathcote, Dean A.; Patel, Hetal; Kroll, Sebastian H. B.; Hazel, Pascale; Periyasamy, Manikandan; Alikian, Mary; Kanneganti, Seshu K.; Jogalekar, Ashutosh S.; Scheiper, Bodo; Barbazanges, Marion; Blum, Andreas; Brackow, Jan; Siwicka, Alekasandra; Pace, Robert D. M.; Fuchter, Matthew J.; Snyder, James P.; Liotta, Dennis C.; Freemont, Paul. S.; Aboagye, Eric O.; Coombes, R. Charles; Barrett, Anthony G. M.; Ali, Simak; Journal of Medicinal Chemistry; vol. 53; 24; (2010); p. 8508 - 8522;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8984077&database=RX&origin=ReaxysOutput&ln=	
CC(C)(C)[Si](C)(C)OC[C@H](N)C=C		7578901	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D7578901&database=RX&origin=ReaxysOutput&ln=	(319 of 3437)	184846-91-1	(R)-1-((tert-butyldimethylsilyl)oxy)but-3-en-2-amine	C10H23NOSi	C10H23NOSi	201.384	acyclic		SOKFJPGUYADDIL-SECBINFHSA-N				Identification(34); Physical Data(5); Spectra(15)	17	30	2.628	1	2	5	35.25	4	2	[alpha]	1.09 g/100ml			dichloromethane	22.8	589	25			Patent; EMORY UNIVERSITY; WO2008/151304; (2008); A1;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8669607&database=RX&origin=ReaxysOutput&ln=	
C[C@H](OC(C)=O)\C=C/C(O)=O		8975262	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D8975262&database=RX&origin=ReaxysOutput&ln=	(320 of 3437)	310397-89-8	(S,Z)-4-acetoxypent-2-enoic acid; (Z)-(4S)-acetoxy-pent-2-enoic acid	C7H10O4	C7H10O4	158.154	acyclic		OHEXDFZEIIKJMG-XUELKZDXSA-N				Identification(35); Physical Data(13); Spectra(23)	163	30	0.754	1	4	4	63.6	4	2	[alpha]	1.0 g/100ml			dichloromethane	18.1	589	25	Paragraph 0316		Patent; WILLIAM MARSH RICE UNIVERSITY; US2020/24283; (2020); A1;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D78988052&database=RX&origin=ReaxysOutput&ln=	
COC1=CC=CC=C1[C@@H](O)C#CC1=CC=CC=C1		9051880	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D9051880&database=RX&origin=ReaxysOutput&ln=	(321 of 3437)		(S)-1-(2-methoxyphenyl)-3-phenyl-prop-2-yn-1-ol	C16H14O2	C16H14O2	238.286	isocyclic		LYKBDLZKXKSURW-HNNXBMFYSA-N				Identification(16); Physical Data(10); Spectra(16)	5	30	3.361	1	1	2	29.46	4	2	[alpha]	1.0 g/100ml	86	5	dichloromethane	-4.7	589	25	supporting information		Article; Trost, Barry M.; Bartlett, Mark J.; Weiss, Andrew H.; Vonwangelin, Axel Jacobi; Chan, Vincent S.; Chemistry - A European Journal; vol. 18; 51; (2012); p. 16498 - 16509;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D35447796&database=RX&origin=ReaxysOutput&ln=	
O[C@@H](CN(=O)=O)C1=CC=C(C=C1)C1=CC=CC=C1		9485495	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D9485495&database=RX&origin=ReaxysOutput&ln=	(322 of 3437)		(R)-1-(biphenyl-4-yl)-2-nitroethanol	C14H13NO3	C14H13NO3	243.262	isocyclic		NMBYCUCMHRHFTF-AWEZNQCLSA-N				Identification(14); Physical Data(18); Spectra(26)	3	30	2.714	1	1	4	66.05	4	2	[alpha]	5 g/100ml	98		dichloromethane	-33.6	589	25			Article; Li, Jin-Liang; Liu, Li; Pei, Yu-Ning; Zhu, Hua-Jie; Tetrahedron; vol. 70; 47; (2014); p. 9077 - 9083;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D65472869&database=RX&origin=ReaxysOutput&ln=	
O[C@@H](CN(=O)=O)C1=CC=C(C=C1)C1=CC=CC=C1		9485495	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D9485495&database=RX&origin=ReaxysOutput&ln=	(322 of 3437)		(R)-1-(biphenyl-4-yl)-2-nitroethanol	C14H13NO3	C14H13NO3	243.262	isocyclic		NMBYCUCMHRHFTF-AWEZNQCLSA-N				Identification(14); Physical Data(18); Spectra(26)	3	30	2.714	1	1	4	66.05	4	2	[alpha]	1 g/100ml	92		dichloromethane	-39.7	589	25			Article; Panov, Illia; Drabina, Pavel; Padelkova, Zdenka; Simunek, Petr; Sedlak, Milos; Journal of Organic Chemistry; vol. 76; 11; (2011); p. 4787 - 4793;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9052449&database=RX&origin=ReaxysOutput&ln=	
O[C@@H](CN(=O)=O)C1=CC=C(C=C1)C1=CC=CC=C1		9485495	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D9485495&database=RX&origin=ReaxysOutput&ln=	(322 of 3437)		(R)-1-(biphenyl-4-yl)-2-nitroethanol	C14H13NO3	C14H13NO3	243.262	isocyclic		NMBYCUCMHRHFTF-AWEZNQCLSA-N				Identification(14); Physical Data(18); Spectra(26)	3	30	2.714	1	1	4	66.05	4	2	[alpha]	1.04 g/100ml	97		dichloromethane	-61.4	589	25	supporting information		Article; Jin, Wei; Li, Xincheng; Huang, Yongbo; Wu, Fan; Wan, Boshun; Chemistry - A European Journal; vol. 16; 28; (2010); p. 8259 - 8261;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8903629&database=RX&origin=ReaxysOutput&ln=	
CCCCC[C@@H](O)CN(=O)=O		10153651	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D10153651&database=RX&origin=ReaxysOutput&ln=	(323 of 3437)		(R)-1-nitro-2-heptanol; (R)-1-nitroheptan-2-ol	C7H15O3N	C7H15NO3	161.201	acyclic		VJCZJBJUAGHLEY-SSDOTTSWSA-N				Identification(12); Physical Data(20); Spectra(25)	12	30	1.486	1	1	6	66.05	4	2	[alpha]	1.01 g/100ml	97		dichloromethane	-10	589	25			Article; Jin, Wei; Li, Xincheng; Wan, Boshun; Journal of Organic Chemistry; vol. 76; 2; (2011); p. 484 - 491;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9003583&database=RX&origin=ReaxysOutput&ln=	
CCCCC[C@@H](O)CN(=O)=O		10153651	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D10153651&database=RX&origin=ReaxysOutput&ln=	(323 of 3437)		(R)-1-nitro-2-heptanol; (R)-1-nitroheptan-2-ol	C7H15O3N	C7H15NO3	161.201	acyclic		VJCZJBJUAGHLEY-SSDOTTSWSA-N				Identification(12); Physical Data(20); Spectra(25)	12	30	1.486	1	1	6	66.05	4	2	[alpha]	1.11 g/100ml	97		dichloromethane	-10.4	589	25	supporting information		Article; Jin, Wei; Li, Xincheng; Huang, Yongbo; Wu, Fan; Wan, Boshun; Chemistry - A European Journal; vol. 16; 28; (2010); p. 8259 - 8261;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8903629&database=RX&origin=ReaxysOutput&ln=	
CCCCC[C@@H](O)CN(=O)=O		10153651	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D10153651&database=RX&origin=ReaxysOutput&ln=	(323 of 3437)		(R)-1-nitro-2-heptanol; (R)-1-nitroheptan-2-ol	C7H15O3N	C7H15NO3	161.201	acyclic		VJCZJBJUAGHLEY-SSDOTTSWSA-N				Identification(12); Physical Data(20); Spectra(25)	12	30	1.486	1	1	6	66.05	4	2	[alpha]	1.11 g/100ml	84		dichloromethane	-10.4	589	25			Article; Khan, Noor-Ul Hasan; Prasetyanto, Eko Adi; Kim, Young-Ki; Ansari, Mohd Bismillah; Park, Sang-Eon; Catalysis Letters; vol. 140; 3-4; (2010); p. 189 - 196;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D20003230&database=RX&origin=ReaxysOutput&ln=	
C[C@H]1COC(=N1)C(C)(C)C1=N[C@@H](C)CO1		10250340	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D10250340&database=RX&origin=ReaxysOutput&ln=	(324 of 3437)	181708-51-0	2,2-bis[2-(4S-methyl-1,3-oxazolinyl)] propane	(C3H3NO(CH3))2C(CH3)2	C11H18N2O2	210.276	heterocyclic		MUFYSMUEBCWPGF-YUMQZZPRSA-N				Identification(33); Physical Data(3); Spectra(5)	4	30	1.735	0	4	2	43.18	4	2	[alpha]	1.02 g/100ml			dichloromethane	-119	589	25			Article; Hutabarat, N.D.M. Romauli; Seki, Chigusa; Shimizu, Takashi; Hirama, Masafumi; Kohari, Yoshihito; Nakano, Hiroto; Uwai, Koji; Takano, Nobuhiro; Kwon, Eunsang; Matsuyama, Haruo; Heterocycles; vol. 86; 1; (2012); p. 203 - 217;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D38276871&database=RX&origin=ReaxysOutput&ln=	
CC(=O)C[C@@H]1CCCN1C(=O)OC(C)(C)C		20687792	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D20687792&database=RX&origin=ReaxysOutput&ln=	(325 of 3437)	1250851-46-7	(S)-(tert-butyl) 2-(2-oxopropyl)pyrrolidine-1-carboxylate	C12H21NO3	C12H21NO3	227.304			VXPCTIGKKLFXIH-JTQLQIEISA-N				Identification(32); Physical Data(10); Spectra(18)	46	30	1.671	0	4	5	46.61	4	2	[alpha]	0.019 g/100ml			dichloromethane	-36.5	589	25	supporting information		Article; Shaktah, Ryan; Vardanyan, Laura; David, Elroma; Aleman, Alexis; Orr, Dupre; Shaktah, Lawrence A.; Tamae, Daniel; Minehan, Thomas; Journal of Natural Products; vol. 83; 10; (2020); p. 3191 - 3198;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D81377257&database=RX&origin=ReaxysOutput&ln=	
[H][C@](C)(CC(=O)CC(C)C)C1=CC=C(C)C=C1		2615578	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2615578&database=RX&origin=ReaxysOutput&ln=	(326 of 3437)	4179-20-8	(+)-(S)-dihydro-ar-turmerone; dihydro-ar-turmerone; ar-dihydroturmerone	C15H22O	C15H22O	218.339	isocyclic		FWSUEHMNQCROMJ-ZDUSSCGKSA-N				Identification(26); Physical Data(26); Spectra(26); Bioactivity(8)	19	29	4.154	0	1	5	17.07	4	2	[alpha]	0.5 g/100ml			dichloromethane	30.3	589	25			Article; Borchuluun, Saranchimeg; Wang, Qinghu; Xu, Yanhua; He, Xiang; Bao, Wenqiang; Pa, Biligetu; Natural Product Research; vol. 35; 14; (2021); p. 2376 - 2380;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D78235840&database=RX&origin=ReaxysOutput&ln=	
O=C(NC1=C2C=CC=CC2=CC=C1)[C@@H]1CCCN1		7208064	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D7208064&database=RX&origin=ReaxysOutput&ln=	(327 of 3437)	164024-78-6	(S)-N-(naphthalen-1-yl)pyrrolidine-2-carboxamide	C15H16N2O	C15H16N2O	240.305	heterocyclic		YPXVWCQDOMAVKQ-AWEZNQCLSA-N				Identification(31); Physical Data(8); Spectra(16)	63	29	2.437	2	3	3	41.13	4	2	[alpha]	0.51 g/100ml			dichloromethane	-14.6	589	25			Article; Ao, Chunyan; Men, Jian; Wang, Yang; Shao, Tao; Huang, Yuanyuan; Huo, Junji; Gao, Guowei; Tetrahedron Asymmetry; vol. 27; 13; (2016); p. 589 - 595;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D69054049&database=RX&origin=ReaxysOutput&ln=	
CC1=CC=CC(=C1)[C@@H](O)C1=CC=CC=C1		7249679	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D7249679&database=RX&origin=ReaxysOutput&ln=	(328 of 3437)	137474-27-2	(S)-phenyl(m-tolyl)methanol; (-)-(S)-3-methylphenyl-phenylmethanol; phenyl(m-tolyl)methanol	C14H14O	C14H14O	198.265	isocyclic		OIBXYJGRPCDUBE-AWEZNQCLSA-N				Identification(22); Physical Data(14); Spectra(35)	25	29	3.223	1	1	2	20.23	4	2	[alpha]	0.17 g/100ml	84.2		dichloromethane	14.12	589	25	supporting information		Article; Zhang, Shuai; Perveen, Saima; Ouyang, Yizhao; Xu, Liang; Yu, Tao; Zhao, Min; Wang, Linghua; Song, Peidong; Li, Pengfei; Angewandte Chemie - International Edition; vol. 61; 20; (2022); Angew. Chem.; vol. 134; 20; (2022);	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D115777924&database=RX&origin=ReaxysOutput&ln=	
O[C@H](CC=C)C1=CC=CC=C1Cl		9387688	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D9387688&database=RX&origin=ReaxysOutput&ln=	(329 of 3437)		(R)-1-(2-chlorophenyl)-3-buten-1-ol; (R)-(+)-1-(2-chlorophenyl)-but-3-en-1-ol; 1-(2-chlorophenyl)but-3-en-1-ol	C10H11OCl	C10H11ClO	182.65	isocyclic		BFIIUQFVPDIOLQ-SNVBAGLBSA-N				Identification(17); Physical Data(10); Spectra(24)	12	29	2.92	1	1	3	20.23	4	2	[alpha]	1.13 g/100ml	68.9		dichloromethane	69.6	589	25	supporting information		Article; Chen, Rui-Yu; Dhondge, Attrimuni P.; Lee, Gene-Hsian; Chen, Chinpiao; Advanced Synthesis and Catalysis; vol. 357; 5; (2015); p. 961 - 966;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D65673202&database=RX&origin=ReaxysOutput&ln=	
O[C@H](CC=C)C1=CC=CC=C1Cl		9387688	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D9387688&database=RX&origin=ReaxysOutput&ln=	(329 of 3437)		(R)-1-(2-chlorophenyl)-3-buten-1-ol; (R)-(+)-1-(2-chlorophenyl)-but-3-en-1-ol; 1-(2-chlorophenyl)but-3-en-1-ol	C10H11OCl	C10H11ClO	182.65	isocyclic		BFIIUQFVPDIOLQ-SNVBAGLBSA-N				Identification(17); Physical Data(10); Spectra(24)	12	29	2.92	1	1	3	20.23	4	2	[alpha]	0.7 g/100ml	9		dichloromethane	61.6	589	25			Article; Huang, Xin-Ren; Chen, Chinpiao; Tetrahedron Asymmetry; vol. 21; 24; (2010); p. 2999 - 3004;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8999252&database=RX&origin=ReaxysOutput&ln=	
[H][C@]12CCCN1CCC1=CC(OC)=C(OC)C=C21		10170049	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D10170049&database=RX&origin=ReaxysOutput&ln=	(330 of 3437)		(R)-(+)-crispine A; (+)-crispine A; (R)-8,9-dimethoxy-1,2,3,5,6,10b-hexahydropyrrolo[2,1-a]isoquinoline	C14H17NO2H2	C14H19NO2	233.31	heterocyclic		MVIOZTSBCZNBFR-GFCCVEGCSA-N				Identification(26); Physical Data(28); Spectra(43); Bioactivity(4)	67	29	1.79	0	1	2	21.7	4	2	[alpha]	0.36 g/100ml			dichloromethane	90.4	589	25			Article; Ansari, Anas; Gorde, Amol B.; Ramapanicker, Ramesh; Tetrahedron; vol. 88; (2021);	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D83693175&database=RX&origin=ReaxysOutput&ln=	
O[C@@H](CN(=O)=O)C1=CC=C(C=C1)C#N		10249933	https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D10249933&database=RX&origin=ReaxysOutput&ln=	(331 of 3437)		(R)-4-(1-hydroxy-2-nitroethyl)benzonitrile; (R)-1-(4-cyanophenyl)-2-nitroethanol	C9H8N2O3	C9H8N2O3	192.174	isocyclic		NXGSXZLSMLYJKP-VIFPVBQESA-N				Identification(17); Physical Data(15); Spectra(28)	6	29	0.497	1	2	3	89.84	4	2	[alpha]	1.46 g/100ml			dichloromethane	-17.1	589	25			Article; Matsumoto, Kazutsugu; Asakura, Shota; Tetrahedron Letters; vol. 55; 50; (2014); p. 6919 - 6921;	https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D64353631&database=RX&origin=ReaxysOutput&ln=	
