idx,triple,E_au,E_rel_kcal_mol,rotation
37,1.17704739399933,-614.845220311,-80.1783537361975,594.8
38,1.1292103115411,-614.890593166,-108.650273977236,402.4
39,1.27120025471232,-614.832911871,-72.4546845517451,179.59
40,1.15452117494938,-614.74130646,-14.9713730951776,804.77
41,1.24507702158023,-614.847301993,-81.4846300079707,386.17
42,1.07632738524865,-614.790289144,-45.7084971319877,895.51
43,1.10821350470713,-614.56661841,94.6471251603136,756.7
44,1.15546598764012,-614.606690705,69.5013593248894,811.77
45,1.06395448583489,-614.758010075,-25.453058543817,598.88
46,1.23069626397995,-614.732348079,-9.34989943382347,423.65
47,1.14820442012258,-614.480146252,148.909269026889,1013.26
48,0.878038407780911,-614.463412029,159.410161301664,1404.74
49,1.19407075946408,-614.690930105,16.6402934308885,890.33
50,1.16901660133391,-614.771162902,-33.7065890145864,548.03
51,1.22119356601968,-614.843370413,-79.0175242421887,464.63
52,1.31106946295486,-614.775250206,-36.2714131476233,116.71
53,1.06769203441029,-614.578195144,87.3826088079992,626.16
54,1.14935030230755,-614.664869414,32.9936376402972,678.11
55,1.09262522852729,-614.58086053,85.7100524391457,654.37
56,1.09471790698942,-614.428168583,181.525776101112,961.11
57,1.32986101957201,-614.71343871,2.51591870734825,571.84
58,1.23627711809534,-614.864662074,-92.378254436276,456.76
59,1.17101373286979,-614.767661838,-31.5096363439252,907.04
60,0.974870879820091,-614.695120773,14.0106073542221,743.49
61,1.23193506940648,-614.783872226,-41.6818169177992,256.79
62,1.16005141612184,-614.765604627,-30.2187158693373,417.33
63,1.31961673541313,-614.810672427,-58.4992110473184,348.45
64,1.04581446109078,-614.751509514,-21.373891510674,696.98
65,1.28158191579115,-614.819347713,-63.9430397651599,134.93
66,1.29192193279699,-614.920103118,-127.168063956764,245.16
67,1.10249491419882,-614.764826805,-29.7306247860973,630.99
68,1.25030968847808,-614.76208321,-28.0089914876662,229.94
69,0.951422361142124,-614.84168139,-77.9576454194337,523.27
70,1.09046261941786,-614.630778358,54.3861161908356,567.24
71,1.13322273829802,-614.550261248,104.911407886982,554.37
72,1.14627592547534,-614.652848929,40.5366121826432,1029.99
73,1.39677328690066,-614.784650223,-42.1700178152693,-126.35
74,1.08541212448602,-614.782390787,-40.7521991309611,585.9
75,1.01778223985704,-614.825924624,-68.0701171867854,558.87
76,1.36503626741093,-614.939682614,-139.454393491728,323.2
77,1.17647713681334,-614.811958959,-59.306522742635,562.14
78,1.34287430117616,-614.906912853,-118.891040766584,217.76
79,1.06470970380074,-614.288375339,269.247434643536,1005.98
80,1.1019981740112,-614.681117871,22.7975683882519,589.17
81,1.005320560748,-614.658092947,37.2459384474727,651.65
82,1.40531272161056,-614.978884154,-164.05375185707,328.67
83,1.02528425509242,-614.68411432,20.9172666762122,103.37
84,1.13244252777507,-614.700905231,10.3808021146461,576.81
85,1.14691024116148,-614.908357076,-119.797305141327,440.3
86,0.926442173739211,-614.741060777,-14.8172045558459,599.92
87,1.38665420204178,-614.839172674,-76.3834010422952,430.49
88,1.16891291409435,-614.639224364,49.0861629657847,580.43
89,1.24230755871394,-614.968476973,-157.523141707757,185.16
90,1.15422155987058,-614.760697104,-27.1391961115806,622.5
91,1.36503512215253,-614.879789685,-101.870981614902,423.77
92,1.05319498299321,-614.424726496,183.685720114515,944.57
93,1.14227693845014,-614.636323332,50.9065895561473,757.49
94,1.25718562576062,-614.755059503,-23.6015451080772,239.16
95,1.11025194701418,-614.559099026,99.3656138141749,482.87
96,1.11428594360549,-614.597811448,75.0731818849528,380.86
97,1.28842414728332,-614.578247442,87.3497912900103,230.61
98,1.33390513372538,-614.864191059,-92.0826878136157,493.95
99,1.21703103488057,-614.7987527,-51.0194631575715,361.07
100,1.11235555456088,-614.656151006,38.4645258444084,980.86
101,1.19751402562881,-614.714955716,1.56398227230592,527.49
102,1.2917762306408,-614.694709923,14.2684198377097,4.33
103,1.17196227273371,-614.476227874,151.368090405728,529.49
104,1.26354289225815,-614.589492971,80.2931093872159,235.72
105,1.22257373850032,-614.873178859,-97.7226221916156,298.24
106,1.21303600809698,-614.811018405,-58.7163157021242,273.57
107,1.3266772723039,-614.791909133,-46.725056429381,248.52
108,1.09810249878173,-614.781048294,-39.909771348507,549.85
109,1.15232329249308,-614.781800255,-40.3816343956119,-175.93
110,1.22265816950064,-614.624157061,58.5410462713294,261.93
111,0.966545557649817,-614.48411608,146.418162258621,1694.11
112,0.99787211548854,-614.474525443,152.436382882546,1610.99
113,1.23842392270859,-614.591479791,79.0463599690432,543.09
114,1.19363641180053,-614.805870876,-55.4861897792995,448.37
115,1.38116090405592,-614.853196597,-85.1835529640051,104.09
116,1.13586407631437,-614.782049575,-40.5380851887907,648.87
117,1.13286814019901,-614.83847755,-75.947203781053,469.4
118,1.21242863753001,-614.707924091,5.97639727603571,704.83
119,1.28652831955853,-614.948311714,-144.869240032732,209.64
120,1.14299653565425,-614.617705094,62.589720083484,585.65
121,1.14011133036989,-614.738333771,-13.1059810207944,481.02
122,1.18342376196591,-614.798414245,-50.8070792605095,496.15
123,1.10675090579367,-614.602772367,71.9601556033084,848.7
124,1.23123939187671,-614.650250372,42.1672326857482,617.93
125,1.32931817304732,-614.92074514,-127.570939181962,278.61
126,1.16678779691421,-614.813780473,-60.4495409927569,-32.9
127,1.15962137772246,-614.743344189,-16.250068419964,595.19
128,1.02845624015649,-614.808942419,-57.4136137272501,518.85
129,1.22647243253996,-614.842062794,-78.1969802434707,331.64
130,1.30165466745275,-614.788230556,-44.4167125761363,376.47
131,1.23452000789217,-614.51475285,127.19328271592,531.82
132,1.28761264326432,-614.79104821,-46.1848186376481,777.26
133,1.0080326629844,-614.633293094,52.8080942034967,997.78
134,1.1288964281448,-614.685802813,19.8577204338069,490.85
135,1.08190668048673,-614.768270615,-31.8916499992109,480.83
136,1.20647686290992,-614.67707066,25.337233762826,690.08
137,1.15833003847032,-614.615754898,63.813487575477,592
138,0.98348325717368,-614.687784439,18.614230302563,859.99
139,1.21019518246173,-614.830230571,-70.772141988777,-14.92
140,0.949062986207754,-614.710916824,4.09842739117943,1359.62
141,1.41708671725974,-615.028338309,-195.086728661142,128.17
142,1.16895769335878,-614.651079227,41.6471178846926,482.69
143,1.30867318711937,-614.595376333,76.6012408986189,231.37
144,1.27593500918731,-614.604331414,70.981838020338,497.25
145,1.19571517123382,-614.721173539,-2.33776383845087,537.27
146,1.23383926220265,-614.936490624,-137.451387846825,378.43
147,1.12429711684644,-614.697291967,12.6481614073007,633.65
148,1.26840066107094,-614.899055249,-113.96031568052,254.52
149,1.13414274407389,-614.67588018,26.0842718676204,587.8
150,1.23021371068191,-614.748174392,-19.2810691044834,413.85
151,1.08403061449383,-614.585363964,82.8841025698324,518.4
152,1.11231266496577,-614.428770384,181.148139955592,908.64
153,1.02111415999379,-614.687369778,18.8744342266957,571.78
154,1.2522228417956,-614.786083368,-43.0693306342684,584.8
155,1.37593455276477,-614.840061244,-76.9409876030135,186.89
156,1.19880199657665,-614.764975495,-29.823929248035,451.09
157,1.04864729984964,-614.628271621,55.959118725762,854.69
158,1.03072007090733,-614.277492875,276.076289628188,1158.01
159,1.04091234664726,-614.460974592,160.93967739355,833.17
160,1.4280998736922,-614.67742959,25.1120015985589,33.3
161,1.25365792170128,-614.801100578,-52.4927800813661,183.69
162,1.29287753079438,-614.980696554,-165.191050981109,175.06
163,1.35183850674489,-614.735677826,-11.439348973835,437.53
164,1.24192543045885,-614.739052922,-13.5572554648034,502.18
165,1.24774471367842,-614.90500189,-117.691892374454,521.59
166,1.16737229238095,-614.811654287,-59.1153380159337,710.91
167,1.01026857376927,-614.509589949,130.433054722469,955.36
168,1.02713939524927,-614.525966677,120.156494135146,1208.95
169,1.25874125144712,-614.810918992,-58.6539330504669,329.26
170,1.28792534629833,-614.871383395,-96.5959505769775,355.47
171,1.20013132786938,-614.889792791,-108.148030660961,583.54
172,1.19631490787101,-614.834038897,-73.1619046370446,145.34
173,1.09320024680732,-614.728281829,-6.79828689636294,463.36
174,1.07937254096366,-614.645294781,45.276915594157,478.07
175,1.29520416009321,-614.654858089,39.2758441910788,148.8
176,1.30460827366587,-614.89396562,-110.766522586768,425.06
177,1.07949580066128,-614.569216239,93.01696148458,870.8
178,1.23132369889268,-614.725311096,-4.93412223154314,514.73
179,1.0999909810666,-614.822988444,-66.2276348749816,235.61
180,1.31596919469184,-614.914308138,-123.531656056952,309.79
181,1.32308637969221,-614.872336342,-97.1939343490021,293.56
182,1.11604892967227,-614.603936971,71.2293549471996,516.27
183,1.10176793665363,-614.454722901,164.862676012953,481.33
184,1.18012802030929,-614.740952381,-14.7491849819027,481.23
185,1.0239443942342,-614.646804492,44.3295568445221,713.29
186,1.13023989130838,-614.84550101,-80.3544951656703,629.57
187,1.11918121957583,-614.515227517,126.895424426791,1264.21
188,1.09325957330566,-614.602732641,71.9850840655399,660.78
189,1.30230991463114,-614.714511284,1.84286779662264,476.68
190,1.05258228968002,-614.662394382,34.5467449706214,1209.98
191,1.08551322180138,-614.745318846,-17.4891854340373,853.91
192,1.1097444331851,-614.776075072,-36.7890248112936,472.23
193,1.36452873278704,-614.883613147,-104.270242254531,312.02
194,1.10804362217284,-614.683507816,21.2978540012991,517.14
195,1.08780474707832,-614.786451237,-43.3001721104593,245.72
196,1.23678704236792,-614.768788755,-32.2167880305733,220.13
197,1.01627186430688,-614.404654469,196.281117777266,1446.07
198,1.07948552816529,-614.721932617,-2.81409287422291,718.14
199,1.13266844993672,-614.474519086,152.440371963591,791.97
200,1.21573642048125,-614.737334951,-12.4792114825546,340.08
201,1.04060286845822,-614.718619599,-0.735140949060711,618.44
202,1.33244153694709,-614.773507955,-35.1781332226158,167.37
203,1.14884349168386,-614.534262497,114.950784126982,444.87
204,1.04634713096454,-614.615508396,63.9681700454855,995.59
205,1.05261800750491,-614.235846653,302.209710395442,879.21
206,1.38833360148177,-614.915955247,-124.565233425563,107.35
207,1.21853702736962,-614.805627638,-55.3335555019577,341.44
208,1.37099363067529,-614.955888679,-149.623861339881,172.97
209,1.24759991093859,-614.797892912,-50.4799375896471,647.97
210,1.17038909816578,-614.780846359,-39.7830551166171,95.39
211,1.27237471784754,-614.492948248,140.875888516996,278.79
212,1.04803568711097,-614.644877375,45.538842033215,1565.92
213,0.966285711562841,-614.662072572,34.7486839636874,726.21
214,1.10266631281779,-614.587737554,81.3946511089026,802.18
215,1.22682745736278,-614.738086477,-12.9508015628425,354.92
216,1.18234387622807,-614.757498774,-25.1322120533319,851.53
217,0.962956121205123,-614.507784987,131.56568642705,1296.82
218,1.37377557776094,-614.858052705,-88.230809295093,310.71
219,1.18339253511625,-614.974237703,-161.138057390069,329.2
220,1.03096235630722,-614.736283021,-11.819114888244,847.75
221,1.16695512378487,-614.701168155,10.2158146753897,602.7
222,1.17802312493942,-614.640315812,48.4012684312978,600.96
223,1.1799882826041,-614.664434463,33.2665737422999,537.61
224,1.15971924510215,-614.44798018,169.093800867677,626.85
225,1.0470038338993,-614.226235035,308.241096806627,1496.63
226,1.46915809278456,-614.875278376,-99.0400901043065,444.23
227,1.31083776386437,-614.741414095,-15.0389151339959,233.88
228,1.19640887854838,-614.860517399,-89.7774294270132,367.68
229,1.07382413102801,-614.793508248,-47.7285170830162,424.52
230,1.296769832867,-614.894662749,-111.203978005524,468.36
231,1.05094407259811,-614.590788339,79.4802530135353,778.12
232,1.28345698900851,-614.902886712,-116.364597027711,312
233,1.21426086539891,-614.740740176,-14.6160242223368,917.02
234,1.24957573000832,-614.961342902,-153.046440814549,181.82
235,1.22611085515359,-614.730450908,-8.15940565961599,395.28
236,1.14453103995073,-614.49479763,139.715382818147,793.81
237,1.14098515305817,-614.573901237,90.0770783895899,663.73
238,0.932786826973752,-614.643366668,46.4868257827635,1188.96
239,1.22961507621329,-614.867184814,-93.9612990136871,544.23
240,1.31550338045586,-614.713492213,2.48234503981591,-72.51
241,1.05910454616317,-614.838924928,-76.2279379498266,548.4
242,1.30370114709943,-614.809794827,-57.948508271339,394.78
243,1.05492152303452,-614.680214418,23.3644941802682,869.11
244,1.17126110725433,-614.882721415,-103.710671507202,95.24
245,1.10978790962843,-614.837389179,-75.2642400948197,527.36
246,1.03873209893932,-614.722590061,-3.22664555867058,578.38
247,1.06476836499278,-614.720230819,-1.74619761124345,525.5
248,1.03173776900263,-614.84727329,-81.4666185884419,610.35
249,1.09518948837082,-614.738170689,-13.0036454349207,808.19
250,1.13001607085762,-614.799252817,-51.3332915762424,377.87
251,0.981661415801254,-614.649591483,42.5806921221161,1228.6
252,1.08530467192344,-614.720371551,-1.83450834854908,509.24
253,1.33674868636387,-614.840925752,-77.4834750180619,254.43
254,1.14484449927491,-614.885910355,-105.711763246585,432.14
255,1.24284613596509,-614.900037032,-114.576394330877,278.99
x0,-1.07145993618694,-614.610891054,66.8655983238807,-935.6
x1,-1.20902607730495,-614.488300654,143.792300227903,-469.49
x2,-1.22257839471541,-614.707747695,6.08708753001387,-337.56
x3,-1.20262190930014,-614.556704321,100.868315148743,-309.2
x4,-1.18444598975688,-614.61800194,62.4034462500433,-499.98
x5,-1.40938266295136,-614.774933391,-36.0726085669613,-189.75
x6,-1.12089305954094,-614.837439687,-75.295934369945,-388.13
x7,-1.21019559871441,-614.595368166,76.6063657728095,-699.19
x8,-1.09593772101631,-614.457797732,162.933188812112,-1419.02
x9,-1.03843625869675,-614.476424284,151.244841166592,-1296.7
x10,-1.35468444859679,-614.801543931,-52.7709885223479,-408.14
x11,-1.1827009729368,-614.588947983,80.6350948070968,-421.24
x12,-1.04113201757976,-614.514351286,127.445268141605,-947.23
x13,-1.10008818905152,-614.716512395,0.587150632995783,-670.46
x14,-1.12146194335682,-614.834429905,-73.4072660670941,-473.45
x15,-1.28919767640652,-614.607059686,69.2698200576098,-629.71
x16,-1.16827853862012,-614.545191942,108.092448095039,-409.37
x17,-1.11462017998449,-614.542199331,109.970341423629,-534.25
x18,-1.0274094953288,-614.816747071,-62.3111109037728,-212.59
x19,-1.2240330686218,-614.798741721,-51.0125737253022,-400.39
x20,-1.13485594349694,-614.56454331,95.9492711613576,-1074.51
x21,-1.10568573709932,-614.854098961,-85.7497953976528,-539.02
x22,-1.18734758453961,-614.568487595,93.4741928810147,43.94
x23,-1.23268955203269,-614.953466766,-148.10408671323,-199.97
x24,-1.28903752373653,-614.665592517,32.5398832767414,-404.02
x25,-1.23823457883811,-614.693588954,14.9718390948989,-473.99
x26,-1.05473675443379,-614.426914844,182.312509861033,-613.73
x27,-1.20213629184975,-614.832775833,-72.3693193464047,-349.26
x28,-1.18335374481512,-614.850348136,-83.3961152019044,-209.51
x29,-1.2509175785414,-614.569092103,93.0948580659111,-467.52
x30,-1.11008853101742,-614.729774695,-7.7350752399736,-743.15
x31,-1.22307028162283,-614.83424497,-73.2912175052485,-459.25
x32,-1.27597601639427,-614.900477501,-114.852793033039,-71
x33,-1.06175444763351,-614.709742196,4.8355182074958,-1134.89
x34,-1.2718214915999,-614.771319114,-33.8046136066932,-489.8
x35,-1.4641063155632,-614.905229882,-117.834959634351,-201.73
x36,-1.07235740482181,-614.71564142,1.13369615524453,-510.39
x37,-1.17704739399933,-614.845220311,-80.1783537361975,-594.8
x38,-1.1292103115411,-614.890593166,-108.650273977236,-402.4
x39,-1.27120025471232,-614.832911871,-72.4546845517451,-179.59
x40,-1.15452117494938,-614.74130646,-14.9713730951776,-804.77
x41,-1.24507702158023,-614.847301993,-81.4846300079707,-386.17
x42,-1.07632738524865,-614.790289144,-45.7084971319877,-895.51
x43,-1.10821350470713,-614.56661841,94.6471251603136,-756.7
x44,-1.15546598764012,-614.606690705,69.5013593248894,-811.77
x45,-1.06395448583489,-614.758010075,-25.453058543817,-598.88
x46,-1.23069626397995,-614.732348079,-9.34989943382347,-423.65
x47,-1.14820442012258,-614.480146252,148.909269026889,-1013.26
x48,-0.878038407780911,-614.463412029,159.410161301664,-1404.74
x49,-1.19407075946408,-614.690930105,16.6402934308885,-890.33
x50,-1.16901660133391,-614.771162902,-33.7065890145864,-548.03
x51,-1.22119356601968,-614.843370413,-79.0175242421887,-464.63
x52,-1.31106946295486,-614.775250206,-36.2714131476233,-116.71
x53,-1.06769203441029,-614.578195144,87.3826088079992,-626.16
x54,-1.14935030230755,-614.664869414,32.9936376402972,-678.11
x55,-1.09262522852729,-614.58086053,85.7100524391457,-654.37
x56,-1.09471790698942,-614.428168583,181.525776101112,-961.11
x57,-1.32986101957201,-614.71343871,2.51591870734825,-571.84
x58,-1.23627711809534,-614.864662074,-92.378254436276,-456.76
x59,-1.17101373286979,-614.767661838,-31.5096363439252,-907.04
x60,-0.974870879820091,-614.695120773,14.0106073542221,-743.49
x61,-1.23193506940648,-614.783872226,-41.6818169177992,-256.79
x62,-1.16005141612184,-614.765604627,-30.2187158693373,-417.33
x63,-1.31961673541313,-614.810672427,-58.4992110473184,-348.45
x64,-1.04581446109078,-614.751509514,-21.373891510674,-696.98
x65,-1.28158191579115,-614.819347713,-63.9430397651599,-134.93
x66,-1.29192193279699,-614.920103118,-127.168063956764,-245.16
x67,-1.10249491419882,-614.764826805,-29.7306247860973,-630.99
x68,-1.25030968847808,-614.76208321,-28.0089914876662,-229.94
x69,-0.951422361142124,-614.84168139,-77.9576454194337,-523.27
x70,-1.09046261941786,-614.630778358,54.3861161908356,-567.24
x71,-1.13322273829802,-614.550261248,104.911407886982,-554.37
x72,-1.14627592547534,-614.652848929,40.5366121826432,-1029.99
x73,-1.39677328690066,-614.784650223,-42.1700178152693,126.35
x74,-1.08541212448602,-614.782390787,-40.7521991309611,-585.9
x75,-1.01778223985704,-614.825924624,-68.0701171867854,-558.87
x76,-1.36503626741093,-614.939682614,-139.454393491728,-323.2
x77,-1.17647713681334,-614.811958959,-59.306522742635,-562.14
x78,-1.34287430117616,-614.906912853,-118.891040766584,-217.76
x79,-1.06470970380074,-614.288375339,269.247434643536,-1005.98
x80,-1.1019981740112,-614.681117871,22.7975683882519,-589.17
x81,-1.005320560748,-614.658092947,37.2459384474727,-651.65
x82,-1.40531272161056,-614.978884154,-164.05375185707,-328.67
x83,-1.02528425509242,-614.68411432,20.9172666762122,-103.37
x84,-1.13244252777507,-614.700905231,10.3808021146461,-576.81
x85,-1.14691024116148,-614.908357076,-119.797305141327,-440.3
x86,-0.926442173739211,-614.741060777,-14.8172045558459,-599.92
x87,-1.38665420204178,-614.839172674,-76.3834010422952,-430.49
x88,-1.16891291409435,-614.639224364,49.0861629657847,-580.43
x89,-1.24230755871394,-614.968476973,-157.523141707757,-185.16
x90,-1.15422155987058,-614.760697104,-27.1391961115806,-622.5
x91,-1.36503512215253,-614.879789685,-101.870981614902,-423.77
x92,-1.05319498299321,-614.424726496,183.685720114515,-944.57
x93,-1.14227693845014,-614.636323332,50.9065895561473,-757.49
x94,-1.25718562576062,-614.755059503,-23.6015451080772,-239.16
x95,-1.11025194701418,-614.559099026,99.3656138141749,-482.87
x96,-1.11428594360549,-614.597811448,75.0731818849528,-380.86
x97,-1.28842414728332,-614.578247442,87.3497912900103,-230.61
x98,-1.33390513372538,-614.864191059,-92.0826878136157,-493.95
x99,-1.21703103488057,-614.7987527,-51.0194631575715,-361.07
x100,-1.11235555456088,-614.656151006,38.4645258444084,-980.86
x101,-1.19751402562881,-614.714955716,1.56398227230592,-527.49
x102,-1.2917762306408,-614.694709923,14.2684198377097,-4.33
x103,-1.17196227273371,-614.476227874,151.368090405728,-529.49
x104,-1.26354289225815,-614.589492971,80.2931093872159,-235.72
x105,-1.22257373850032,-614.873178859,-97.7226221916156,-298.24
x106,-1.21303600809698,-614.811018405,-58.7163157021242,-273.57
x107,-1.3266772723039,-614.791909133,-46.725056429381,-248.52
x108,-1.09810249878173,-614.781048294,-39.909771348507,-549.85
x109,-1.15232329249308,-614.781800255,-40.3816343956119,175.93
x110,-1.22265816950064,-614.624157061,58.5410462713294,-261.93
x111,-0.966545557649817,-614.48411608,146.418162258621,-1694.11
x112,-0.99787211548854,-614.474525443,152.436382882546,-1610.99
x113,-1.23842392270859,-614.591479791,79.0463599690432,-543.09
x114,-1.19363641180053,-614.805870876,-55.4861897792995,-448.37
x115,-1.38116090405592,-614.853196597,-85.1835529640051,-104.09
x116,-1.13586407631437,-614.782049575,-40.5380851887907,-648.87
x117,-1.13286814019901,-614.83847755,-75.947203781053,-469.4
x118,-1.21242863753001,-614.707924091,5.97639727603571,-704.83
x119,-1.28652831955853,-614.948311714,-144.869240032732,-209.64
x120,-1.14299653565425,-614.617705094,62.589720083484,-585.65
x121,-1.14011133036989,-614.738333771,-13.1059810207944,-481.02
x122,-1.18342376196591,-614.798414245,-50.8070792605095,-496.15
x123,-1.10675090579367,-614.602772367,71.9601556033084,-848.7
x124,-1.23123939187671,-614.650250372,42.1672326857482,-617.93
x125,-1.32931817304732,-614.92074514,-127.570939181962,-278.61
x126,-1.16678779691421,-614.813780473,-60.4495409927569,32.9
x127,-1.15962137772246,-614.743344189,-16.250068419964,-595.19
x128,-1.02845624015649,-614.808942419,-57.4136137272501,-518.85
x129,-1.22647243253996,-614.842062794,-78.1969802434707,-331.64
x130,-1.30165466745275,-614.788230556,-44.4167125761363,-376.47
x131,-1.23452000789217,-614.51475285,127.19328271592,-531.82
x132,-1.28761264326432,-614.79104821,-46.1848186376481,-777.26
x133,-1.0080326629844,-614.633293094,52.8080942034967,-997.78
x134,-1.1288964281448,-614.685802813,19.8577204338069,-490.85
x135,-1.08190668048673,-614.768270615,-31.8916499992109,-480.83
x136,-1.20647686290992,-614.67707066,25.337233762826,-690.08
x137,-1.15833003847032,-614.615754898,63.813487575477,-592
x138,-0.98348325717368,-614.687784439,18.614230302563,-859.99
x139,-1.21019518246173,-614.830230571,-70.772141988777,14.92
x140,-0.949062986207754,-614.710916824,4.09842739117943,-1359.62
x141,-1.41708671725974,-615.028338309,-195.086728661142,-128.17
x142,-1.16895769335878,-614.651079227,41.6471178846926,-482.69
x143,-1.30867318711937,-614.595376333,76.6012408986189,-231.37
x144,-1.27593500918731,-614.604331414,70.981838020338,-497.25
x145,-1.19571517123382,-614.721173539,-2.33776383845087,-537.27
x146,-1.23383926220265,-614.936490624,-137.451387846825,-378.43
x147,-1.12429711684644,-614.697291967,12.6481614073007,-633.65
x148,-1.26840066107094,-614.899055249,-113.96031568052,-254.52
x149,-1.13414274407389,-614.67588018,26.0842718676204,-587.8
x150,-1.23021371068191,-614.748174392,-19.2810691044834,-413.85
x151,-1.08403061449383,-614.585363964,82.8841025698324,-518.4
x152,-1.11231266496577,-614.428770384,181.148139955592,-908.64
x153,-1.02111415999379,-614.687369778,18.8744342266957,-571.78
x154,-1.2522228417956,-614.786083368,-43.0693306342684,-584.8
x155,-1.37593455276477,-614.840061244,-76.9409876030135,-186.89
x156,-1.19880199657665,-614.764975495,-29.823929248035,-451.09
x157,-1.04864729984964,-614.628271621,55.959118725762,-854.69
x158,-1.03072007090733,-614.277492875,276.076289628188,-1158.01
x159,-1.04091234664726,-614.460974592,160.93967739355,-833.17
x160,-1.4280998736922,-614.67742959,25.1120015985589,-33.3
x161,-1.25365792170128,-614.801100578,-52.4927800813661,-183.69
x162,-1.29287753079438,-614.980696554,-165.191050981109,-175.06
x163,-1.35183850674489,-614.735677826,-11.439348973835,-437.53
x164,-1.24192543045885,-614.739052922,-13.5572554648034,-502.18
x165,-1.24774471367842,-614.90500189,-117.691892374454,-521.59
x166,-1.16737229238095,-614.811654287,-59.1153380159337,-710.91
x167,-1.01026857376927,-614.509589949,130.433054722469,-955.36
x168,-1.02713939524927,-614.525966677,120.156494135146,-1208.95
x169,-1.25874125144712,-614.810918992,-58.6539330504669,-329.26
x170,-1.28792534629833,-614.871383395,-96.5959505769775,-355.47
x171,-1.20013132786938,-614.889792791,-108.148030660961,-583.54
x172,-1.19631490787101,-614.834038897,-73.1619046370446,-145.34
x173,-1.09320024680732,-614.728281829,-6.79828689636294,-463.36
x174,-1.07937254096366,-614.645294781,45.276915594157,-478.07
x175,-1.29520416009321,-614.654858089,39.2758441910788,-148.8
x176,-1.30460827366587,-614.89396562,-110.766522586768,-425.06
x177,-1.07949580066128,-614.569216239,93.01696148458,-870.8
x178,-1.23132369889268,-614.725311096,-4.93412223154314,-514.73
x179,-1.0999909810666,-614.822988444,-66.2276348749816,-235.61
x180,-1.31596919469184,-614.914308138,-123.531656056952,-309.79
x181,-1.32308637969221,-614.872336342,-97.1939343490021,-293.56
x182,-1.11604892967227,-614.603936971,71.2293549471996,-516.27
x183,-1.10176793665363,-614.454722901,164.862676012953,-481.33
x184,-1.18012802030929,-614.740952381,-14.7491849819027,-481.23
x185,-1.0239443942342,-614.646804492,44.3295568445221,-713.29
x186,-1.13023989130838,-614.84550101,-80.3544951656703,-629.57
x187,-1.11918121957583,-614.515227517,126.895424426791,-1264.21
x188,-1.09325957330566,-614.602732641,71.9850840655399,-660.78
x189,-1.30230991463114,-614.714511284,1.84286779662264,-476.68
x190,-1.05258228968002,-614.662394382,34.5467449706214,-1209.98
x191,-1.08551322180138,-614.745318846,-17.4891854340373,-853.91
x192,-1.1097444331851,-614.776075072,-36.7890248112936,-472.23
x193,-1.36452873278704,-614.883613147,-104.270242254531,-312.02
x194,-1.10804362217284,-614.683507816,21.2978540012991,-517.14
x195,-1.08780474707832,-614.786451237,-43.3001721104593,-245.72
x196,-1.23678704236792,-614.768788755,-32.2167880305733,-220.13
x197,-1.01627186430688,-614.404654469,196.281117777266,-1446.07
x198,-1.07948552816529,-614.721932617,-2.81409287422291,-718.14
x199,-1.13266844993672,-614.474519086,152.440371963591,-791.97
