refcode,gap
VIBCUG,0.11407
VICROR,0.09289
VIKNAH,0.07874
VISRUM,0.07852
VISSAT,0.0782
VIZKEW,0.11103
VOCYUK,0.11104
VUCJEK,0.18763
VUJJIV,0.07622
VUJKES,0.07574
WAFYEJ,0.08834
WAGPOJ,0.08403
WAQCIB,0.17364
WAYNAN,0.05523
WEKVUF,0.12237
WEKWAM,0.05996
WEKWEQ,0.05881
WETKOX,0.08139
WEWLIU,0.10618
WEZGUG,0.11216
WIJBAT,0.07896
WIJGAY,0.11702
WILVOE,0.09704
WINJIO,0.06229
WISHIR,0.06066
WODFUS,0.08299
WODGAZ,0.08801
WODGED,0.09952
WOKMOB,0.10847
WURNAA,0.10771
WURNEE,0.11121
XABGAJ,0.07604
XADKOE,0.08706
XAMHIC,0.0891
XEHVAJ,0.153
XEKJUU,0.10649
XIBHEX,0.11571
XIBKIF,0.1104
XIFXOC,0.08195
XIKZAU,0.16125
XIRMER,0.09134
XISHEP,0.06173
XIWDEN,0.11814
XIXVEH,0.14247
XOWTUZ,0.14409
XUBSOE,0.15827
XUBZOK,0.09362
XUCBAZ,0.09065
XUDXAW,0.06089
XUGTOJ,0.09965
YAKDIA,0.11934
YALNUX,0.11727
YASTEU,0.10269
YATPUH,0.07789
YAZTEZ,0.08947
YEDCER,0.11526
YESXEA,0.07015
YEXHOA,0.16324
YIJLAF,0.17162
YIKXIA,0.10988
YIQPAS,0.07431
YIVWAC,0.16786
YODVOD,0.1255
YOHZOL,0.0995
YOQSED,0.10331
YUCHAH,0.10596
ZAYCAF,0.06125
ZAZREZ,0.06173
ZETSIC,0.12791
ZINHEM,0.08888
ZISBUB,0.06831
ZOFYEA,0.10051
ZONVEF,0.11225
ZONVIJ,0.11176
ZORWEK,0.0663
ZOSNUS,0.12241
ZOXJIH,0.09794
ZOXQUA,0.09021
ZUGBEK,0.10617
ZUGCUB,0.08731
