refcode,gap
SIWRIB,0.13925
SIYQUP,0.09878
SOBNUU,0.10658
SOBRUX,0.03778
SOGNUA,0.09494
SOJYUN,0.08708
SOMYEZ,0.11927
SOPQOE,0.11823
SOVDEO,0.09987
SUKMAN,0.0684
TAFGIS,0.05094
TAKVIM,0.05562
TASVIU,0.08941
TAWMEM,0.16009
TAWNEN,0.15362
TEKJEB,0.18444
TEPBAT,0.13048
TEWNEP,0.11011
TEWSOF,0.09211
TEYFEK,0.12624
TIKHOM,0.08355
TILTAL,0.11215
TILTEP,0.12035
TIQHIM,0.1102
TOGJAC,0.1001
TOKHAE,0.08903
TOKQIW,0.07991
TOMLIR,0.09943
TOTHAN,0.11324
TOXYIO,0.05474
TUMCOT,0.09056
TURTAD,0.10931
TUVFOH,0.10644
TUWNAC,0.08768
UCEDEL,0.15043
UCIZEO,0.12235
UDIKEY,0.1152
UGETUW,0.08655
UGUCOQ,0.11393
UGUHAH,0.06992
UKOSEU,0.10232
UKUGUE,0.10287
UNIVIY,0.09496
UNIVUK,0.10375
USEDED,0.0959
USIVAV,0.10521
UTAVAO,0.08914
UTIVIE,0.08079
UTIWUR,0.07835
UXUPUZ,0.09959
UZEVAY,0.12183
UZITUT,0.10571
VAFQEY,0.09421
VANYUH,0.09747
VANZES,0.09603
VAPCAS,0.12144
VARPEL,0.09247
VASYAQ,0.06805
VAWDOP,0.10158
VEZXIJ,0.10955
VISBUV,0.09897
VISSAT,0.0782
VIWKEU,0.09094
VIWKIY,0.08527
VIXRAW,0.09768
VIYRIF,0.04308
VOGSEQ,0.08515
VOPXUW,0.09784
VUCKEL,0.18321
VUDKOV,0.11606
VUMWUX,0.08064
VUPCIT,0.14681
WAWMIT,0.09616
WECYUB,0.08985
WEJNOR,0.1235
WEJPAF,0.11273
WEJPUZ,0.0897
WEKWAM,0.05996
WELRUD,0.07063
WELSUC,0.10099
WERLUB,0.05989
WESRES,0.08572
WESXOK,0.08336
WIBCES,0.07914
WIPYOM,0.14422
WOBKIK,0.10872
WOBLUX,0.11671
WOCTAL,0.07536
WODGAZ,0.08801
WOVWOV,0.10301
WOVWUB,0.08445
WOWHAT,0.08651
WOYQIM,0.10526
WUDHAF,0.09452
XANWEP,0.04808
XANWIT,0.05987
XAQJEG,0.17068
XEPTUI,0.09119
XEPZUO,0.07926
XEQDAZ,0.10104
XEQLOW,0.02397
XEYMEU,0.04329
XIFZAN,0.09472
XINGAD,0.04709
XIPSEV,0.1085
XIWSON,0.10752
XIXVAD,0.14584
XIXYUA,0.11651
XOLDEJ,0.14079
XONHIU,0.11844
XOVPUV,0.11758
XUPHOG,0.12408
YAKDIA,0.11934
YAKDUL,0.09319
YARNAI,0.06319
YAYDEK,0.08695
YEVWUS,0.12848
YEXMUM,0.09804
YIFLAD,0.09289
YIPZOP,0.0897
YIQPAS,0.07431
YIZHUL,0.12357
YOFZID,0.09394
YOKBUY,0.11711
YUYZUP,0.09236
YUZBEC,0.08901
ZAJLOO,0.1062
ZALSAJ,0.08121
ZAVHUC,0.14982
ZAVVOK,0.12392
ZAYBIM,0.06195
ZAYCEJ,0.06182
ZAYNEU,0.085
ZOSYEN,0.10868
ZOSYIR,0.11483
ZUFBUZ,0.11373
ZULMIC,0.08454
ZUZPIV,0.08498
