refcode,gap
ISOQOY,0.11587
ITIXUF,0.12293
IXUWEE,0.04716
IYEYUH,0.10451
IYEZES,0.10533
IZOREV,0.07748
JAFNEM,0.11763
JEBHII,0.10157
JIMBAJ,0.08532
JIVPIN,0.0895
JIYRIT,0.07798
JONYUI,0.04154
JUWKAP,0.17869
KADPAI,0.10001
KAGRAM,0.08124
KAHZEB,0.09973
KAKFUZ,0.06538
KAMFEM,0.09709
KAPTON,0.10817
KAQFEN,0.11443
KARYEK,0.05468
KATDOB,0.11095
KEHDAE,0.06218
KEMLUK,0.08212
KIHPUO,0.13089
KOFWOU,0.07928
KOGWAG,0.13855
KOXRUM,0.08945
KUHCOH,0.10948
KUHDAU,0.10383
KUHQAG,0.08851
KUNPEQ,0.10926
KURNOC,0.09491
KUWBUB,0.10766
LABMIL,0.03778
LADGAB,0.16289
LATTEG,0.08188
LEJLEU,0.1083
LEPZEN,0.09699
LEQBEQ,0.08518
LEVPAE,0.11966
LEXZOD,0.12001
LEYGAZ,0.09298
LEYPAJ,0.11246
LEYRUF,0.11536
LIBTIB,0.1393
LIMRIJ,0.08492
LIRLAB,0.08889
LIYFEG,0.071
LIYWOI,0.09502
LOHFOG,0.08537
LOTNAJ,0.15733
LULXOF,0.07983
LUVLOF,0.09669
MABRAK,0.08869
MAFRUJ,0.10489
MAKNIY,0.11046
MALWEE,0.11916
MALWII,0.11763
MANTOL,0.08468
MAVTIO,0.08304
MAWWUE,0.10874
MAXYUG,0.12502
MEDJAI,0.14906
MEJHAM,0.11723
MENYAI,0.11
MEPPEF,0.10262
MIBBEG,0.19899
MIFJIV,0.08026
MIHLAT,0.07864
MIKDIW,0.10055
MIKDUI,0.10711
MIMXUD,0.07816
MIPCOF,0.0823
MIVMEL,0.09067
MIYVOG,0.0802
MIYZAY,0.11437
MOBBEL,0.09508
MOBYUZ,0.10752
MOMLUX,0.09342
MUCGIA,0.1181
MURCIN,0.12617
MUZZUC,0.12727
NABBEX,0.09299
NAHMEQ,0.12678
NALPUN,0.06835
NARFEU,0.06461
NASZOY,0.06775
NAVPAB,0.06541
NEHBAE,0.183
NEPRIK,0.10682
NESJIF,0.07235
NEXHOO,0.08371
NEXJIK,0.0945
NICGAJ,0.094
NICGEN,0.09236
NIMTUA,0.05283
NIYRAQ,0.10885
NIYZON,0.11504
NOBJIZ,0.08949
NOCSIH,0.03854
NOEPOR,0.09664
NOFTUX,0.06397
NUPDUZ,0.08976
NUPRUN,0.09099
NUQTEA,0.11257
NUXWOU,0.09495
ODIROJ,0.07738
OEBPNI,0.07261
OGUYIZ,0.09888
OJOGIE,0.10084
OJOXUH,0.07697
OLUPIV,0.12684
OMEYUA,0.06782
OMUDEH,0.09424
ONACIR,0.08023
ONIBAQ,0.0818
ORUHOZ,0.17875
OTEVOZ,0.09255
OVEQAI,0.10377
OVUFUI,0.07614
OVUGET,0.08425
OZAHAA,0.10412
OZEROB,0.08432
PAFFIN,0.14287
PALZUY,0.09092
PANVOS,0.10226
PAYTAN,0.15012
PEFWUV,0.11753
PEGNAS,0.10445
PEKTOP,0.10037
PEMJOI,0.05439
PEPVIR,0.10965
PEPVOX,0.07814
PERPIO,0.08089
PILCOD,0.09761
POKBAU,0.07591
POYHOB,0.11261
PUMKIR,0.1128
PUPHUF,0.07366
QAKJUH,0.09493
QAXLEI,0.11352
QAXMAF,0.10254
QEYTOG,0.1
QIFRAA,0.13638
QIHWEL,0.11148
QIQLOT,0.10222
QIYYIH,0.0643
QOBFOF,0.08542
QOBTUZ,0.10297
QOPGUY,0.11869
QOPLEO,0.11549
QORLEP,0.11115
QUGHOP,0.07212
QUKWEZ,0.08719
RAPYEO,0.09938
RAZHUY,0.09168
RECXON,0.11893
REMBAN,0.09216
REQCIC,0.09128
RIHNEE,0.11352
RIHVOT,0.08956
RIQJUW,0.08527
RISLAI,0.09347
RIVNAL,0.08535
RIVZUU,0.09941
ROBFIZ,0.09483
ROCZAN,0.09751
RUDVIX,0.11803
RUHVUN,0.09105
RUMWED,0.09616
RUSKOH,0.10606
RUTQIG,0.09061
RUTRAZ,0.01054
SABGAE,0.10395
SAQMED,0.07931
SASYUI,0.09014
SATRUC,0.09341
SAVCUP,0.09101
SAVDAW,0.09223
SAVREP,0.07565
SAZSET,0.08182
SEMNAZ,0.08949
SIMKAD,0.10486
SIWRAS,0.11653
SIWREW,0.11029
SODYUH,0.11096
SUCNOV,0.13551
SUCVAP,0.10601
SUZGUR,0.13277
TAFFEN,0.06425
TAFGIS,0.05094
TAQQIO,0.08721
TASBIB,0.08178
TASVIU,0.08941
TAWNOX,0.13477
TAWNUD,0.12757
TEJXIS,0.09247
TELPAE,0.12442
TEVJAI,0.08688
TEXJIQ,0.02931
TEYDUZ,0.09652
TIKHOM,0.08355
TITFOT,0.10722
TOGJAC,0.1001
TOMJOV,0.0382
TOPLUI,0.11158
TUKRIC,0.18362
TUVFIB,0.10053
UDOXOD,0.09565
UGUCIK,0.10976
UGUHAH,0.06992
UKUGUE,0.10287
UKULAP,0.06622
UMIQOX,0.10334
UNIVOE,0.1057
UNIWAR,0.10632
USEDED,0.0959
USIVAV,0.10521
UTADAV,0.10094
UTIVIE,0.08079
UTOQEB,0.14661
UXOBAM,0.07956
UXUQAG,0.13661
VACQUL,0.09415
VAKKOJ,0.13522
VALYEP,0.07694
VAPBUL,0.09868
VAPPAG,0.1317
VAWDOP,0.10158
VAYCEE,0.06792
VECNUO,0.03743
VECPIE,0.037
VEMQAH,0.07601
VEMQEL,0.07579
VEMQIP,0.12126
VIBVEI,0.10949
VIMJEH,0.12166
VISSAT,0.0782
VIXPIE,0.08278
VOCHOM,0.09242
VOCVER,0.09603
VOCVOB,0.08148
VOHXOI,0.1729
VONLOC,0.10811
VUJKES,0.07574
VUMKAQ,0.10427
VUMWIL,0.08023
VUPCIT,0.14681
VURFIY,0.07345
WEJTEM,0.11879
WENHEF,0.11728
WESRAO,0.09281
WESRES,0.08572
WIGWOB,0.09244
WILMOU,0.07065
WILVOE,0.09704
WILVUK,0.07495
WIMJUY,0.07992
WIPZED,0.11859
WOBWIU,0.09457
WOCRIQ,0.07403
WODQOV,0.08047
WODYAQ,0.05658
WURROS,0.10521
XADKOE,0.08706
XALTOW,0.11076
XAMGOH,0.08887
XANCEV,0.08251
XEHGUN,0.09982
XEKPEJ,0.09208
XEKTEO,0.0958
XEQLOW,0.02397
XEVFUA,0.06765
XIFXOC,0.08195
XIJFII,0.11643
XIMGEG,0.10614
XIPLEO,0.08467
XIPNEP,0.09598
XISHOZ,0.05196
XIWDEN,0.11814
XIWSON,0.10752
XIZYAJ,0.10361
XONKIW,0.07475
XOTDAM,0.10413
XOVQAC,0.09159
XUBZOK,0.09362
XUMXUZ,0.069
XUMYEK,0.07031
XUZYUO,0.09146
YADSON,0.10888
YAPZEW,0.12585
YATPER,0.07931
YAZTEZ,0.08947
YEDCER,0.11526
YEJYOE,0.11789
YEJZIZ,0.11295
YEQJAI,0.12393
YEXHOA,0.16324
YIBGUM,0.1126
YIFLEH,0.08575
YIVXUZ,0.07377
YOFZID,0.09394
YOGFAE,0.08628
YOHZOL,0.0995
YOMQAS,0.13609
YUHNOF,0.12361
YUJDOX,0.05717
YUMTEG,0.1456
YUPGUN,0.07441
ZAVHOW,0.15458
ZAVTIC,0.10755
ZAYDIO,0.10327
ZIDXAL,0.12668
ZIMNOB,0.06275
ZISBUB,0.06831
ZITNOF,0.08771
ZIWCIU,0.10733
ZOFROE,0.09422
ZOFYEA,0.10051
ZOGYOM,0.05786
ZONJOD,0.09513
ZONTON,0.11142
ZONVIJ,0.11176
ZOSMIF,0.06491
ZOSPEE,0.11895
ZOXJON,0.09779
