idx,rot633,rot589,rot355,rot589_sign,rot589_abs,rot589_power,rot589_power_abs,rot633_sign,rot633_abs,rot633_power,rot633_power_abs,rot355_sign,rot355_abs,rot355_power,rot355_power_abs,point_group,point_group_noH
115156,-70.94,-82.97,-273.69,-1.0,82.97,-107.16322230000002,107.16322230000002,-1.0,70.94,-91.62539460000002,91.62539460000002,-1.0,273.69,-353.49526710000004,353.49526710000004,C1,C1
101744,-71.69,-83.05,-239.58,-1.0,83.05,-108.1203035,108.1203035,-1.0,71.69,-93.3310603,93.3310603,-1.0,239.58,-311.90201460000003,311.90201460000003,C1,C1
070853,37.94,44.42,150.57,1.0,44.42,54.26658140000001,54.26658140000001,1.0,37.94,46.3501598,46.3501598,1.0,150.57,183.9468519,183.9468519,C1,C1
032193,163.36,193.04,785.17,1.0,193.04,243.452396,243.452396,1.0,163.36,206.021464,206.021464,1.0,785.17,990.2171455,990.2171455,C1,C1
105007,-29.51,-34.39,-109.41,-1.0,34.39,-43.3847045,43.3847045,-1.0,29.51,-37.2283405,37.2283405,-1.0,109.41,-138.0261855,138.0261855,C1,C1
109853,269.5,315.16,1047.65,1.0,315.16,413.2724596,413.2724596,1.0,269.5,353.398045,353.398045,1.0,1047.65,1373.7939215,1373.7939215,C1,C1
032642,28.21,32.79,99.16,1.0,32.79,41.043570900000006,41.043570900000006,1.0,28.21,35.3107391,35.3107391,1.0,99.16,124.1195636,124.1195636,C1,C1
073575,74.27,87.06,296.69,1.0,87.06,108.1137198,108.1137198,1.0,74.27,92.2307141,92.2307141,1.0,296.69,368.4385427,368.4385427,C1,C1
122798,84.0,97.89,1614.56,1.0,97.89,128.3641359,128.3641359,1.0,84.0,110.15004,110.15004,1.0,1614.56,2117.1886736,2117.1886736,C1,C1
101155,-62.95,-73.36,-231.57,-1.0,73.36,-94.05852399999996,94.05852399999996,-1.0,62.95,-80.71134249999997,80.71134249999997,-1.0,231.57,-296.90747549999986,296.90747549999986,C1,C1
060031,-196.09,-233.18,-1155.86,-1.0,233.18,-296.4720474,296.4720474,-1.0,196.09,-249.3147087,249.3147087,-1.0,1155.86,-1469.5950798,1469.5950798,C1,C1
107104,-64.03,-75.95,-337.17,-1.0,75.95,-96.5651085,96.5651085,-1.0,64.03,-81.4096629,81.4096629,-1.0,337.17,-428.6880531000001,428.6880531000001,C1,C1
083608,90.3,104.07,151.67,1.0,104.07,134.3699805,134.3699805,1.0,90.3,116.590845,116.590845,1.0,151.67,195.8287205,195.8287205,C1,C1
095037,-4.12,-4.44,2.81,-1.0,4.44,-5.513725200000001,5.513725200000001,-1.0,4.12,-5.116339600000001,5.116339600000001,1.0,2.81,3.4895423000000005,3.4895423000000005,C1,C1
095269,-85.0,-100.09,-366.8,-1.0,100.09,-122.3209899,122.3209899,-1.0,85.0,-103.87935,103.87935,-1.0,366.8,-448.269948,448.269948,C1,C1
060054,-61.44,-71.48,-219.15,-1.0,71.48,-93.05766760000002,93.05766760000002,-1.0,61.44,-79.9868928,79.9868928,-1.0,219.15,-285.30481050000003,285.30481050000003,C1,C1
006327,-26.85,-32.1,-152.54,-1.0,32.1,-36.958656,36.958656,-1.0,26.85,-30.914016,30.914016,-1.0,152.54,-175.62845439999998,175.62845439999998,C1,C1
097725,-3.06,-2.59,47.15,-1.0,2.59,-3.1897145,3.1897145,-1.0,3.06,-3.768543,3.768543,1.0,47.15,58.0675825,58.0675825,C1,C1
016229,147.01,172.05,581.01,1.0,172.05,191.22325200000003,191.22325200000003,1.0,147.01,163.3927944,163.3927944,1.0,581.01,645.7577544000001,645.7577544000001,C1,C1
112909,107.96,126.04,407.82,1.0,126.04,161.60218599999996,161.60218599999996,1.0,107.96,138.42091399999993,138.42091399999993,1.0,407.82,522.8864129999997,522.8864129999997,C1,C1
107593,69.18,83.2,551.96,1.0,83.2,104.96096,104.96096,1.0,69.18,87.27402900000001,87.27402900000001,1.0,551.96,696.325138,696.325138,C1,C1
079409,-38.16,-44.55,-145.36,-1.0,44.55,-55.7636805,55.7636805,-1.0,38.16,-47.7652536,47.7652536,-1.0,145.36,-181.94856560000005,181.94856560000005,C1,C1
042023,12.46,14.31,36.26,1.0,14.31,18.0590769,18.0590769,1.0,12.46,15.7243954,15.7243954,1.0,36.26,45.75975739999999,45.75975739999999,C1,C1
083013,-240.65,-289.19,-1420.69,-1.0,289.19,-344.61904730000003,344.61904730000003,-1.0,240.65,-286.7753855,286.7753855,-1.0,1420.69,-1692.9936523,1692.9936523,C1,C1
034288,-55.67,-65.42,-231.9,-1.0,65.42,-78.605401,78.605401,-1.0,55.67,-66.89028850000001,66.89028850000001,-1.0,231.9,-278.639445,278.639445,C1,C1
095152,-33.43,-39.28,-138.87,-1.0,39.28,-49.553684,49.553684,-1.0,33.43,-42.1736165,42.1736165,-1.0,138.87,-175.1914485,175.1914485,C1,C1
065451,-377.96,-444.07,-1602.59,-1.0,444.07,-555.6692317000001,555.6692317000001,-1.0,377.96,-472.9451276,472.9451276,-1.0,1602.59,-2005.3368929,2005.3368929,C1,C1
093611,-78.03,-87.44,64.05,-1.0,87.44,-108.5471416,108.5471416,-1.0,78.03,-96.8656617,96.8656617,1.0,64.05,79.51102949999999,79.51102949999999,C1,C1
083946,42.32,49.38,159.07,1.0,49.38,62.3170662,62.3170662,1.0,42.32,53.40741679999999,53.40741679999999,1.0,159.07,200.7447493,200.7447493,C1,C1
081834,92.08,107.17,330.61,1.0,107.17,133.0397663,133.0397663,1.0,92.08,114.3071912,114.3071912,1.0,330.61,410.4159479000001,410.4159479000001,C1,C1
061347,-66.41,-77.17,-220.28,-1.0,77.17,-94.2454059,94.2454059,-1.0,66.41,-81.10454069999999,81.10454069999999,-1.0,220.28,-269.0213556,269.0213556,C1,C1
026490,-130.3,-153.15,-554.28,-1.0,153.15,-190.1188785,190.1188785,-1.0,130.3,-161.753117,161.753117,-1.0,554.28,-688.0776492,688.0776492,C1,C1
062568,-166.38,-195.92,-732.59,-1.0,195.92,-247.162876,247.162876,-1.0,166.38,-209.896689,209.896689,-1.0,732.59,-924.1989145,924.1989145,C1,C1
036362,134.47,156.73,496.34,1.0,156.73,191.4723391,191.4723391,1.0,134.47,164.2779649,164.2779649,1.0,496.34,606.3636878,606.3636878,C1,C1
051330,134.48,161.97,1009.44,1.0,161.97,199.4741535,199.4741535,1.0,134.48,165.618844,165.618844,1.0,1009.44,1243.175832,1243.175832,C1,C1
058624,-50.34,-58.54,-178.82,-1.0,58.54,-75.05706099999996,75.05706099999996,-1.0,50.34,-64.54343099999997,64.54343099999997,-1.0,178.82,-229.27406299999987,229.27406299999987,C1,C1
007366,-83.0,-102.53,-757.71,-1.0,102.53,-119.098848,119.098848,-1.0,83.0,-96.4128,96.4128,-1.0,757.71,-880.1559360000001,880.1559360000001,C1,C1
014978,-192.92,-226.32,-798.87,-1.0,226.32,-260.5667424,260.5667424,-1.0,192.92,-222.1126544,222.1126544,-1.0,798.87,-919.7550084,919.7550084,C1,C1
039392,125.65,146.67,473.13,1.0,146.67,182.1392061,182.1392061,1.0,125.65,156.0359395,156.0359395,1.0,473.13,587.5470279,587.5470279,C1,C1
016642,-11.84,-15.84,-219.33,-1.0,15.84,-18.07344,18.07344,-1.0,11.84,-13.50944,13.50944,-1.0,219.33,-250.25553,250.25553,C1,C1
017558,-14.83,-17.53,-64.11,-1.0,17.53,-19.4835432,19.4835432,-1.0,14.83,-16.4826552,16.4826552,-1.0,64.11,-71.2544184,71.2544184,C1,C1
020931,-77.82,-91.48,-325.79,-1.0,91.48,-101.6781904,101.6781904,-1.0,77.82,-86.49537359999998,86.49537359999998,-1.0,325.79,-362.1090692,362.1090692,C1,C1
053938,-56.65,-67.52,-311.21,-1.0,67.52,-88.5396512,88.5396512,-1.0,56.65,-74.28571149999999,74.28571149999999,-1.0,311.21,-408.0927851,408.0927851,C1,C1
013974,60.23,69.93,203.41,1.0,69.93,75.622302,75.622302,1.0,60.23,65.132722,65.132722,1.0,203.41,219.967574,219.967574,C1,C1
131786,50.99,59.49,191.3,1.0,59.49,76.22513190000001,76.22513190000001,1.0,50.99,65.3339969,65.3339969,1.0,191.3,245.114603,245.114603,C1,C1
086744,-218.1,-255.54,-877.1,-1.0,255.54,-317.3372382,317.3372382,-1.0,218.1,-270.843123,270.843123,-1.0,877.1,-1089.2090930000002,1089.2090930000002,C1,C1
007272,-47.47,-55.72,-193.92,-1.0,55.72,-62.5022384,62.5022384,-1.0,47.47,-53.2480484,53.2480484,-1.0,193.92,-217.5239424,217.5239424,C1,C1
120961,25.93,30.05,87.28,1.0,30.05,38.5153855,38.5153855,1.0,25.93,33.2347403,33.2347403,1.0,87.28,111.86764879999998,111.86764879999998,C1,C1
020187,-5.46,-6.26,-12.65,-1.0,6.26,-6.9576144,6.9576144,-1.0,5.46,-6.0684624000000005,6.0684624000000005,-1.0,12.65,-14.059716000000002,14.059716000000002,C1,C1
048771,-182.05,-216.4,-1005.53,-1.0,216.4,-264.369388,264.369388,-1.0,182.05,-222.40502350000003,222.40502350000003,-1.0,1005.53,-1228.4258351,1228.4258351,C1,C1
105271,28.8,33.39,97.5,1.0,33.39,43.4547477,43.4547477,1.0,28.8,37.481184000000006,37.481184000000006,1.0,97.5,126.889425,126.889425,C1,C1
042079,-51.43,-60.55,-219.9,-1.0,60.55,-76.9850865,76.9850865,-1.0,51.43,-65.38964490000001,65.38964490000001,-1.0,219.9,-279.587457,279.587457,C1,C1
104788,-137.77,-160.46,-504.06,-1.0,160.46,-204.0842602,204.0842602,-1.0,137.77,-175.2255299,175.2255299,-1.0,504.06,-641.0987922,641.0987922,C1,C1
050250,137.52,167.74,1318.22,1.0,167.74,208.2307586,208.2307586,1.0,137.52,170.71595280000005,170.71595280000005,1.0,1318.22,1636.4251258000002,1636.4251258000002,C1,C1
007093,-8.89,-10.15,-11.36,-1.0,10.15,-11.180834000000004,11.180834000000004,-1.0,8.89,-9.7928684,9.7928684,-1.0,11.36,-12.513721599999998,12.513721599999998,C1,C1
034554,-112.76,-135.37,-715.08,-1.0,135.37,-162.64840869999998,162.64840869999998,-1.0,112.76,-135.48226759999997,135.48226759999997,-1.0,715.08,-859.1757707999999,859.1757707999999,C1,C1
098051,-0.67,-2.11,-886.65,-1.0,2.11,-2.6194173000000003,2.6194173000000003,-1.0,0.67,-0.8317581,0.8317581,-1.0,886.65,-1100.7139095,1100.7139095,C1,C1
082300,54.77,63.34,179.17,1.0,63.34,78.6853818,78.6853818,1.0,54.77,68.0391279,68.0391279,1.0,179.17,222.5775159,222.5775159,C1,C1
027188,177.13,209.22,825.42,1.0,209.22,249.3211974,249.3211974,1.0,177.13,211.0805071,211.0805071,1.0,825.42,983.6282514,983.6282514,C1,C1
001594,174.26,209.91,1230.5,1.0,209.91,203.8582947,203.8582947,1.0,174.26,169.2360842,169.2360842,1.0,1230.5,1195.024685,1195.024685,C1,C1
083693,219.7,264.71,1787.92,1.0,264.71,333.9449005,333.9449005,1.0,219.7,277.162535,277.162535,1.0,1787.92,2255.5504760000003,2255.5504760000003,C1,C1
057270,-7.04,-8.12,-21.58,-1.0,8.12,-10.3240116,10.3240116,-1.0,7.04,-8.9508672,8.9508672,-1.0,21.58,-27.4374594,27.4374594,C1,C1
020801,5.91,7.38,48.8,1.0,7.38,8.2756368,8.2756368,1.0,5.91,6.6272376,6.6272376,1.0,48.8,54.722368,54.722368,C1,C1
015971,-189.25,-226.3,-1338.58,-1.0,226.3,-251.518872,251.518872,-1.0,189.25,-210.34002,210.34002,-1.0,1338.58,-1487.7513552,1487.7513552,C1,C1
126625,-0.45,-0.62,-7.67,-1.0,0.62,-0.7760849999999999,0.7760849999999999,-1.0,0.45,-0.5632874999999999,0.5632874999999999,-1.0,7.67,-9.6009225,9.6009225,C1,C1
126740,-65.12,-75.76,-208.72,-1.0,75.76,-94.0537672,94.0537672,-1.0,65.12,-80.8445264,80.8445264,-1.0,208.72,-259.1196184,259.1196184,C1,C1
042358,217.26,266.47,2185.18,1.0,266.47,330.79319330000004,330.79319330000004,1.0,217.26,269.7043914,269.7043914,1.0,2185.18,2712.6606002,2712.6606002,C1,C1
063230,-55.97,-65.44,-219.24,-1.0,65.44,-79.9748784,79.9748784,-1.0,55.97,-68.4014967,68.4014967,-1.0,219.24,-267.9353964,267.9353964,C1,C1
028436,17.94,21.96,144.68,1.0,21.96,27.2618028,27.2618028,1.0,17.94,22.2712542,22.2712542,1.0,144.68,179.61009239999998,179.61009239999998,C1,C1
052230,-11.57,-12.78,32.96,-1.0,12.78,-16.3746306,16.3746306,-1.0,11.57,-14.824293900000002,14.824293900000002,1.0,32.96,42.2306592,42.2306592,C1,C1
078257,-15.96,-14.89,729.76,-1.0,14.89,-18.9315927,18.9315927,-1.0,15.96,-20.2920228,20.2920228,1.0,729.76,927.8387568,927.8387568,C1,C1
116374,6.41,7.95,48.44,1.0,7.95,10.0328205,10.0328205,1.0,6.41,8.0893559,8.0893559,1.0,48.44,61.13079559999999,61.13079559999999,C1,C1
091369,-25.27,-27.69,16.28,-1.0,27.69,-34.386272700000006,34.386272700000006,-1.0,25.27,-31.3810441,31.3810441,1.0,16.28,20.2169924,20.2169924,C1,C1
030304,-17.85,-21.28,-90.78,-1.0,21.28,-25.787742400000003,25.787742400000003,-1.0,17.85,-21.6311655,21.6311655,-1.0,90.78,-110.0099274,110.0099274,C1,C1
042230,-402.46,-478.18,-2234.65,-1.0,478.18,-588.6921798000001,588.6921798000001,-1.0,402.46,-495.4725306,495.4725306,-1.0,2234.65,-2751.099961500001,2751.099961500001,C1,C1
051819,266.93,317.31,1739.24,1.0,317.31,397.18010010000006,397.18010010000006,1.0,266.93,334.1189503,334.1189503,1.0,1739.24,2177.0241004,2177.0241004,C1,C1
004447,-26.25,-31.21,-132.54,-1.0,31.21,-36.2273196,36.2273196,-1.0,26.25,-30.46995,30.46995,-1.0,132.54,-153.8471304,153.8471304,C1,C1
