run_id,sweep_id,name,val_score_best,lr,n_s,n_v,noH,seed,radius,dataset,features,splitter,sum_mode,dropout_p,invariant,graph_mode,train_frac,weight_decay,max_neighbors,n_conv_layers,target_column,distance_emb_dim
qxwg1qyx,f8eeknq4,gallant-sweep-13,0.4461027147944142,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,0.0001,50,3,gap,16
q55mgntf,f8eeknq4,jolly-sweep-14,0.4459076826784504,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,0.0001,50,3,gap,16
pxbpbhpw,f8eeknq4,chocolate-sweep-15,0.4288317888333102,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,50,3,gap,32
3n12d9gk,f8eeknq4,worthy-sweep-16,0.44991746725784704,0.001,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,0.001,25,3,gap,16
bhm8tab8,f8eeknq4,restful-sweep-17,0.4366138556820357,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,0.0001,25,3,gap,32
vuzhbanf,f8eeknq4,dandy-sweep-18,0.41502243663384186,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,0.0001,10,3,gap,32
dunw8flm,f8eeknq4,stilted-sweep-19,0.4046726251058598,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,10,3,gap,48
f6nq0bv0,f8eeknq4,tough-sweep-20,0.4241566039601712,0.001,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,10,3,gap,48
pf1rgomo,f8eeknq4,deep-sweep-21,0.4264885567001944,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,25,2,gap,64
movudyqw,f8eeknq4,kind-sweep-22,0.43164043496661464,0.001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,0.0001,10,3,gap,48
fwd4rr2g,f8eeknq4,hardy-sweep-23,0.43263089543240624,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,1e-05,10,2,gap,48
psbxw519,f8eeknq4,crisp-sweep-24,0.4292798960238081,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,1e-05,10,3,gap,64
3cufk8ju,f8eeknq4,glorious-sweep-25,0.4207695816829828,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,0.0001,10,3,gap,48
tg09sgmw,f8eeknq4,dashing-sweep-26,0.4264282459842767,0.001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,25,3,gap,48
hsmyipqc,f8eeknq4,sleek-sweep-27,0.4343159965554967,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,25,2,gap,64
keivf22s,f8eeknq4,deep-sweep-28,0.4403472405134333,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,1e-05,25,3,gap,16
kzh3j5dq,f8eeknq4,autumn-sweep-29,0.4314004252479192,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,10,2,gap,32
m56ezki0,f8eeknq4,young-sweep-30,0.4330586152351463,0.001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,10,3,gap,32
gpjvn809,f8eeknq4,wandering-sweep-31,0.447508331438037,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,10,3,gap,16
fnh9424i,f8eeknq4,youthful-sweep-32,0.40842195360049866,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,10,3,gap,64
8fn5u17l,f8eeknq4,lunar-sweep-33,0.42886591650468864,0.001,16,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,10,2,gap,64
ywubqczj,f8eeknq4,playful-sweep-34,0.4649459658073113,0.001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,0.0,10,2,gap,64
yjxqylzf,f8eeknq4,fiery-sweep-35,0.4092016733696234,0.001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,10,3,gap,64
dme72kzp,f8eeknq4,lemon-sweep-36,0.41906339830802425,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,0.0001,10,3,gap,64
8rgqp0f3,f8eeknq4,iconic-sweep-37,0.4372204197174765,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,10,3,gap,16
7izuzmcq,f8eeknq4,playful-sweep-38,0.4170258249767718,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,25,3,gap,48
jdxkdb7g,f8eeknq4,firm-sweep-39,0.4264923894593157,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,50,3,gap,64
u37xaqam,f8eeknq4,floral-sweep-40,0.42144229154843904,0.0005,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,1e-05,10,3,gap,64
djxvmkzg,f8eeknq4,radiant-sweep-41,0.4239075680688246,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,10,3,gap,64
bvi7fdxq,f8eeknq4,genial-sweep-42,0.4304773761536519,0.0005,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,0.0001,10,3,gap,64
31hjwn0u,f8eeknq4,balmy-sweep-43,0.44577841635624327,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,0.001,10,3,gap,64
fvnc1az0,f8eeknq4,fearless-sweep-44,0.46840647962082416,0.001,16,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,25,2,gap,64
kv21rltj,f8eeknq4,daily-sweep-45,0.4372255998401207,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,50,3,gap,64
k38cqih5,f8eeknq4,morning-sweep-46,0.4358517629498755,0.0001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,10,3,gap,48
vc6ban4k,f8eeknq4,effortless-sweep-47,0.46979307783790103,0.001,16,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,0.0,10,2,gap,32
xt7412ku,f8eeknq4,volcanic-sweep-48,0.4080041953164804,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,10,3,gap,64
sihhb7lh,f8eeknq4,autumn-sweep-49,0.44808921789792966,0.0005,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,0.0,10,3,gap,16
1a6bi5q7,f8eeknq4,glad-sweep-50,0.40089575955771606,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,10,3,gap,64
ty94y23h,f8eeknq4,trim-sweep-51,0.459226785612054,5e-05,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,0.0,10,2,gap,64
x1ctxuvk,f8eeknq4,splendid-sweep-52,0.4310423422093531,0.0005,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,25,3,gap,64
qi9yh5jw,f8eeknq4,mild-sweep-53,0.4062036981562778,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,10,3,gap,64
w9rbat9h,f8eeknq4,skilled-sweep-54,0.42214653736259095,0.0005,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,0.0,10,2,gap,48
amuj2ane,f8eeknq4,snowy-sweep-55,0.4052259292401687,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,25,3,gap,48
vc3v7va0,f8eeknq4,eager-sweep-56,0.4650064218922897,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,0.001,10,2,gap,64
a7ha5pgt,f8eeknq4,misty-sweep-57,0.4381288558984185,0.001,48,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,10,3,gap,64
8lcjy2s0,f8eeknq4,stellar-sweep-58,0.4360299771115329,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,10,3,gap,64
mh42t3ie,f8eeknq4,vivid-sweep-59,0.420276381009845,0.001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,0.0001,10,3,gap,64
xgrzohec,f8eeknq4,expert-sweep-60,0.42766813940662074,0.001,32,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,25,3,gap,64
172it1i9,f8eeknq4,generous-sweep-61,0.4141944044957323,0.0005,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,1e-05,10,3,gap,64
ot1x4spe,f8eeknq4,splendid-sweep-62,0.4266517255794059,0.001,16,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,0.0001,10,3,gap,64
dl1knz3m,f8eeknq4,honest-sweep-63,0.4056509655300477,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,10,3,gap,48
wi95t71u,f8eeknq4,frosty-sweep-64,0.4344507906400733,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,0.0001,25,3,gap,32
