run_id,sweep_id,name,val_score_best,lr,n_s,n_v,noH,seed,radius,dataset,features,splitter,sum_mode,dropout_p,invariant,graph_mode,train_frac,weight_decay,max_neighbors,n_conv_layers,target_column,distance_emb_dim
cw3apq27,fcgcomyp,avid-sweep-11,2.6015707227678506,0.0001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,50,2,dipole_moment_Debye,16
xsi01yua,fcgcomyp,rare-sweep-12,2.5947530712918705,0.0001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,0.0001,10,2,dipole_moment_Debye,32
ncazyjge,fcgcomyp,wobbly-sweep-13,1.8935662807758291,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,32
n7sw8qeu,fcgcomyp,helpful-sweep-14,1.9452970717239464,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
ipf9zmgb,fcgcomyp,neat-sweep-15,2.0869718665663513,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,48
1fuqette,fcgcomyp,volcanic-sweep-16,1.9605826750157036,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
vjw0y2gz,fcgcomyp,lucky-sweep-17,2.1815059201954696,0.001,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,32
o514wxrx,fcgcomyp,playful-sweep-18,2.097918659242422,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,0.0001,50,3,dipole_moment_Debye,16
g8a4r53o,fcgcomyp,splendid-sweep-19,1.9597339600217072,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
ocicfy34,fcgcomyp,vague-sweep-20,1.8439103293704084,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,32
iifaidgq,fcgcomyp,rich-sweep-21,1.982729322944094,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,16
0kin3snx,fcgcomyp,ethereal-sweep-22,2.2211916662476763,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,0.0001,50,2,dipole_moment_Debye,16
jtvdc8d5,fcgcomyp,whole-sweep-23,2.0357779077884017,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,10,3,dipole_moment_Debye,48
4e4jfmhq,fcgcomyp,noble-sweep-24,2.06058071466457,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,10,3,dipole_moment_Debye,32
4rdo6uff,fcgcomyp,brisk-sweep-25,1.981363559969628,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,16
udmysivn,fcgcomyp,summer-sweep-26,2.428425176041527,5e-05,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
1avstgi0,fcgcomyp,noble-sweep-27,1.8820549572962435,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
dyntensp,fcgcomyp,dark-sweep-28,1.963288101855064,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,32
j6x1dv8g,fcgcomyp,deep-sweep-29,2.3721036251700234,0.0005,16,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
0j6oszyg,fcgcomyp,rural-sweep-30,1.971083499988734,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,1e-05,25,2,dipole_moment_Debye,16
sufg4a8q,fcgcomyp,dry-sweep-31,2.1073999682336493,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,10,2,dipole_moment_Debye,16
8bhwqd80,fcgcomyp,lilac-sweep-32,1.949261051217259,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,48
yqypmil0,fcgcomyp,azure-sweep-33,2.0560462362246237,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,1e-05,10,2,dipole_moment_Debye,16
wdiappik,fcgcomyp,graceful-sweep-34,1.993435915774323,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,32
v41erguk,fcgcomyp,volcanic-sweep-35,1.9289792228003555,0.0005,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
zkmkq8oa,fcgcomyp,fanciful-sweep-36,2.3541831468336785,0.001,16,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,50,2,dipole_moment_Debye,32
9ywub1te,fcgcomyp,cosmic-sweep-37,2.3488721674196182,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,25,2,dipole_moment_Debye,64
iblp6xem,fcgcomyp,worthy-sweep-38,1.9666463161014995,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
qo5odjqv,fcgcomyp,curious-sweep-39,2.0316852690005307,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,50,2,dipole_moment_Debye,16
b4ua7xhl,fcgcomyp,vibrant-sweep-40,2.425963245346608,0.0001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,50,2,dipole_moment_Debye,48
n6ocbapt,fcgcomyp,amber-sweep-41,2.3862799791960665,0.0001,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,25,2,dipole_moment_Debye,16
ug1jxyjx,fcgcomyp,colorful-sweep-42,2.1059142793644505,0.001,32,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,1e-05,25,2,dipole_moment_Debye,32
tfhmazbq,fcgcomyp,likely-sweep-43,1.8902573165063092,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
cayr85h3,fcgcomyp,dutiful-sweep-44,1.9413005054526211,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,10,3,dipole_moment_Debye,16
ixcik8s2,fcgcomyp,expert-sweep-45,2.42838902424492,0.001,16,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,0.0001,50,2,dipole_moment_Debye,16
k5n3hnky,fcgcomyp,sage-sweep-46,1.8993828223100184,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,16
r79jpk6p,fcgcomyp,crimson-sweep-47,2.126275743591563,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,1e-05,10,2,dipole_moment_Debye,16
wvh5awme,fcgcomyp,magic-sweep-48,1.9810151836909131,0.001,16,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,10,3,dipole_moment_Debye,32
tj592o0d,fcgcomyp,zany-sweep-49,1.9610673895827273,0.0005,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
3kcucxor,fcgcomyp,crisp-sweep-50,1.9716933254667677,0.0005,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,0.0001,50,3,dipole_moment_Debye,32
prelh8wm,fcgcomyp,cerulean-sweep-51,2.193792333229388,0.0005,32,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,0.0001,10,3,dipole_moment_Debye,32
0ldn5sf1,fcgcomyp,likely-sweep-52,2.8292404879614077,0.0005,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,0.001,25,3,dipole_moment_Debye,32
lbc0b768,fcgcomyp,sage-sweep-53,1.8164419711428408,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,16
l1f9m4w6,fcgcomyp,rural-sweep-54,2.2107852144571307,0.001,16,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,10,3,dipole_moment_Debye,16
l1qh9y58,fcgcomyp,golden-sweep-55,2.382388609124914,5e-05,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,48
ffedm17x,fcgcomyp,woven-sweep-56,1.867937551479683,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,10,3,dipole_moment_Debye,16
kkbwmjcq,fcgcomyp,devout-sweep-57,2.013428811334555,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,50,2,dipole_moment_Debye,32
03a3jnd5,fcgcomyp,brisk-sweep-58,2.1054314816667214,0.001,32,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,48
ab04mar3,fcgcomyp,devoted-sweep-59,1.8149491701511176,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,16
6lb2o9s0,fcgcomyp,golden-sweep-60,1.9657261804514143,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,32
tkt29i13,fcgcomyp,icy-sweep-61,1.9082511426049895,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
t7oxngad,fcgcomyp,eternal-sweep-62,2.190924619987193,0.0005,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,0.0001,10,3,dipole_moment_Debye,16
w4bo5cpc,fcgcomyp,legendary-sweep-63,1.9583637286176172,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
uhft8lgz,fcgcomyp,sage-sweep-64,1.9170014129267137,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,1e-05,10,3,dipole_moment_Debye,32
fyjzg2gp,fcgcomyp,jumping-sweep-65,2.010007202202536,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
k2ppde3s,fcgcomyp,noble-sweep-66,1.8750950825640729,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
5nn345jh,fcgcomyp,floral-sweep-67,1.987687322010198,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,32
t5bpzhl4,fcgcomyp,absurd-sweep-68,1.77739630844006,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,32
2zh0eboi,fcgcomyp,deep-sweep-69,2.2582182052995936,0.0001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,32
4p486ixw,fcgcomyp,apricot-sweep-70,2.1187323766612107,0.001,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
x8azvhd9,fcgcomyp,dainty-sweep-71,1.973916645602671,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,0.0001,50,3,dipole_moment_Debye,16
4b0oi72l,fcgcomyp,stoic-sweep-72,1.8938151973864472,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
g8i3mzes,fcgcomyp,volcanic-sweep-73,1.9536394698805315,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,16
twxo7f8h,fcgcomyp,devout-sweep-74,1.9044646245164925,0.0005,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
1x9k34df,fcgcomyp,vital-sweep-75,2.1502787425127527,0.0005,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,10,3,dipole_moment_Debye,64
hkibf8uk,fcgcomyp,solar-sweep-76,1.995739639491849,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,0.0001,25,3,dipole_moment_Debye,16
bdw027e3,fcgcomyp,fast-sweep-77,1.9935096295076995,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,10,3,dipole_moment_Debye,16
8hvge2rg,fcgcomyp,radiant-sweep-78,1.9422040764344677,0.0005,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,0.0,50,3,dipole_moment_Debye,16
95hhww5s,fcgcomyp,dulcet-sweep-79,2.222441874505987,0.001,16,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,10,2,dipole_moment_Debye,16
yve4wua8,fcgcomyp,glamorous-sweep-80,2.195489379331674,0.001,32,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,64
tguzg32c,fcgcomyp,valiant-sweep-81,2.0554084152416285,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,16
dwy5pa5j,fcgcomyp,clean-sweep-82,2.005792503115403,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,32
ztwgxdld,fcgcomyp,amber-sweep-83,1.9696551278147645,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,32
xyd2luvq,fcgcomyp,colorful-sweep-84,2.130042076969609,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,1e-05,10,2,dipole_moment_Debye,48
7sj58s6i,fcgcomyp,tough-sweep-85,2.149830351211285,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,10,2,dipole_moment_Debye,32
m60hyph7,fcgcomyp,restful-sweep-86,1.927607706658768,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector_masked,0.8,1e-05,10,3,dipole_moment_Debye,16
c1svofr3,fcgcomyp,youthful-sweep-87,2.033862824841734,0.001,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
c94npcu5,fcgcomyp,happy-sweep-88,2.1169203286381872,0.0005,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,10,3,dipole_moment_Debye,32
p7g9bloi,fcgcomyp,firm-sweep-89,2.0733742407168716,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,0.0001,50,3,dipole_moment_Debye,32
3gzg43bs,fcgcomyp,unique-sweep-90,2.664256812019677,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,10,3,dipole_moment_Debye,16
dtyz8vau,fcgcomyp,noble-sweep-91,2.021405713189531,0.0005,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,10,3,dipole_moment_Debye,32
su18ijae,fcgcomyp,logical-sweep-92,2.400082047217439,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,0.001,50,3,dipole_moment_Debye,16
hlm4sytc,fcgcomyp,cosmic-sweep-93,2.7393549242678494,5e-05,32,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,10,3,dipole_moment_Debye,48
vtch1jpe,fcgcomyp,whole-sweep-94,2.0792682555051227,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,0.0001,25,3,dipole_moment_Debye,32
i8d2fqph,fcgcomyp,curious-sweep-95,2.497827527435751,5e-05,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,0.0,10,2,dipole_moment_Debye,16
h0tocabc,fcgcomyp,misty-sweep-96,1.9860843970054496,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
g280pcai,fcgcomyp,serene-sweep-97,2.1146456957795055,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,32
78ul6ojm,fcgcomyp,winter-sweep-98,1.8766092429565095,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,32
kohi5xl9,fcgcomyp,fanciful-sweep-99,1.9096576486491128,0.001,48,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
eyxpjynk,fcgcomyp,upbeat-sweep-100,1.9559226992198024,0.0005,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,16
c11lt19n,fcgcomyp,dry-sweep-101,2.002194588074545,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,48
sexgfpy6,fcgcomyp,olive-sweep-102,2.143930294062012,0.001,48,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,32
xbijm9qq,fcgcomyp,colorful-sweep-103,2.0277319218616707,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,16
4yzaqwfx,fcgcomyp,upbeat-sweep-104,2.1655087578745795,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,1e-05,50,2,dipole_moment_Debye,16
n7k90olk,fcgcomyp,earnest-sweep-105,1.9372780998343868,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
syn1cwn3,fcgcomyp,fiery-sweep-106,2.028265254273813,0.001,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector_masked,0.8,0.0,10,3,dipole_moment_Debye,32
a6mld821,fcgcomyp,silvery-sweep-107,1.9414336139825183,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,50,3,dipole_moment_Debye,16
i7uw8wgc,fcgcomyp,distinctive-sweep-108,1.975493842587365,0.0005,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector_masked,0.8,1e-05,25,3,dipole_moment_Debye,16
0337srq7,fcgcomyp,solar-sweep-109,2.380604257176001,0.001,32,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector_masked,0.8,1e-05,10,2,dipole_moment_Debye,64
epd5euqm,fcgcomyp,hopeful-sweep-110,1.9985610279662127,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector_masked,0.8,1e-05,10,3,dipole_moment_Debye,32
