refcode,gap
SEMCUK,2.6655
SEMROU,1.5264
SEPPUZ,2.0113
SESGUT,3.603
SEWMAK,3.3471
SEZVEY,4.0727
SIBLIZ,3.5824
SINMIO,3.2609
SIQMEL,4.4023
SOGFAY,2.6373
SOGFEC,3.2798
SOGPIO,3.7382
SOHKAC,0.9787
SOPCAB,1.7112
SOQLUF,2.7575
SOZYEL,2.7276
SUBJIL,2.2099
SUFBUS,3.2948
TAGFIR,1.2181
TALYIO,3.734
TAQZEQ,3.8319
TEBRUP,2.5819
TICJEX,2.6313
TILSUD,2.5079
TOLMEO,1.4557
TOTGOY,3.1217
TUDJEH,1.6258
TUDJIL,4.1158
UBOMEG,2.4839
UBUBAU,2.0322
UCOJIF,2.3607
UDUGUY,2.8688
UFOYOF,3.0882
UGEKAT,2.1591
UHEPED,2.8316
UMUJUK,2.0826
UNOFEJ,3.2203
UNONOB,1.9879
UQAREK,3.1995
URIRUL,2.6336
UWIPOG,2.5942
UYAKAI,3.421
UZEVUR,2.6241
VABTOH,2.7848
VAKYOX,2.238
VAMNAY,3.2357
VAQFAU,1.4503
VEGCEQ,2.7349
VEKNAA,2.8217
VEKNOO,2.5555
VEXWON,3.0111
VIBWUZ,2.5622
VIDMIH,3.4192
VIFKED,1.7247
VOYFIA,1.9974
VOYJEY,4.3363
VUCFAA,3.6543
VUDCEF,3.5667
VUDDON,2.3609
VUDXOH,3.5907
VUJPIZ,2.7474
VULMOE,3.7193
WABMOB,1.5236
WAHQEE,2.2544
WATSUF,2.2347
WAVTOF,4.0819
WAVVEX,3.229
WAXJIQ,2.1209
WEHZER,2.3866
WEJKOL,2.9043
WELREL,2.0978
WEMNIM,3.6452
WEMVUH,3.5256
WIJLUZ,3.1937
WITBOT,2.2011
WIYSII,2.1641
WOFREP,2.9609
WOPGIS,2.1954
WOVMAY,2.7762
WUFFAF,2.2115
WUFVIC,3.4625
WUFVOI,3.2838
WUKDOV,2.9747
WULSEB,2.3855
WUPWOU,2.4419
WUTDAQ,2.9973
WUTDEW,2.5098
XADCIP,1.7271
XEFYAJ,2.1555
XEGPEF,2.5758
XEYZEH,3.1932
XEZNUM,2.5556
XIDNON,2.6347
XILTIV,3.7836
XIMYUO,1.5943
XIXTAA,1.8618
XIXTII,2.1634
XIYMEY,3.4346
XOBBIZ,1.1065
XOGXAS,2.666
XOZXIV,2.2856
XUPJOI,3.4129
XUPRAB,2.7375
XUVVAN,3.2949
YABPEW,2.9791
YATQER,2.1111
YAWWEZ,2.908
YECSUW,2.7361
YETCIK,3.6141
YEWSOI,2.1347
YEXVAA,3.9361
YITRUO,2.0969
YITVON,2.1596
YOLDAG,2.7598
YONHAK,3.4129
YOSKAV,3.405
YOWZOB,2.3589
YUMGOF,2.1845
ZASRUG,3.6803
ZATWOI,2.8067
ZAVTUN,1.8435
ZAXYEC,3.5325
ZAZNOD,2.3764
ZEBCEQ,2.6141
ZEDSOT,3.1602
ZEQLUE,2.7315
ZILZUP,1.6504
ZIMPUG,1.989
ZOFDAC,1.9828
ZURDEV,3.6125
