refcode,gap
LAJYUR,1.662
LALBUV,3.0966
LAXFAR,2.7037
LAYMEF,2.1725
LEDQUH,2.8136
LEYSEN,3.5773
LIFVOM,2.0297
LIWSIT,2.172
LODYOS,2.8041
LOLTOV,2.0676
LONRUC,3.4098
LOSHOS,2.2771
LOZWIJ,2.7331
LUBPOQ,2.2075
LUWCUB,1.2487
MACPUC,3.8407
MAFECL,2.4074
MAJCAC,2.2935
MAJWUT,2.9531
MAJYOM,2.5932
MAJYUS,1.7374
MALNET,2.7235
MALVUQ,2.8342
MASNUR,2.4073
MATFUL,1.5323
MCPTCO,2.642
MCYSCO,2.8064
MEDCOO,2.4518
MEDCUU,2.3062
MEJYOS,2.1211
MEJZAF,2.4484
MIKROO,2.389
MNMTBH,1.6345
MODREE,2.8647
MOMXUJ,1.9875
MONZEU,2.5701
MORDOM,2.931
MTACNI,2.8242
MTCBFE,2.1781
MUFXIU,2.5746
MUTVUU,3.1027
NABDEZ,2.2961
NADLIO,3.4829
NANJEU,2.6126
NAVVIQ,2.3197
NCACON,2.3462
NEBKIR,3.2432
NEDGIM,2.0852
NENNEA,3.0413
NETCAT,1.697
NEYVUI,2.2876
NOKSOX,1.4866
NONYUN,3.8003
NOPTES,2.4574
NOQTAP,1.8352
NUKPAM01,1.2948
NUNTAR,4.3438
NUYHOE,2.7132
OBIMOC,2.8119
OBOKAR,2.5947
OBOKOF,3.2862
ODIHOY,2.1236
ODUXIX,2.2286
OFINAT,3.2351
OGUBOH,2.414
OJUHAF,4.0682
OMANIB,1.5655
OPAKUM,2.0994
OQEDOE,2.3256
ORODOP,2.1116
OROFEH,3.7177
OTOTIB,2.0349
OWIQER,3.5968
OWOGUE,3.4825
OYIKUE,2.1083
OYILIT,2.2612
OYUKOK,2.5693
PACHEI,3.206
PANGER,3.0816
PATQEG,2.6921
PEHZOU,2.9135
PEJCOZ,1.3345
PEKPAW,3.6407
PEMSOP,3.9442
PEXKUB,2.3397
POWRID,0.9456
POWROJ,2.1465
PUJSOC,2.6265
PUQJAM,2.318
PUTTUT,3.4483
PUTVAB,3.1815
PUVLAV,1.5718
QAFCEG,2.8117
QAHWUT,2.2612
QANFOD,1.8561
QANMOK,2.7995
QASCUI,1.9587
QAZCIF,2.2463
QEFDOW,1.9096
QETKOS,2.989
QIDNAU,2.3701
QIGRED,4.8265
QIGSEE,4.1895
QIMXUI,2.3194
QIRWIZ,3.0344
QITSUJ,3.2408
QIYMAN,2.6007
QOFDIZ,2.3015
QOMQOZ,1.5841
QOQKIQ,4.6566
QORDUY,1.9784
QORFAG,2.3258
QOZZUB,1.92
RACNIV,2.9263
RAKTAA,1.918
RARMIG,3.9778
RATDOF,4.5552
RAXMOT,2.6748
REJDAN,1.1594
REXCUS,0.2151
RIHLAY,0.9769
RIQQEN,3.594
RIRCIH,2.6788
RISQOC,2.6543
RITTAR,2.6605
ROFXAO,2.3641
ROLXIZ,3.3186
ROMSUI,2.0314
RONREU,2.8952
RUHGUW,3.3721
RUKLAK,3.5792
RULVEA,2.1674
RUMGUB,3.0665
RUMZOP,2.7122
RUTRUT,2.5298
RUWSOU,3.2099
SABDAB,0.8454
SAFTEZ,2.1059
SAFTOJ,2.3212
SAFTUP,2.2132
SAGFUB,2.8319
SAVHOM,2.2999
SEBQAS,3.2479
SELSEI,2.3982
SEZVEY,4.0727
SIBZAE,3.3593
SICCAL,3.6117
SIFQAA,4.3566
SILCIZ,2.9899
SIQNEO,2.6235
SIRMIP,3.1993
SISNAK,3.4672
SOHKEG,1.8649
SOQLOZ,3.0409
SOTLET,1.3688
SOZYEL,2.7276
SUBGOO,1.6566
SUKWUQ,3.7097
SUPKIY,2.1112
SUXTEL,2.2859
TACSAU,2.5809
TAGFUD,1.2369
TAHYOQ,3.1875
TAJXUX,3.6896
TAKZAH,2.6559
TAPGUM,2.9126
TEANIN,4.1922
TEBKIW,1.8662
TEBRUP,2.5819
TECFIR,2.7813
TECRAW,1.1226
TEPCUM,2.342
TEVLAK,1.7812
TEVYAX,2.6296
TGLYCR,4.2136
TIKYOC,0.3961
TILSUD,2.5079
TIRDUU,3.5512
TIRKAG,2.8717
TIRKOU,3.4149
TOBWEO,2.8998
TOLBEB,2.2426
TUDJEH,1.6258
TUTJOH,3.2377
TUTMAW,3.4343
UBEXOQ,2.3758
UBOMEG,2.4839
UBUBAU,2.0322
UCIVOT,2.2862
UDUMEL,2.2484
UGUNUF,3.6989
ULAYUC,4.2644
UMUBAF,2.8163
UNEHIG,2.136
UNEREL,3.8452
UNOFEJ,3.2203
UPIFUV,1.4934
UTODAK,4.176
UYIFUF02,2.4174
VADLUH,3.3591
VAVDOM,3.3447
VEBKAQ,2.9207
VECTUU,2.6593
VEKNOO,2.5555
VENGUS,1.8345
VEWDIN,2.0734
VIBWUZ,2.5622
VIJVIT,2.7224
VIKYOE,2.9182
VILVIX,2.4293
VOPPEV,1.8811
VOWRAA,3.211
VOYJEY,4.3363
VUCYAV,3.2548
VUJLOC,2.701
VUMCIP,2.931
WABMOB,1.5236
WAMYAL,1.8858
WAVWEY,2.6999
WAWSEU,4.2343
WAXJIQ,2.1209
WELKED,3.6777
WEMNIM,3.6452
WIBLUO,4.2101
WIGXUI,1.993
WIVQOI,2.4217
WOBXER,1.9626
WOFREP,2.9609
WULSIF,2.6076
WUMPOL,2.7236
WURXOZ,4.7085
WUYFIH,1.8996
XADMAR,3.8721
XAHLOI,1.4896
XAJWOU,3.3436
XAWJUB,1.4351
XAWVEX,3.0266
XEGPEF,2.5758
XEHSOV,2.0426
XEHYER,3.7619
XEMSAK,2.6027
XENBIE,5.0285
XESMUG,3.4646
XETGUY,2.5414
XEYZEH,3.1932
XEZNUM,2.5556
XIDNON,2.6347
XIWBEK,2.8399
XOCNUY,3.1769
XOFDUR,2.0586
XOZXIV,2.2856
XUJXOP,3.1625
XUNTAB,2.2773
XUSCIY,2.4711
XUWPAH,2.9966
YAKGAT,2.4781
YAQLOR,2.293
YASHOP,3.3929
YASHUV,3.2191
YATQER,2.1111
YECRII,2.5627
YEFFOE,2.1781
YETBOP,3.5808
YETCIK,3.6141
YETYOM,1.7059
YEXVAA,3.9361
YEZLEU,2.3603
YEZYUZ,3.5099
YIBHUM,3.3142
YIJDED,2.7252
YILLAH,2.0539
YIZNOL,3.6094
YOLDAG,2.7598
YONWUT,4.037
YULMUP,2.7017
YUMGOF,2.1845
YUMJIB,3.2503
YUXHUV,3.2763
ZAXWUQ,3.4978
ZAYJOB,5.0247
ZAZNOD,2.3764
ZEBCEQ,2.6141
ZEBSAA,3.3173
ZEQLUE,2.7315
ZERDIJ,2.0901
ZIDKAY,4.0686
ZIMPUG,1.989
ZOTRAB,2.028
ZUJRAZ,1.8979
ZUMSEH,1.9681
ZUQLAA,2.6287
ZURDEV,3.6125
ZUYNEM,2.6235
ZUZWEW,2.7763
