refcode,gap
NICGUD,0.09578
NICNOD,0.12793
NIMTIO,0.0759
NIYRAQ,0.10885
NOBKIA,0.10698
NOMXOF,0.1
NONQUE,0.10357
NUMKOX,0.07807
NUQTEA,0.11257
OBUNIL,0.07877
OCINUL,0.08741
OCOYOV,0.10226
OJOGIE,0.10084
OJURUI,0.1008
OJUSAP,0.09405
OJUSIX,0.09396
OKOREL,0.09557
OMIFEX,0.06419
ONABOW,0.08087
OQITAK,0.06953
OTETEN,0.08839
OTEVIT,0.09104
OVERUD,0.09753
OWACIA,0.09867
PALFAL,0.08822
PANVUY,0.134
PAQQAC,0.07498
PATQAC,0.08055
PAXGEB,0.06891
PAZXEU,0.09089
PEHJEU,0.14646
PEHKIZ,0.10582
PENJIC,0.15157
PETGOM,0.11746
PIGQIH,0.09205
PIVNOZ,0.06748
POHCOF,0.10947
POHCUL,0.09667
POQTIA,0.09386
POYZAF,0.08684
PUBKUT,0.09951
PUMBOQ,0.10326
PUMKEN,0.10609
PUMKOX,0.12101
PUPHUF,0.07366
PUVLIC,0.09958
QAWQOX,0.05865
QAWQUD,0.1084
QAXNEK,0.10368
QAXNUA,0.10442
QAYROX,0.06571
QEBPES,0.07961
QIDKIZ,0.08335
QIHYAJ,0.09185
QIZTAX,0.08018
QOBFOF,0.08542
QOCZOX,0.10899
QOHHAW,0.08077
QOHZOC,0.08456
QOKJOR,0.10012
QOLJAE,0.12288
QOPGUY,0.11869
QOQHEJ,0.08698
QOZNOK,0.1147
QOZNUQ,0.11569
QUBYAP,0.12311
QUDVIV,0.08932
QUMFOT,0.08801
QUQMOE,0.12389
QUQYAC,0.0785
RAKNUN,0.13408
RANRAB,0.09272
RAYQOA,0.09481
RAYRAN,0.10429
RAZHOS,0.08609
RECXON,0.11893
REFSOM,0.07852
REXZEC,0.09624
RIDKEV,0.08369
RIGCER,0.13816
RITJAH,0.10235
RIWWEB,0.08637
RIZRIC,0.12916
ROHCOI,0.17614
ROHDAV,0.12689
ROKKAF,0.09199
ROKSIV,0.06827
ROSLOC,0.11016
ROSLUI,0.10956
RUJSIA,0.11272
RUQKAQ,0.09831
RUTNUP,0.09228
RUWJAV,0.10063
RUWJEZ,0.10214
SACLUG,0.08094
SACTEY,0.05326
SACTIC,0.05326
SAJTUT,0.07207
SAJVIJ,0.06936
SAKBUC,0.06736
SAQXIU,0.09985
SATGOM,0.14689
SAVCOJ,0.08675
SAVDAW,0.09223
SAVREP,0.07565
SEHWAE,0.05782
SEMPIJ,0.08957
SEWCUT,0.08278
SIGDIX,0.13566
SINLOQ,0.09774
SINPIO,0.16447
SITTAR,0.08909
SOFFUQ,0.14721
SOGNUA,0.09494
SOWQOM,0.11536
SOYQAY,0.11694
SUBRAI,0.08512
SUFVOG,0.07389
SUHCEE,0.08073
SUKTAV,0.14805
SUNXAB,0.07747
TABXUR,0.0897
TAJWEI,0.05565
TAKTOQ,0.04592
TAKVUY,0.05829
TASVOA,0.09031
TAWNUD,0.12757
TEGVIK,0.08855
TELPAE,0.12442
TEPBEX,0.11803
TEPSAK,0.0952
TEWMUE,0.11054
TEWNEP,0.11011
TEYDUZ,0.09652
TEYFEK,0.12624
TEYSIA,0.06068
TEZSAV,0.05636
TIDVIO,0.1078
TIHDUL,0.08406
TIHVEM,0.08299
TIKZOF,0.10931
TILTEP,0.12035
TIQMEM,0.0723
TISDUX,0.10799
TOFWIW,0.06626
TOKGIK,0.10789
TOMKAI,0.04378
TOMLIR,0.09943
TTRPNI,0.0656
TUKQEX,0.16324
TUNSAY,0.09807
TUWNAC,0.08768
TUWQEJ,0.11411
UCIZEO,0.12235
UDOXET,0.09535
UGATUT,0.06315
UGUCOQ,0.11393
UKOSUK,0.12057
ULUCIP,0.10867
UNIVIY,0.09496
UPONAP,0.12021
UPURII,0.09417
UQOWED,0.08421
USAZAR,0.10754
UTEQAN,0.08437
UXILIX,0.10371
VANZAO,0.07233
VAVRER,0.07806
VAWCEE,0.10782
VAYDAB,0.08373
VAZMOZ,0.10225
VECNUO,0.03743
VEHQIJ,0.00954
VEMPUA,0.07583
VETTET,0.09587
VIBWOU,0.09881
VICRAD,0.09647
VIHDOH,0.10759
VIXPIE,0.08278
VIZKEW,0.11103
VOHXUO,0.17432
VUJMEU,0.0998
VUMKAQ,0.10427
VUMXAE,0.06813
WAFYEJ,0.08834
WAWJEM,0.16856
WAXKIR,0.18817
WEBVIL,0.08236
WEJQAG,0.09199
WELWOZ,0.09697
WERLUB,0.05989
WEWLIU,0.10618
WEYBAF,0.06188
WIBCAO,0.0793
WIPZED,0.11859
WOBQOV,0.11639
WOCTEP,0.07721
WOGPUE,0.1358
WOGREQ,0.10068
WOKNIW,0.11989
WUFFOS,0.08885
XABGEN,0.07835
XAHXOW,0.12677
XANWAL,0.07271
XASJOT,0.07482
XAWBIG,0.10193
XAXZON,0.09682
XECTAC,0.09643
XEXZAD,0.14947
XIPLEO,0.08467
XIZTIK,0.06388
XOFDIF,0.02781
XONHIU,0.11844
XOPKEU,0.0885
XOVPUV,0.11758
XUKQIF,0.09612
YADSON,0.10888
YEJYOE,0.11789
YEPSAN,0.11932
YEQJEM,0.12588
YIFLAD,0.09289
YIHROX,0.04237
YIVCAH,0.05316
YIVGES,0.10482
YOCYEV,0.08906
YOJVID,0.07451
YOLCAE,0.07289
YOVLOK,0.08914
YUCHEL,0.10169
YURCEV,0.04982
ZAKFAV,0.16768
ZALJIG,0.09334
ZAVTIC,0.10755
ZAYCAF,0.06125
ZAZNOF,0.08308
ZEPLAK,0.10297
ZICMIK,0.09981
ZIHCAW,0.11097
ZIRVED,0.07102
ZOBMIP,0.10335
ZOGXIF,0.10299
ZONJOD,0.09513
ZOSDOC,0.10795
ZOSMUR,0.07467
ZUCKOZ,0.09067
ZUGBEK,0.10617
