refcode,gap
IHOFAM,0.05572
IHOYAH,0.06247
ILEFOW,0.08824
ILEPAR,0.09403
ILUQUB,0.12229
IMOWAJ,0.12924
IPACPT,0.124
IPEQOJ,0.08616
IPOQIO,0.10874
ISOGAA,0.11302
ISOQUE,0.11163
ISOSIU,0.10862
ITACIR,0.08663
ITIXOZ,0.11078
IVAKAT,0.07894
IVEHOG,0.10957
IWALEZ,0.06658
IWOLEN,0.16908
IXUTAW,0.1112
JEBSAL,0.11786
JEGPOD,0.13012
JIJQOL,0.06792
JINRUW,0.07917
JITNUW,0.08536
JIVRIP,0.08954
JIVTUD,0.08942
JIVVAL,0.08954
JIWZEX,0.11761
JIXCID,0.08283
JIXVUH,0.06756
JOCPAU,0.08867
JOHSOR,0.06015
JOKHEX,0.11333
JOKHIB,0.11377
JONYUI,0.04154
JUYFAM,0.09432
KADHUV,0.04551
KAHSUH,0.08012
KAKGAG,0.06523
KECJUA,0.0861
KEHHIR,0.0911
KENZAG,0.09503
KIDKIS,0.10751
KIMVAG,0.1135
KOVRAQ,0.1235
KOXRUM,0.08945
KUNRES,0.10043
KURLIT,0.10087
LABKOQ,0.08244
LAHTET,0.09443
LAMTOK,0.09672
LARQAY,0.08245
LARQOM,0.09667
LEGBEE,0.0264
LEJLEU,0.1083
LEKQUQ,0.10938
LEPYIQ,0.10598
LEPZAJ,0.09009
LESZOZ,0.0913
LEXZOD,0.12001
LEYSAM,0.11267
LIFFOV,0.09613
LIRGEA,0.07564
LODRAX,0.08811
LOHFEW,0.08057
LOHFIA,0.09773
LOLTEM,0.10457
LOPCAW,0.08344
LOQVET,0.08957
LOYTAW,0.13299
LUBTUZ,0.1057
LULHIK,0.12415
LURFIN,0.08942
LUVLOF,0.09669
MAXYUG,0.12502
MECCUV,0.10053
MEJKUK,0.11359
MELLIB,0.08789
MERLIF,0.10733
MILPUU,0.10723
MIPCIZ,0.08248
MIRTUF,0.11038
MIRWAO,0.05952
MIVMEL,0.09067
MIVTAO,0.10546
MIYVEW,0.08349
MIYXOK,0.11746
MIZJOV,0.10794
MOLXAO,0.10158
MONBUN,0.07761
MOSQAO,0.11819
MOYLIX,0.10528
MOZKET,0.10159
MUCGAS,0.11877
MUCGEW,0.12502
MUCGIA,0.1181
NADBID,0.14499
NARFEU,0.06461
NARFOE,0.06368
NATLAW,0.17065
NAVPIJ,0.07048
NEPBAM,0.10368
NEXJEG,0.09968
NILGEV,0.08173
NIWPOA,0.12168
NOBKEW,0.10869
NONPEM,0.06317
NOQMOW,0.09421
NOXREZ,0.08501
NUMLAK,0.07418
NUQTIE,0.11256
NUTKUI,0.06058
OCATOE,0.08905
OFOREG,0.11761
OGABOQ,0.12548
OGEDOT,0.2034
OJUSIX,0.09396
OLUPAN,0.15069
ONIBAQ,0.0818
OREDEW,0.09188
ORUHIT,0.20002
OTIXUM,0.04441
OTIYIB,0.08646
OZEKAG,0.16478
PABYUN,0.08766
PAFFIN,0.14287
PALZOS,0.0905
PAYTAN,0.15012
PAYTUH,0.12813
PEKTEF,0.10488
PERPIO,0.08089
PIDNIA,0.09845
PIJCAO,0.0511
PIWTOF,0.10822
POFQOT,0.11843
POKBAU,0.07591
POKSIS,0.09884
POWVON,0.10627
POWYIJ,0.11118
POXQAX,0.1704
QAKYUZ,0.11121
QAKZEK,0.12551
QAWVAO,0.10907
QAXLEI,0.11352
QAXNAG,0.0962
QAZWOD,0.11284
QEJVOQ,0.08574
QERPAE,0.13468
QEWDEC,0.06665
QIBPID,0.03116
QICTII,0.0943
QOBFOF,0.08542
QOJRUD,0.08227
QOLKAE,0.11737
QOPKIR,0.12155
QOPLIS,0.12084
QOXKUL,0.09609
QOZBEO,0.13057
QOZBOY,0.12653
QUBXES,0.12158
QUBXOC,0.13397
QUDVIV,0.08932
QUGHOP,0.07212
QULDUX,0.11527
QUMRUN,0.10712
QUMSAU,0.10646
QUQMOE,0.12389
RAMHUL,0.09903
RAPBOB,0.13114
RAPDUJ,0.0489
RAYNOX,0.10497
RAYQEQ,0.0946
REFSOM,0.07852
REXMIT,0.11629
REXZEC,0.09624
RIPDEA,0.10907
RITKEN,0.07902
RITVUN,0.08296
RIZCAH,0.04164
ROCZAN,0.09751
ROJQOY,0.09137
ROKSIV,0.06827
RUFMUC,0.09257
RUMWED,0.09616
RUSVUY,0.08996
RUTQIG,0.09061
SACTUO,0.06034
SALJUN,0.10891
SATBAS,0.0907
SATGOM,0.14689
SATRUC,0.09341
SEMNAZ,0.08949
SEQNOS,0.09465
SEQPIO,0.09598
SICWOR,0.04359
SIGLOM,0.07433
SIVMIU,0.0933
SOGNUA,0.09494
SOLYEZ,0.06975
SOQHIP,0.07942
SOSMAQ,0.08838
SOYVUZ,0.1255
SUWVOX,0.11966
SUZLOQ,0.07297
TAHFUE,0.06748
TAWNIR,0.12779
TAWPEP,0.11809
TECJUJ,0.17594
TEGZUD,0.06062
TEKJEB,0.18444
TEPSAK,0.0952
TEQYIZ,0.12233
TEYDUZ,0.09652
TEZRIC,0.09066
TIDVIO,0.1078
TIHFAT,0.08334
TILTAL,0.11215
TIPDIG,0.09561
TIQHIM,0.1102
TIQMEM,0.0723
TOGFEC,0.10511
TOGJIK,0.10232
TOKKOU,0.07952
TOMLEN,0.11071
TOPGAH,0.14557
TOPLUI,0.11158
TOXYAG,0.08048
TUWNAC,0.08768
UCIZEO,0.12235
UDOXIX,0.09357
UFOXAR,0.10264
UGAMOG,0.08277
UHINUW,0.11631
UKIPAG,0.11081
ULUDAI,0.09393
ULULAP,0.15051
UMUGIS,0.11029
UNIWAR,0.10632
UPUDUG,0.09489
USIVAV,0.10521
UWUKUT,0.1518
UWUPOS,0.07293
UXILET,0.104
UXOBAM,0.07956
UZEVAY,0.12183
UZITON,0.10015
VAKDIW,0.09239
VAPCAS,0.12144
VAPPAG,0.1317
VAYCEE,0.06792
VAZMOZ,0.10225
VEBLOF,0.11802
VEHMAY,0.0555
VEMQEL,0.07579
VEZVED,0.14225
VEZXIJ,0.10955
VIBDER,0.11826
VICTAF,0.14611
VIDRAC,0.07885
VIHDOH,0.10759
VIPLEO,0.10389
VUCJEK,0.18763
VUCPOZ,0.10952
VUJHOZ,0.07782
VUJJIV,0.07622
VUMWIL,0.08023
VUPCIT,0.14681
VUTNIH,0.01803
VUXDOH,0.07994
WAGPOJ,0.08403
WEHLEC,0.05085
WEJMEG,0.10602
WELRUD,0.07063
WENHEF,0.11728
WIBCES,0.07914
WIFFOH,0.15642
WIJGIG,0.12087
WIMJUY,0.07992
WIPYOM,0.14422
WIXGUI,0.09577
WOBJOP,0.10311
WOBLUX,0.11671
WOCRIQ,0.07403
WOCTAL,0.07536
WODGAZ,0.08801
WOFQOZ,0.08168
WOJNAM,0.10505
WOKNIW,0.11989
WOMVUS,0.12987
WOVWIP,0.09388
WOWGIA,0.09902
WOWGUM,0.10781
WUDGUY,0.06748
XAHXIP,0.03578
XALTOW,0.11076
XAMGEX,0.08886
XANDOI,0.08318
XANWUF,0.06342
XAWSET,0.09
XAXZON,0.09682
XEHVAJ,0.153
XEKTAK,0.09358
XIBHEX,0.11571
XIPLEO,0.08467
XIPNOZ,0.09784
XISHEP,0.06173
XIVMEX,0.09312
XIXNID,0.11968
XOTKIB,0.11362
XOWTEK,0.16641
XOYVAK,0.08774
XUBMEO,0.12598
XUDXUQ,0.05239
XUMXUZ,0.069
XUPWIQ,0.08424
YABMEV,0.10335
YAJNAZ,0.09156
YASPAK,0.07792
YEQHOU,0.12575
YEWVIH,0.15387
YIVYAG,0.07694
YOFZID,0.09394
YUJDOX,0.05717
YUKYUZ,0.10792
YUMPIH,0.05869
YUMTEG,0.1456
YURCEV,0.04982
ZAVVIE,0.10877
ZAVVOK,0.12392
ZEGYIT,0.09561
ZEHQIO,0.18359
ZOFYEA,0.10051
ZOHQUK,0.0898
ZOSDIW,0.11586
ZOSMOL,0.07325
ZOSNUS,0.12241
ZOSPII,0.11859
ZUGCUB,0.08731
ZUZNAL,0.07705
